"","from","to"
"73","K Forbus","g honke"
"74","K Forbus","S Snoddy"
"75","L Richland","D Gentner"
"76","L Richland","N Simms"
"77","L Richland","K Kurtz"
"78","L Richland","g honke"
"79","L Richland","S Snoddy"
"80","L Richland","K Forbus"
"81","B Matlen","D Gentner"
"82","B Matlen","N Simms"
"83","B Matlen","K Kurtz"
"84","B Matlen","g honke"
"85","B Matlen","S Snoddy"
"86","B Matlen","K Forbus"
"87","B Matlen","L Richland"
"88","E Lyons","D Gentner"
"89","E Lyons","N Simms"
"90","E Lyons","K Kurtz"
"91","E Lyons","g honke"
"92","E Lyons","S Snoddy"
"93","E Lyons","K Forbus"
"94","E Lyons","L Richland"
"95","E Lyons","B Matlen"
"96","E Klostermann","D Gentner"
"97","E Klostermann","N Simms"
"98","E Klostermann","K Kurtz"
"99","E Klostermann","g honke"
"100","E Klostermann","S Snoddy"
"101","E Klostermann","K Forbus"
"102","E Klostermann","L Richland"
"103","E Klostermann","B Matlen"
"104","E Klostermann","E Lyons"
"105","A Gopnik","R Goldstone"
"106","P Thagard","R Goldstone"
"107","P Thagard","A Gopnik"
"108","T Ullman","R Goldstone"
"109","T Ullman","A Gopnik"
"110","T Ullman","P Thagard"
"112","P Shah","E Lyons"
"113","P Shah","L Richland"
"114","A Ibrahiam","E Lyons"
"115","A Ibrahiam","L Richland"
"116","A Ibrahiam","P Shah"
"117","M DeCaro","E Lyons"
"118","M DeCaro","L Richland"
"119","M DeCaro","P Shah"
"120","M DeCaro","A Ibrahiam"
"121","D Bellinger","E Lyons"
"122","D Bellinger","L Richland"
"123","D Bellinger","P Shah"
"124","D Bellinger","A Ibrahiam"
"125","D Bellinger","M DeCaro"
"126","P Ralston","E Lyons"
"127","P Ralston","L Richland"
"128","P Ralston","P Shah"
"129","P Ralston","A Ibrahiam"
"130","P Ralston","M DeCaro"
"131","P Ralston","D Bellinger"
"132","S Jaeggi","E Lyons"
"133","S Jaeggi","L Richland"
"134","S Jaeggi","P Shah"
"135","S Jaeggi","A Ibrahiam"
"136","S Jaeggi","M DeCaro"
"137","S Jaeggi","D Bellinger"
"138","S Jaeggi","P Ralston"
"139","E Gibson","A Majid"
"140","T Luhrmann","A Majid"
"141","T Luhrmann","E Gibson"
"142","J McDermott","A Majid"
"143","J McDermott","E Gibson"
"144","J McDermott","T Luhrmann"
"145","A Arshamian","A Majid"
"146","A Arshamian","E Gibson"
"147","A Arshamian","T Luhrmann"
"148","A Arshamian","J McDermott"
"149","A Michal","C McColeman"
"150","R Goldstone","C McColeman"
"151","R Goldstone","A Michal"
"152","K Schloss","C McColeman"
"153","K Schloss","A Michal"
"154","K Schloss","R Goldstone"
"155","J Kaminski","C McColeman"
"156","J Kaminski","A Michal"
"157","J Kaminski","R Goldstone"
"158","J Kaminski","K Schloss"
"159","J Hullman","C McColeman"
"160","J Hullman","A Michal"
"161","J Hullman","R Goldstone"
"162","J Hullman","K Schloss"
"163","J Hullman","J Kaminski"
"164","W Gray","R Perez"
"165","M Posner","R Perez"
"166","M Posner","W Gray"
"167","S Vinogradov","R Perez"
"168","S Vinogradov","W Gray"
"169","S Vinogradov","M Posner"
"170","M Chi","R Perez"
"171","M Chi","W Gray"
"172","M Chi","M Posner"
"173","M Chi","S Vinogradov"
"174","J Tenenbaum","K Smith"
"175","E Anderson","K Smith"
"176","E Anderson","J Tenenbaum"
"177","S Hespos","K Smith"
"178","S Hespos","J Tenenbaum"
"179","S Hespos","E Anderson"
"180","L Rips","K Smith"
"181","L Rips","J Tenenbaum"
"182","L Rips","E Anderson"
"183","L Rips","S Hespos"
"184","C Firestone","K Smith"
"185","C Firestone","J Tenenbaum"
"186","C Firestone","E Anderson"
"187","C Firestone","S Hespos"
"188","C Firestone","L Rips"
"189","J Hamrick","K Smith"
"190","J Hamrick","J Tenenbaum"
"191","J Hamrick","E Anderson"
"192","J Hamrick","S Hespos"
"193","J Hamrick","L Rips"
"194","J Hamrick","C Firestone"
"196","D Danks","M Tessler"
"197","D Danks","N Goodman"
"198","E Foster-Hanson","M Tessler"
"199","E Foster-Hanson","N Goodman"
"200","E Foster-Hanson","D Danks"
"201","M Rhodes","M Tessler"
"202","M Rhodes","N Goodman"
"203","M Rhodes","D Danks"
"204","M Rhodes","E Foster-Hanson"
"205","G Carlson","M Tessler"
"206","G Carlson","N Goodman"
"207","G Carlson","D Danks"
"208","G Carlson","E Foster-Hanson"
"209","G Carlson","M Rhodes"
"210","B Malt","Y Xu"
"211","M Srinivasan","Y Xu"
"212","M Srinivasan","B Malt"
"213","I Polyanskaya","T Brauner"
"214","P Blackburn","T Brauner"
"215","P Blackburn","I Polyanskaya"
"217","T Pleskac","J Busemeyer"
"218","T Pleskac","P Kvam"
"219","P Carvalho","P Carvalho"
"220","M Chi","M Chi"
"221","W Croft","W Croft"
"222","V Kapatsinski","V Kapatsinski"
"223","H Kirkorian","H Kirkorian"
"224","G Lupyan","G Lupyan"
"225","K Paap","K Paap"
"226","E Sober","E Sober"
"227","H Vlach","H Vlach"
"228","H Bailey","J Zacks"
"229","C Kurby","J Zacks"
"230","C Kurby","H Bailey"
"231","C Kemp","N Zaslavsky"
"232","T Regier","N Zaslavsky"
"233","T Regier","C Kemp"
"234","N Tishby","N Zaslavsky"
"235","N Tishby","C Kemp"
"236","N Tishby","T Regier"
"237","J Velez-Ginorio","R Aboody"
"238","L Santos","R Aboody"
"239","L Santos","J Velez-Ginorio"
"240","J Jara-Ettinger","R Aboody"
"241","J Jara-Ettinger","J Velez-Ginorio"
"242","J Jara-Ettinger","L Santos"
"243","H Huey","R Aboody"
"245","J Jara-Ettinger","H Huey"
"246","K Zish","N Aguiar"
"247","M McCurry","N Aguiar"
"248","M McCurry","K Zish"
"249","G Trafton","N Aguiar"
"250","G Trafton","K Zish"
"251","G Trafton","M McCurry"
"252","E DeAngelis","R Ahl"
"253","A Stephenson","R Ahl"
"254","A Stephenson","E DeAngelis"
"255","S Joo","R Ahl"
"256","S Joo","E DeAngelis"
"257","S Joo","A Stephenson"
"258","F Keil","R Ahl"
"259","F Keil","E DeAngelis"
"260","F Keil","A Stephenson"
"261","F Keil","S Joo"
"262","H Drenhaus","C Ankener"
"263","M Crocker","C Ankener"
"264","M Crocker","H Drenhaus"
"265","M Staudte","C Ankener"
"266","M Staudte","H Drenhaus"
"267","M Staudte","M Crocker"
"268","T Arai","T Arai"
"269","H Gweon","M Asaba"
"270","E Hembacher","M Asaba"
"271","H Qiu","M Asaba"
"272","H Qiu","E Hembacher"
"273","B Anderson","M Asaba"
"274","B Anderson","E Hembacher"
"275","B Anderson","H Qiu"
"276","M Frank","M Asaba"
"277","M Frank","E Hembacher"
"278","M Frank","H Qiu"
"279","M Frank","B Anderson"
"281","H Gweon","E Hembacher"
"282","H Gweon","H Qiu"
"283","H Gweon","B Anderson"
"284","H Gweon","M Frank"
"285","M Jones","J Avery"
"286","C Chambers","A Baltaretu"
"287","S Bensinger","A Bear"
"288","J Jara-Ettinger","A Bear"
"289","J Jara-Ettinger","S Bensinger"
"290","J Knobe","A Bear"
"291","J Knobe","S Bensinger"
"292","J Knobe","J Jara-Ettinger"
"293","A Mobramaein","M Behrooz"
"294","A Jhala","M Behrooz"
"295","A Jhala","A Mobramaein"
"296","J Whitehead","M Behrooz"
"297","J Whitehead","A Mobramaein"
"298","J Whitehead","A Jhala"
"299","J Spencer","A Bhat"
"300","L Samuelson","A Bhat"
"301","L Samuelson","J Spencer"
"302","Y Trope","D Bosch"
"303","G Murphy","D Bosch"
"304","G Murphy","Y Trope"
"305","C Wu","I Bouhlel"
"306","N Hanaki","I Bouhlel"
"307","N Hanaki","C Wu"
"308","R Goldstone","I Bouhlel"
"309","R Goldstone","C Wu"
"310","R Goldstone","N Hanaki"
"311","J Abbott","D Bourgin"
"312","T Griffiths","D Bourgin"
"313","T Griffiths","J Abbott"
"314","D Landy","E Brower"
"315","J Coffey","A Buerkin-Pontrelli"
"316","D Swingley","A Buerkin-Pontrelli"
"317","D Swingley","J Coffey"
"318","F Lieder","F Callaway"
"319","P Das","F Callaway"
"320","P Das","F Lieder"
"321","S Gul","F Callaway"
"322","S Gul","F Lieder"
"323","S Gul","P Das"
"324","P Krueger","F Callaway"
"325","P Krueger","F Lieder"
"326","P Krueger","P Das"
"327","P Krueger","S Gul"
"328","T Griffiths","F Callaway"
"329","T Griffiths","F Lieder"
"330","T Griffiths","P Das"
"331","T Griffiths","S Gul"
"332","T Griffiths","P Krueger"
"333","E Izquierdo","M Candadai"
"334","T Busey","R Cao"
"335","R Nosofsky","R Cao"
"336","R Nosofsky","T Busey"
"337","R Shiffrin","R Cao"
"338","R Shiffrin","T Busey"
"339","R Shiffrin","R Nosofsky"
"340","G Woodman","R Cao"
"341","G Woodman","T Busey"
"342","G Woodman","R Nosofsky"
"343","G Woodman","R Shiffrin"
"344","L Malkiewich","C Chase"
"345","A Kumar","C Chase"
"346","A Kumar","L Malkiewich"
"347","Z Zhou","S Chen"
"348","M Fang","S Chen"
"349","M Fang","Z Zhou"
"350","J McClelland","S Chen"
"351","J McClelland","Z Zhou"
"352","J McClelland","M Fang"
"353","O Urminsky","S Chen"
"354","Z Kaldy","C Cheng"
"355","E Blaser","C Cheng"
"356","E Blaser","Z Kaldy"
"357","E Lapidow","K Choi"
"358","J Austin","K Choi"
"359","J Austin","E Lapidow"
"360","P Shafto","K Choi"
"361","P Shafto","E Lapidow"
"362","P Shafto","J Austin"
"363","E Bonawitz","K Choi"
"364","E Bonawitz","E Lapidow"
"365","E Bonawitz","J Austin"
"366","E Bonawitz","P Shafto"
"367","L Schulz","J Chu"
"368","J Austerweil","A Cochrane"
"369","V Simmering","A Cochrane"
"370","V Simmering","J Austerweil"
"371","C Green","A Cochrane"
"372","C Green","J Austerweil"
"373","C Green","V Simmering"
"374","D Gentner","K Cooperrider"
"375","J Jones","C Cortesa"
"376","G Hager","C Cortesa"
"377","G Hager","J Jones"
"378","S Khudanpur","C Cortesa"
"379","S Khudanpur","J Jones"
"380","S Khudanpur","G Hager"
"381","B Landau","C Cortesa"
"382","B Landau","J Jones"
"383","B Landau","G Hager"
"384","B Landau","S Khudanpur"
"385","A Shelton","C Cortesa"
"386","A Shelton","J Jones"
"387","A Shelton","G Hager"
"388","A Shelton","S Khudanpur"
"389","A Shelton","B Landau"
"390","A Criss","G Cox"
"391","C Lebiere","E Cranford"
"392","C Gonzalez","E Cranford"
"393","C Gonzalez","C Lebiere"
"394","S Cooney","E Cranford"
"395","S Cooney","C Lebiere"
"396","S Cooney","C Gonzalez"
"397","P Vayanos","E Cranford"
"398","P Vayanos","C Lebiere"
"399","P Vayanos","C Gonzalez"
"400","P Vayanos","S Cooney"
"401","M Tambe","E Cranford"
"402","M Tambe","C Lebiere"
"403","M Tambe","C Gonzalez"
"404","M Tambe","S Cooney"
"405","M Tambe","P Vayanos"
"406","C Massey","L Cui"
"407","P Kellman","L Cui"
"408","P Kellman","C Massey"
"409","H Jarvinen","J Culbertson"
"410","F Haggarty","J Culbertson"
"411","F Haggarty","H Jarvinen"
"412","K Smith","J Culbertson"
"413","K Smith","H Jarvinen"
"414","K Smith","F Haggarty"
"415","L Hewitt","M Cusimano"
"416","J Tenenbaum","M Cusimano"
"417","J Tenenbaum","L Hewitt"
"418","J McDermott","M Cusimano"
"419","J McDermott","L Hewitt"
"420","J McDermott","J Tenenbaum"
"421","K Smith","I Dasgupta"
"422","E Schulz","I Dasgupta"
"423","E Schulz","K Smith"
"424","J Tenenbaum","I Dasgupta"
"427","S Gershman","I Dasgupta"
"428","S Gershman","K Smith"
"429","S Gershman","E Schulz"
"430","S Gershman","J Tenenbaum"
"431","N Bramley","Z Davis"
"432","B Rehder","Z Davis"
"433","B Rehder","N Bramley"
"434","T Gureckis","Z Davis"
"435","T Gureckis","N Bramley"
"436","T Gureckis","B Rehder"
"440","A Tinga","T Back"
"441","R Hoef","T Back"
"442","R Hoef","A Tinga"
"443","E Peters","T Back"
"444","E Peters","A Tinga"
"445","E Peters","R Hoef"
"446","M Louwerse","T Back"
"447","M Louwerse","A Tinga"
"448","M Louwerse","R Hoef"
"449","M Louwerse","E Peters"
"450","Y DENG","Y DENG"
"451","T Candy","C DeSerio"
"452","J Gold","C DeSerio"
"453","J Gold","T Candy"
"454","L Smith","C DeSerio"
"455","L Smith","T Candy"
"456","L Smith","J Gold"
"457","D Lagnado","S Dewitt"
"458","N Fenton","S Dewitt"
"459","N Fenton","D Lagnado"
"460","A Collins","M Eckstein"
"461","M Derex","P Edmiston"
"462","G Lupyan","P Edmiston"
"463","G Lupyan","M Derex"
"464","J Kubricht","M Edmonds"
"465","C Summers","M Edmonds"
"466","C Summers","J Kubricht"
"467","Y Zhu","M Edmonds"
"468","Y Zhu","J Kubricht"
"469","Y Zhu","C Summers"
"470","B Rothrock","M Edmonds"
"471","B Rothrock","J Kubricht"
"472","B Rothrock","C Summers"
"473","B Rothrock","Y Zhu"
"474","S Zhu","M Edmonds"
"475","S Zhu","J Kubricht"
"476","S Zhu","C Summers"
"477","S Zhu","Y Zhu"
"478","S Zhu","B Rothrock"
"479","H Lu","M Edmonds"
"480","H Lu","J Kubricht"
"481","H Lu","C Summers"
"482","H Lu","Y Zhu"
"483","H Lu","B Rothrock"
"484","H Lu","S Zhu"
"485","Z Peters","J Eilbert"
"486","F eliott","J Eilbert"
"487","F eliott","Z Peters"
"488","K Stassun","J Eilbert"
"489","K Stassun","Z Peters"
"490","K Stassun","F eliott"
"491","M Kunda","J Eilbert"
"492","M Kunda","Z Peters"
"493","M Kunda","F eliott"
"494","M Kunda","K Stassun"
"495","K Godwin","C Eng"
"496","K Boyle","C Eng"
"497","K Boyle","K Godwin"
"498","A Fisher","C Eng"
"499","A Fisher","K Godwin"
"500","A Fisher","K Boyle"
"501","A Tomasic","C Eng"
"502","E Thiessen","C Eng"
"503","E Thiessen","A Tomasic"
"504","C Walker","J Engle"
"505","S Thompson-Schill","A Familiar"
"512","E Renfro","M Fathan"
"513","J Austerweil","M Fathan"
"514","J Austerweil","E Renfro"
"515","N Beckage","M Fathan"
"516","N Beckage","E Renfro"
"517","N Beckage","J Austerweil"
"518","M Lauria","S Flusberg"
"519","P Thibodeau","S Flusberg"
"520","P Thibodeau","M Lauria"
"521","A Dils","S Flusberg"
"522","K Perkins","S Flusberg"
"523","K Perkins","A Dils"
"524","Y Bian","A Fourtassi"
"525","M Frank","A Fourtassi"
"526","M Frank","Y Bian"
"527","K Smith","S Frank"
"528","S Brown","E Fyfe"
"529","A Karni","Y Gabay"
"530","L Holt","Y Gabay"
"531","L Holt","A Karni"
"532","B Kennedy","J Garten"
"533","J Hoover","J Garten"
"534","J Hoover","B Kennedy"
"535","K Sagae","J Garten"
"536","K Sagae","B Kennedy"
"537","K Sagae","J Hoover"
"538","M Dehghani","J Garten"
"539","M Dehghani","B Kennedy"
"540","M Dehghani","J Hoover"
"541","M Dehghani","K Sagae"
"542","M Siegel","T Gerstenberg"
"543","J Tenenbaum","T Gerstenberg"
"544","J Tenenbaum","M Siegel"
"546","M Bollen","M Goldwater"
"547","J Giron","M Goldwater"
"548","J Giron","M Bollen"
"549","C Atance","B Goulding"
"550","O Friedman","B Goulding"
"551","O Friedman","C Atance"
"552","J Tekulve","R Grieben"
"553","S Zibner","R Grieben"
"554","S Zibner","J Tekulve"
"555","S Schneegans","R Grieben"
"556","S Schneegans","J Tekulve"
"557","S Schneegans","S Zibner"
"558","G Schoner","R Grieben"
"559","G Schoner","J Tekulve"
"560","G Schoner","S Zibner"
"561","G Schoner","S Schneegans"
"562","E Wakefield","K Guarino"
"563","M Novack","K Guarino"
"564","M Novack","E Wakefield"
"565","E Congdon","K Guarino"
"566","E Congdon","E Wakefield"
"567","E Congdon","M Novack"
"568","S Franconeri","K Guarino"
"569","S Franconeri","E Wakefield"
"570","S Franconeri","M Novack"
"571","S Franconeri","E Congdon"
"572","S Goldin-Meadow","K Guarino"
"573","S Goldin-Meadow","E Wakefield"
"574","S Goldin-Meadow","M Novack"
"575","S Goldin-Meadow","E Congdon"
"576","S Goldin-Meadow","S Franconeri"
"577","D Mrowca","N Haber"
"578","L Fei-Fei","N Haber"
"579","L Fei-Fei","D Mrowca"
"580","D Yamins","N Haber"
"581","D Yamins","D Mrowca"
"582","D Yamins","L Fei-Fei"
"583","P Rodriguez","D Halpern"
"584","P Rajivan","S Harding"
"585","B Bertenthal","S Harding"
"586","B Bertenthal","P Rajivan"
"587","C Gonzalez","S Harding"
"588","C Gonzalez","P Rajivan"
"589","C Gonzalez","B Bertenthal"
"590","R Shiffrin","S Harding"
"591","M Franke","R Hawkins"
"592","K Smith","R Hawkins"
"593","K Smith","M Franke"
"594","N Goodman","R Hawkins"
"595","N Goodman","M Franke"
"596","N Goodman","K Smith"
"597","Y Hayashi","Y Hayashi"
"598","S Bhatia","L He"
"599","S Stevenson","D Heller"
"600","S Pinet","C Hepner"
"601","N Nozari","C Hepner"
"602","N Nozari","S Pinet"
"604","R Mazuka","K Hitczenko"
"605","M Elsner","K Hitczenko"
"606","M Elsner","R Mazuka"
"607","N Feldman","K Hitczenko"
"608","N Feldman","R Mazuka"
"609","N Feldman","M Elsner"
"610","M Littman","M Ho"
"611","F Cushman","M Ho"
"612","F Cushman","M Littman"
"613","J Austerweil","M Ho"
"614","J Austerweil","M Littman"
"615","J Austerweil","F Cushman"
"616","B Thompson","E Hopman"
"617","J Austerweil","E Hopman"
"618","J Austerweil","B Thompson"
"619","G Lupyan","E Hopman"
"620","G Lupyan","B Thompson"
"621","G Lupyan","J Austerweil"
"622","F Cushman","T Icard"
"623","J Knobe","T Icard"
"624","J Knobe","F Cushman"
"625","S Varma","S Im"
"626","Y Tanaka","M Inuzuka"
"627","M Tsubakimoto","M Inuzuka"
"628","M Tsubakimoto","Y Tanaka"
"629","C Ellis","M Iordan"
"630","M Lesnick","M Iordan"
"631","M Lesnick","C Ellis"
"632","D Osherson","M Iordan"
"633","D Osherson","C Ellis"
"634","D Osherson","M Lesnick"
"635","J Cohen","M Iordan"
"636","J Cohen","C Ellis"
"637","J Cohen","M Lesnick"
"638","J Cohen","D Osherson"
"639","J Lindsey","M Jain"
"640","B Johns","R Jamieson"
"641","J Avery","R Jamieson"
"642","J Avery","B Johns"
"643","M Jones","R Jamieson"
"644","M Jones","B Johns"
"646","A Rafferty","R Jansen"
"647","T Griffiths","R Jansen"
"648","T Griffiths","A Rafferty"
"649","A Jaggi","M Jasbi"
"650","M Frank","M Jasbi"
"651","M Frank","A Jaggi"
"652","K Muldner","J Jennings"
"653","J Zhang","S Johnson"
"654","F Keil","S Johnson"
"655","F Keil","J Zhang"
"656","S Steinerberger","S Johnson"
"657","E Schulz","A Jones"
"658","B Meder","A Jones"
"659","B Meder","E Schulz"
"660","A Ruggeri","A Jones"
"661","A Ruggeri","E Schulz"
"662","A Ruggeri","B Meder"
"663","J Phillips","M Jovanovich"
"664","J Kaminski","J Kaminski"
"665","H Singmann","D Kellen"
"666","S Chen","D Kellen"
"667","S Chen","H Singmann"
"668","S Winiger","D Kellen"
"669","S Winiger","H Singmann"
"670","S Winiger","S Chen"
"671","K Lowery","A Kerr-German"
"672","A Buss","A Kerr-German"
"673","A Buss","K Lowery"
"674","N Pescetelli","R Kim"
"675","M Kleiman-Weiner","R Kim"
"676","M Kleiman-Weiner","N Pescetelli"
"677","E Awad","R Kim"
"678","E Awad","N Pescetelli"
"679","E Awad","M Kleiman-Weiner"
"680","S Dsouza","R Kim"
"681","S Dsouza","N Pescetelli"
"682","S Dsouza","M Kleiman-Weiner"
"683","S Dsouza","E Awad"
"684","J Tenenbaum","R Kim"
"685","J Tenenbaum","N Pescetelli"
"686","J Tenenbaum","M Kleiman-Weiner"
"687","J Tenenbaum","E Awad"
"688","J Tenenbaum","S Dsouza"
"689","I Rahwan","R Kim"
"690","I Rahwan","N Pescetelli"
"691","I Rahwan","M Kleiman-Weiner"
"692","I Rahwan","E Awad"
"693","I Rahwan","S Dsouza"
"694","I Rahwan","J Tenenbaum"
"695","S Singh","J Kim"
"696","A Velde","J Kim"
"697","A Velde","S Singh"
"698","E Thiessen","J Kim"
"699","E Thiessen","S Singh"
"700","E Thiessen","A Velde"
"701","A Fisher","J Kim"
"702","A Fisher","S Singh"
"703","A Fisher","A Velde"
"704","A Fisher","E Thiessen"
"705","D Lagnado","L Kirfel"
"706","A Vientos","M Kleiman-Weiner"
"707","D Rand","M Kleiman-Weiner"
"708","D Rand","A Vientos"
"710","J Tenenbaum","A Vientos"
"711","J Tenenbaum","D Rand"
"712","S Carey","J Kominsky"
"713","B Scholl","J Kominsky"
"714","M Zettersten","M Koranda"
"715","M MacDonald","M Koranda"
"716","M MacDonald","M Zettersten"
"717","S Khemlani","J Korman"
"718","M Richter","P Kounatidou"
"719","G Schoner","P Kounatidou"
"720","G Schoner","M Richter"
"721","S Harding","K Kumar"
"722","R Shiffrin","K Kumar"
"725","B Westphal","V Langenfeld"
"726","R Albrecht","V Langenfeld"
"727","R Albrecht","B Westphal"
"728","A Podelski","V Langenfeld"
"729","A Podelski","B Westphal"
"730","A Podelski","R Albrecht"
"731","M Myers","A LaTourrette"
"732","L Rips","A LaTourrette"
"733","L Rips","M Myers"
"734","S Lee","S Lee"
"735","K Holyoak","J Lee"
"736","M Kleiman-Weiner","S Levine"
"737","N Chater","S Levine"
"738","N Chater","M Kleiman-Weiner"
"739","F Cushman","S Levine"
"740","F Cushman","M Kleiman-Weiner"
"741","F Cushman","N Chater"
"742","J Tenenbaum","S Levine"
"744","J Tenenbaum","N Chater"
"745","J Tenenbaum","F Cushman"
"746","R Levy","R Levy"
"747","B Leonard","T Linzen"
"748","T Lombrozo","E Liquin"
"749","L Fazio","A Loehr"
"750","B Rittle-Johnson","A Loehr"
"751","B Rittle-Johnson","L Fazio"
"752","J Fan","B Long"
"753","M Frank","B Long"
"754","M Frank","J Fan"
"755","V Marchman","K MacDonald"
"756","A Fernald","K MacDonald"
"757","A Fernald","V Marchman"
"758","M Frank","K MacDonald"
"759","M Frank","V Marchman"
"760","M Frank","A Fernald"
"761","U Hahn","J Madsen"
"762","T Pilditch","J Madsen"
"763","T Pilditch","U Hahn"
"764","K Miwa","A Maehigashi"
"765","K Kojima","A Maehigashi"
"766","K Kojima","K Miwa"
"767","J Magnuson","J Magnuson"
"768","B Guay","T Marghetis"
"769","A Karlapudy","T Marghetis"
"770","A Karlapudy","B Guay"
"771","D Landy","T Marghetis"
"772","D Landy","B Guay"
"773","D Landy","A Karlapudy"
"774","B Beekhuizen","Y Matusevych"
"775","S Stevenson","Y Matusevych"
"776","S Stevenson","B Beekhuizen"
"778","R Dubey","H Mehta"
"779","T Lombrozo","H Mehta"
"780","T Lombrozo","R Dubey"
"781","N Bramley","Y Meng"
"782","F Xu","Y Meng"
"784","C Massey","E Mettler"
"785","T Burke","E Mettler"
"786","T Burke","C Massey"
"787","P Garrigan","E Mettler"
"788","P Garrigan","C Massey"
"789","P Garrigan","T Burke"
"790","P Kellman","E Mettler"
"792","P Kellman","T Burke"
"793","P Kellman","P Garrigan"
"794","J Skewes","P Mistry"
"795","M Lee","P Mistry"
"796","M Lee","J Skewes"
"797","J Trueblood","P Mistry"
"798","M Liljeholm","P Mistry"
"799","J Phillips","A Morris"
"800","F Cushman","A Morris"
"801","F Cushman","J Phillips"
"802","J Cohen","S Musslick"
"803","A Shenhav","S Musslick"
"804","A Shenhav","J Cohen"
"805","S Jang","S Musslick"
"806","M Shvartsman","S Musslick"
"807","M Shvartsman","S Jang"
"809","A Shenhav","S Jang"
"810","A Shenhav","M Shvartsman"
"812","J Cohen","S Jang"
"813","J Cohen","M Shvartsman"
"815","L Favela","Z Neemeh"
"816","M Amon","Z Neemeh"
"817","M Amon","L Favela"
"818","M DeCaro","P Newman"
"819","A Omaki","N Nozari"
"820","W Bridewell","K O'Neill"
"821","P Bello","K O'Neill"
"822","P Bello","W Bridewell"
"823","N McNeil","C O'Rear"
"824","P Kirkland","C O'Rear"
"825","P Kirkland","N McNeil"
"826","F Mollica","L Oey"
"827","S Piantadosi","L Oey"
"828","S Piantadosi","F Mollica"
"829","T Granwald","P Parnamets"
"830","A Olsson","P Parnamets"
"831","A Olsson","T Granwald"
"832","T Morgan","A Paxton"
"833","J Suchow","A Paxton"
"834","J Suchow","T Morgan"
"835","T Griffiths","A Paxton"
"836","T Griffiths","T Morgan"
"837","T Griffiths","J Suchow"
"838","L Schulz","M Pelz"
"839","D Navarro","A Perfors"
"840","P Shafto","A Perfors"
"841","P Shafto","D Navarro"
"842","N Dam","A Perfors"
"843","J Suchow","J Peterson"
"844","K Aghi","J Peterson"
"845","K Aghi","J Suchow"
"846","A Ku","J Peterson"
"847","A Ku","J Suchow"
"848","A Ku","K Aghi"
"849","T Griffiths","J Peterson"
"851","T Griffiths","K Aghi"
"852","T Griffiths","A Ku"
"854","D Lagnado","T Pilditch"
"855","D Lagnado","U Hahn"
"856","K Scales","B Pitt"
"857","D Casasanto","B Pitt"
"858","D Casasanto","K Scales"
"859","S Clark","T Posid"
"860","M Bonawitz","T Posid"
"861","M Bonawitz","S Clark"
"862","V Sloutsky","T Posid"
"863","V Sloutsky","S Clark"
"864","V Sloutsky","M Bonawitz"
"865","E Fourakis","C Potter"
"866","E Morin-Lessard","C Potter"
"867","E Morin-Lessard","E Fourakis"
