"","x"
"12549","M Derthick"
"12550","R Eckmiller"
"12551","S Gallant"
"12552","H Henry"
"12553","E Hovy"
"12554","H Intraub"
"12555","J Jakimik"
"12556","R Treiman"
"12557","A Kass"
"12558","D Lacombe"
"12559","C Sarrazin"
"12560","C Alain"
"12561","C Owens"
"12562","D Levine"
"12563","C Mervis"
"12564","J Mestre"
"12565","W Gerace"
"12566","A Meystel"
"12567","J Arocha"
"12568","N Schmajuk"
"12569","C Furstenberg"
"12570","E Tan"
"12571","B Wittmann"
"12572","T Yamamoto"
"12573","M Zock"
"12574","M Ratterman"
"12575","R Mooney"
"12576","J Dorfman"
"12577","E Sanots"
"12578","B Dorr"
"12579","D Sanford"
"12580","J Roach"
"12581","R Lindsay"
"12582","A Manaster-Ramer"
"12583","J Kegl"
"12584","S Geva"
"12585","S Pearson"
"12586","D Evans"
"12587","A Chawla"
"12588","D Walters"
"12589","M Swartz"
"12590","B White"
"12591","J Jerney"
"12592","S Peters"
"12593","M Sereno"
"12594","S Douglas"
"12595","D Novick"
"12596","G Deffner"
"12597","A Maddox"
"12598","R Ratcliff"
"12599","G Berg"
"12600","Y Miyata"
"12601","J Bharucha"
"12602","R Watrous"
"12603","C"
"12604","S Singhal"
"12605","J Kalita"
"12606","D Fass"
"12607","C Burgess"
"12608","S D'Zmura"
"12609","H Gigley"
"12610","D Day"
"12611","J Lundell"
"12612","B Laden"
"12613","C Hoffner"
"12614","N Pennington"
"12615","K Eiselt"
"12616","J Lancaster"
"12617","Z Kunda"
"12618","T Bever"
"12619","C Carrithers"
"12620","D Townsend"
"12621","G Libben"
"12622","J Corriveau"
"12623","C Fletcher"
"12624","C Bloom"
"12625","W Cowart"
"12626","M Chase"
"12627","M Zweben"
"12628","S Mannes"
"12629","L Rau"
"12630","A Mimo"
"12631","E Saund"
"12632","T Bylander"
"12633","J Dinsmore"
"12634","M Weaver"
"12635","J Golding"
"12636","J Scott"
"12637","M Labra"
"12638","K Prazdny"
"12639","M Rossen"
"12640","K Sycara"
"12641","T Howells"
"12642","M John"
"12643","R"
"12644","L Bookman"
"12645","A Renaud"
"12646","E Domeshek"
"12647","E Turner"
"12648","F Doring"
"12649","J Epstein"
"12650","A Jaworska"
"12651","R Hansen"
"12652","H Schmidt"
"12653","P Hobus"
"12654","R Sumida"
"12655","P Koton"
"12656","T Polk"
"12657","J Roschelle"
"12658","U Zernik"
"12659","B Vivier"
"12660","P Sandon"
"12661","L Uhr"
"12662","N Goddard"
"12663","J Klayman"
"12664","I Biederman"
"12665","T Blickle"
"12666","G Ju"
"12667","H Hilton"
"12668","C Cosic"
"12669","S Hollbach"
"12670","H Kurtzman"
"12671","P Norvig"
"12672","R Dufresne"
"12673","P Hardiman"
"12674","B Fox"
"12675","L Karen"
"12676","J Frederiksen"
"12677","G Eggan"
"12678","F Turbak"
"12679","R Spiro"
"12680","R Coulson"
"12681","A Fisk"
"12682","R Dixon"
"12683","L Backman"
"12684","S Clancey"
"12685","W Hoyer"
"12686","J Skorstad"
"12687","J Faries"
"12688","M Redmond"
"12689","J Shrager"
"12690","T Hogg"
"12691","B Huberman"
"12692","M Desmarais"
"12693","L Giroux"
"12694","S Leclerc"
"12695","G Norman"
"12696","L Brooks"
"12697","S Allen"
"12698","D Rosenthal"
"12699","R Allen"
"12700","D Deslauriers"
"12701","G Baylor"
"12702","A Chalnick"
"12703","L Coughlin"
"12704","M Reiner"
"12705","A Cumming"
"12706","M Vincenzi"
"12707","S Koebe"
"12708","G Dorffner"
"12709","M Finegold"
"12710","S Shroyer"
"12711","P Johnson"
"12712","L Kochevar"
"12713","B Kowalski"
"12714","C Paris"
"12715","T Myers"
"12716","B Franks"
"12717","S McGlashan"
"12718","S Nirenburg"
"12719","S Nowlan"
"12720","M Pavel"
"12721","V Henkle"
"12722","R Virkar"
"12723","D Sallach"
"12724","B MiUer"
"12725","D Scarborough"
"12726","O Kuhn"
"12727","H Shinn"
"12728","C Webster"
"12729","R Glass"
"12730","G Banks"
"12731","P Hetherington"
"12732","T Gelder"
"12733","C Selfert"
"12734","G Cottreli"
"12735","F Tsung"
"12736","B Druhan"
"12737","M Brent"
"12738","L Birnbaum"
"12739","A Souther"
"12740","L Acker"
"12741","L Branting"
"12742","C Moon"
"12743","S Lytinen"
"12744","K Piunkett"
"12745","S Weber"
"12746","S Tu"
"12747","D Engelberg"
"12748","C Loiselle"
"12749","D Behrend"
"12750","D Forster"
"12751","P Nielsen"
"12752","S Casner"
"12753","D Navinchandra"
"12754","S Kraus"
"12755","E Ephrati"
"12756","D Lehmann"
"12757","J Metcalfe"
"12758","M Hee"
"12759","K Koh"
"12760","D Meyer"
"12761","K Sanders"
"12762","R Srihari"
"12763","H Tomabechi"
"12764","L Levin"
"12765","O Brousse"
"12766","P Anandan"
"12767","S Letovsky"
"12768","E Mjolsness"
"12769","V Ajjanagadde"
"12770","K Bielaczyc"
"12771","P Polson"
"12772","A Sharkey"
"12773","N Sharkey"
"12774","I Zukerman"
"12775","D Ruiz"
"12776","S Baudet"
"12777","T Breen"
"12778","Y Chauvin"
"12779","K Dahlgren"
"12780","R Feifer"
"12781","D Frisch"
"12782","D Hemphill"
"12783","L Brainerd"
"12784","L Gugerty"
"12785","J Hodges"
"12786","H Horstmann"
"12787","K McCoy"
"12788","S Jackson"
"12789","S Kwasny"
"12790","K Faisal"
"12791","T Lange"
"12792","M Fuenmayor"
"12793","L Belyaev"
"12794","G Lee"
"12795","M Waugh"
"12796","Y Lien"
"12797","S Lima"
"12798","S Hale"
"12799","J Myerson"
"12800","M Marks"
"12801","T Converse"
"12802","S Hirtle"
"12803","D Newman"
"12804","P O'Rorke"
"12805","S Morris"
"12806","D Schulenburg"
"12807","H Parunak"
"12808","R Pascale"
"12809","J Reeves"
"12810","T Robinson"
"12811","F Fallside"
"12812","R Beiew"
"12813","R Schweickert"
"12814","L Guentert"
"12815","L Hersberger"
"12816","H Shimazu"
"12817","Y Takashima"
"12818","J Silber"
"12819","G Skorstad"
"12820","A Slolcke"
"12821","J Vybihal"
"12822","N Ward"
"12823","B Horster"
"12824","Y Chee"
"12825","M Rattermann"
"12826","K Gray"
"12827","A Hickman"
"12828","D Oblinger"
"12829","B Falkenhainer"
"12830","N Nersesslan"
"12831","R McCartney"
"12832","D Skalak"
"12833","Y Kareey"
"12834","J Avrahami"
"12835","I Yaniv"
"12836","D Foster"
"12837","E Servan-Schreiber"
"12838","G Silverstein"
"12839","M Brand"
"12840","L Hunter"
"12841","V Girotto"
"12842","T Mastaglio"
"12843","B Reeves"
"12844","K Murray"
"12845","A Fav"
"12846","D Chalmers"
"12847","G Elvgren"
"12848","D Wheeler"
"12849","N Badler"
"12850","C Fellbaum"
"12851","R Chaffin"
"12852","S Nicholl"
"12853","D Wilkins"
"12854","R Gonsalves"
"12855","H Wu"
"12856","C Cardie"
"12857","E Riloff"
"12858","A Quilici"
"12859","G Wilson"
"12860","D Kleinman"
"12861","E Segal"
"12862","S Omohundro"
"12863","K Weber"
"12864","H Wrobel"
"12865","J Shedden"
"12866","B Yanikoglu"
"12867","M Wiesmeyer"
"12868","J Theios"
"12869","S Morgan"
"12870","D Wang"
"12871","M Arbib"
"12872","G Furnas"
"12873","N Narayanan"
"12874","A Stolcke"
"12875","P Agre"
"12876","W Ball"
"12877","L Roussel"
"12878","C Kortge"
"12879","C Zeitz"
"12880","L Dent"
"12881","D Dykstra"
"12882","I Monarch"
"12883","J Lehman"
"12884","S Gushing"
"12885","D Servan-Schreiber"
"12886","S Slade"
"12887","R Goebel"
"12888","R Jenison"
"12889","G Oden"
"12890","J Kolen"
"12891","P Jennings"
"12892","S Keele"
"12893","T Hinrichs"
"12894","R Zito-Wolf"
"12895","M Sivaramakrishnan"
"12896","M Korpi"
"12897","V Michalchik"
"12898","G Bruder"
"12899","J Wiebe"
"12900","B Krulwich"
"12901","T Penberthy"
"12902","E Bizzi"
"12903","H Lasnik"
"12904","D Pesetsky"
"12905","J Higginbotham"
"12906","J McCarthy"
"12907","R Joseph"
"12908","C Knoblock"
"12909","M Veloso"
"12910","R Simmons"
"12911","R Firby"
"12912","R Held"
"12913","J Gwiazda"
"12914","R Baillargeon"
"12915","A Diamond"
"12916","A Bobick"
"12917","K Nakayama"
"12918","A Jepson"
"12919","S Abney"
"12920","K Kelly"
"12921","C Glymour"
"12922","E Mingolla"
"12923","M Rudd"
"12924","D Bullock"
"12925","S Huffman"
"12926","T Simon"
"12927","S Tessler"
"12928","D Caplan"
"12929","S Kosslyn"
"12930","M Gazzaniga"
"12931","L Squire"
"12932","S Crain"
"12933","M Gopnik"
"12934","A Prince"
"12935","M Hollander"
"12936","M Ullman"
"12937","P Cavanagh"
"12938","S Yantis"
"12939","A Treisman"
"12940","P Broek"
"12941","T Trabasso"
"12942","S Chipman"
"12943","G Klein"
"12944","J Swets"
"12945","J Orasnu"
"12946","A Ericsson"
"12947","N Charness"
"12948","F Allard"
"12949","J Starkes"
"12950","C McMahen"
"12951","B Johnson"
"12952","J Gennari"
"12953","Y Yamamoto"
"12954","T loerger"
"12955","J Tsotsos"
"12956","D Papadias"
"12957","J Glasgow"
"12958","R Loosemore"
"12959","F Watson"
"12960","T Shallice"
"12961","P Maes"
"12962","S Bhuiyan"
"12963","J Greer"
"12964","G McCalla"
"12965","A Goer"
"12966","L Nystrom"
"12967","M Kushner"
"12968","A Reber"
"12969","P Tidwell"
"12970","U Fischer"
"12971","P Hastings"
"12972","M Hadzikadic"
"12973","P Elia"
"12974","T Ledgeway"
"12975","S Duff"
"12976","R Kachelski"
"12977","G Provan"
"12978","B Bartell"
"12979","W Wong"
"12980","S Ohisson"
"12981","Q Wu"
"12982","J Wilkenfeld"
"12983","E Blake"
"12984","M Salmon"
"12985","M Callanan"
"12986","D Mani"
"12987","R Kazman"
"12988","C Schut"
"12989","T McDougal"
"12990","G Weber"
"12991","C Wharton"
"12992","P Downing"
"12993","T Wickens"
"12994","M Mark"
"12995","W Ferguson"
"12996","J Barger"
"12997","M Greising"
"12998","J Seu"
"12999","R Chang"
"13000","A Rovick"
"13001","J Leprohon"
"13002","E Amsel"
"13003","D Savoie"
"13004","M Clark"
"13005","M Lienert"
"13006","J Grudin"
"13007","A Zytkow"
"13008","M Mascolo"
"13009","W Schmidt"
"13010","J Aaronson"
"13011","T Carpenter"
"13012","D Connine"
"13013","G Ganis"
"13014","B Cho"
"13015","R Dungca"
"13016","D Clawson"
"13017","A Elstein"
"13018","B Kleinmuntz"
"13019","R McAuley"
"13020","J Murakami"
"13021","P Heckerling"
"13022","J Dod"
"13023","M Swain"
"13024","P Folt"
"13025","M Goodman"
"13026","S Waterman"
"13027","D Gruen"
"13028","R Gobbel"
"13029","K Hook"
"13030","J Karlgren"
"13031","M Jona"
"13032","N Kushmerick"
"13033","Z Long"
"13034","G Mani"
"13035","J Marty"
"13036","F Ramparany"
"13037","M Doize"
"13038","C Jullien"
"13039","E Melz"
"13040","A O'Toole"
"13041","H Abdi"
"13042","K Deffenbacher"
"13043","J Bartlett"
"13044","M Patel"
"13045","C Taylor"
"13046","L Pryor"
"13047","B Raskutti"
"13048","S Robinson"
"13049","P Schank"
"13050","P Shell"
"13051","M Heinrichs"
"13052","H Pick"
"13053","P Goldweic"
"13054","R Stark"
"13055","J Pinto"
"13056","R Waksler"
"13057","L Older"
"13058","D Conklin"
"13059","D Stucki"
"13060","J McAuley"
"13061","D Bairaktaris"
"13062","H Ziemer"
"13063","K Marinelli"
"13064","R Pohl"
"13065","C Chinn"
"13066","E Freedman"
"13067","K Mahesh"
"13068","D Thau"
"13069","P Angeline"
"13070","X Wang"
"13071","K Daugherty"
"13072","N Lightfoot"
"13073","M Albert"
"13074","R Nicolson"
"13075","A Fawcett"
"13076","E Shafto"
"13077","R Bareiss"
"13078","E Stroulia"
"13079","G Fromm"
"13080","D Corina"
"13081","M Kritchevsky"
"13082","U Bellugi"
"13083","P Conkey"
"13084","G Lindsey"
"13085","J Weckerly"
"13086","A Maskara"
"13087","A Noetzel"
"13088","C Ashworth"
"13089","N Cote"
"13090","J Ullman"
"13091","A Mehta"
"13092","M Spivey-Knowlton"
"13093","D Gochfeld"
"13094","S Hardy"
"13095","P Glauthier"
"13096","H Matute"
"13097","E Alberdi"
"13098","P Price"
"13099","R Dallaway"
"13100","P G'Rorke"
"13101","P Baffes"
"13102","R Burke"
"13103","L Adams"
"13104","S Arita"
"13105","A Loyall"
"13106","W Reilly"
"13107","C Baudin"
"13108","J Gevins"
"13109","V Baya"
"13110","A Mabogunje"
"13111","J Best"
"13112","P Cooper"
"13113","N Marks"
"13114","M Schreiner"
"13115","R Wachman"
"13116","V Cavalli-Sforza"
"13117","A Weiner"
"13118","R Amant"
"13119","D Hart"
"13120","A Jonsson"
"13121","S Das"
"13122","C Giles"
"13123","G Sun"
"13124","C Elliott"
"13125","S Finch"
"13126","J Florian"
"13127","E Furse"
"13128","N Halberstadt"
"13129","J Hoeffner"
"13130","S Magder"
"13131","D Kimberg"
"13132","B Kalman"
"13133","W Wu"
"13134","A Engebretson"
"13135","R Lang"
"13136","R Goldman"
"13137","M Langston"
"13138","S Leven"
"13139","D Lomas"
"13140","E Lumer"
"13141","E Maier"
"13142","S Sitter"
"13143","V Mittal"
"13144","M Muchisky"
"13145","P Nobel"
"13146","E Rees"
"13147","T Pattabhiraman"
"13148","N Cercone"
"13149","P Hudson"
"13150","I Leudar"
"13151","J Romack"
"13152","R Buss"
"13153","G Sanders"
"13154","G Hume"
"13155","P Hanover"
"13156","G Saunders"
"13157","P Manolios"
"13158","P Shrager"
"13159","B Slator"
"13160","J Palacios"
"13161","T Tyrrell"
"13162","H McQuaid"
"13163","S Schwertz"
"13164","P Yule"
"13165","G Leinhardt"
"13166","L Kaebling"
"13167","E Prem"
"13168","R Horst"
"13169","W Feurzeig"
"13170","J Greenbaum"
"13171","M Abu-Bakar"
"13172","R Atchley"
"13173","M Cass"
"13174","J Batali"
"13175","M Moscovitzh"
"13176","S Bhatta"
"13177","A Blackwell"
"13178","B Lambert"
"13179","G Gabrys"
"13180","F Eisenhart"
"13181","L Buchanan"
"13182","R Fleck"
"13183","A Cabrera"
"13184","C King"
"13185","P Cobos"
"13186","E Coleman"
"13187","C Conati"
"13188","M Nguyen"
"13189","A Petersen"
"13190","N Leeuw"
"13191","V Nenov"
"13192","F Pelletier"
"13193","M Fallshore"
"13194","H Farid"
"13195","T Fontaine"
"13196","K Freeman"
"13197","G Durieux"
"13198","A Bosch"
"13199","J Santamaria"
"13200","T Callantine"
"13201","M Donnellan"
"13202","S Golden"
"13203","J Strickland"
"13204","I Choi"
"13205","L Kerr"
"13206","J Handler"
"13207","S Whitehead"
"13208","L L.Hermer"
"13209","B Huguenard"
"13210","F Lerch"
"13211","P Indefrey"
"13212","C Juliano"
"13213","R Kamimura"
"13214","M Kangassalo"
"13215","M Kurbat"
"13216","M LeBlanc"
"13217","S Weber-Russell"
"13218","R Spoor"
"13219","U Brinkman"
"13220","R Wiese"
"13221","A Woest"
"13222","W Marmie"
"13223","G Rully"
"13224","M Mataric"
"13225","L Meeden"
"13226","G McGraw"
"13227","D Blank"
"13228","M Miceli"
"13229","A Cesta"
"13230","M Perlis"
"13231","J Nerb"
"13232","F Rittcr"
"13233","A A"
"13234","F Fawcett"
"13235","M Niv"
"13236","T Noice"
"13237","H Noice"
"13238","J Pittges"
"13239","A Gomez"
"13240","L Miller"
"13241","M Recker"
"13242","M Redington"
"13243","I Rybak"
"13244","S Hennessy"
"13245","G G"
"13246","M Mohamed"
"13247","M Byard"
"13248","R Driver"
"13249","R Hartley"
"13250","C Mallen"
"13251","D Twigger"
"13252","B Tschaitschian"
"13253","A Schwaru"
"13254","D Seymour"
"13255","N Songer"
"13256","H Soon"
"13257","A Tan"
"13258","G Stahl"
"13259","D Suthers"
"13260","S Swamer"
"13261","M Sell"
"13262","R Cohen"
"13263","W Baggett"
"13264","I Tapiero"
"13265","K Tonso"
"13266","F Tourangeau"
"13267","K Linden"
"13268","S S.Vecera"
"13269","J Voice"
"13270","A Bouzid"
"13271","K Spoehr"
"13272","B DeBauche"
"13273","J Bailenson."
"13274","S Helmreich"
"13275","E Iverson"
"13276","G Stein"
"13277","S Kedar"
"13278","A Brown"
"13279","D Buckingham"
"13280","K Lund"
"13281","M Hoffman"
"13282","J Bush"
"13283","P Shillcock"
"13284","T Cartwright"
"13285","B Prevost"
"13286","B Achorn"
"13287","H Chalupsky"
"13288","J Gutwill"
"13289","C Cleary"
"13290","A Content"
"13291","P Sternon"
"13292","V Carver"
"13293","S Brancolini"
"13294","S Derry"
"13295","K Tookey"
"13296","Y Sohn"
"13297","J Collewijn"
"13298","E Kowler"
"13299","C Erkelens"
"13300","M Edwards"
"13301","R Steinman"
"13302","K Schlossberg"
"13303","E FerstI"
"13304","J Loomis"
"13305","S Gilbert"
"13306","P Edwards"
"13307","D SIeeman"
"13308","Y Kodratoff"
"13309","A Grunewald"
"13310","M Harm"
"13311","L Altmann"
"13312","C Hewson"
"13313","C Vogel"
"13314","M Isaak"
"13315","L Jimenez"
"13316","J Jin"
"13317","N Amra"
"13318","P Barres"
"13319","B Kipper"
"13320","A Jameson"
"13321","M Erickson"
"13322","J Lampinen"
"13323","K Law"
"13324","W Leow"
"13325","L Sveinson"
"13326","C Ling"
"13327","K Markey"
"13328","P Meijer"
"13329","D Merrill"
"13330","H Motoda"
"13331","G Nelson"
"13332","R Oehlmann"
"13333","N Robin"
"13334","E Olds"
"13335","N Daugherty"
"13336","M MacDonald."
"13337","J Mahesh"
"13338","R Pevtzow"
"13339","M Ramoni"
"13340","A Riva"
"13341","T T"
"13342","G Govindaraj"
"13343","V Vasandani"
"13344","L Rodet"
"13345","A Samarapungavan"
"13346","C Seger"
"13347","M Sekaran"
"13348","S Sen"
"13349","C Stark"
"13350","H Tabachneck"
"13351","A Leonardo"
"13352","C Taraban"
"13353","J Tash"
"13354","J Carletta"
"13355","K Thorisson"
"13356","P Eaton"
"13357","S Ur"
"13358","M Dyne"
"13359","C Tsatsoulis"
"13360","K Holyoak."
"13361","H Touretzky."
"13362","A Redish"
"13363","L Wills"
"13364","M Pollack"
"13365","A Francis"
"13366","C Hmelo"
"13367","C Ohnesorge"
"13368","S Douglass"
"13369","M Simina"
"13370","K Crowley"
"13371","K Gapp"
"13372","A Merin"
"13373","V Gullapalli"
"13374","J Gelfand"
"13375","J Ho"
"13376","A Haessly"
"13377","J Sirosh"
"13378","A Duchon"
"13379","L Kaelbling"
"13380","D Davila"
"13381","D Callan"
"13382","W Sandoval"
"13383","A Kushniruk"
"13384","D Fleiszer"
"13385","M Heydemann"
"13386","S Tetewsky"
"13387","Y Takane"
"13388","K Olseth"
"13389","L Ardissono"
"13390","R McConachy"
"13391","A Urbanowicz"
"13392","C Gadd"
"13393","M Hayward"
"13394","M Durrant-Peatfield"
"13395","F Savary"
"13396","R Culhane"
"13397","S Syc"
"13398","V Chase"
"13399","C Edlund"
"13400","A Blair"
"13401","T Norman"
"13402","D Long"
"13403","J Rosenblatt"
"13404","F Gibson"
"13405","M Lassaline"
"13406","J Epelboim"
"13407","J Ciarrochi"
"13408","D Bedard"
"13409","B Graves"
"13410","M McDonald"
"13411","T Hume"
"13412","J Larreamendy-Joerns"
"13413","N Tomuro"
"13414","J Melcher"
"13415","C Morrison"
"13416","L Tan"
"13417","M Georgi"
"13418","Y Pisan"
"13419","R Hershkowitz"
"13420","E Vanman"
"13421","D Wolf"
"13422","J Beskin"
"13423","S Hillyard"
"13424","S Giszter"
"13425","S Thrun"
"13426","G Fauconnier"
"13427","R Langacker"
"13428","D Ackley"
"13429","B Baird"
"13430","P Lennie"
"13431","D Cummins"
"13432","J Tooby"
"13433","P Suppes"
"13434","J McGowan"
"13435","D Bahcall"
"13436","C Araujo"
"13437","M Giunti"
"13438","R Stainton"
"13439","H Paredes-Frigolett"
"13440","C Verspoor"
"13441","I Ginzburg"
"13442","D Grannes"
"13443","B Holder"
"13444","R Stevens"
"13445","M Dama"
"13446","G Martin"
"13447","R Nakisa"
"13448","R Constandse"
"13449","M Sjolinder"
"13450","E Rogers"
"13451","Z Xiaolin"
"13452","K Larimer"
"13453","C Padgett"
"13454","F Cutzu"
"13455","S Duvdevani-Bar"
"13456","S Corley"
"13457","S Boisvert"
"13458","D Clouse"
"13459","P Murphy"
"13460","K Issroff"
"13461","B Hodgson"
"13462","E Whitelegg"
"13463","D Mathis"
"13464","P Grunwald"
"13465","W Francis"
"13466","H Pain"
"13467","P Lindemann"
"13468","G Chadderdon"
"13469","A Bames"
"13470","N Levy"
"13471","M Fragassi"
"13472","R Murphy"
"13473","W Yeh"
"13474","M Keefer"
"13475","B Berendt"
"13476","M Atkin"
"13477","L DuRussel"
"13478","A Aminoff"
"13479","D Gordon"
"13480","L Graham"
"13481","B Gray"
"13482","R Henley"
"13483","M Strube"
"13484","H Haider"
"13485","M Yoveva"
"13486","A Kinley"
"13487","D Wilson"
"13488","B Eylon"
"13489","C Audet"
"13490","K Makert"
"13491","T Mitchell"
"13492","M Friend"
"13493","L Gawlick"
"13494","L Spector"
"13495","S Luke"
"13496","K Yule"
"13497","T Peterson"
"13498","E Merrill"
"13499","X Zhou"
"13500","C Alma"
"13501","T Bale"
"13502","K Ahmad"
"13503","S Barrera"
"13504","P Bell"
"13505","G Ginader"
"13506","E Bringsjord"
"13507","K Livesay"
"13508","L Carleton"
"13509","C Carrick"
"13510","J Chosak-Reiter"
"13511","R Shankle"
"13512","M Dick"
"13513","R Chrisley"
"13514","O Coenen"
"13515","T Lostutter"
"13516","P Davidsson"
"13517","C Souza"
"13518","K Diller"
"13519","P Domingos"
"13520","C Santos"
"13521","A Nakamura"
"13522","A Rosa"
"13523","D Eck"
"13524","A Taleghani"
"13525","R Ashkenazy"
"13526","D Farrar"
"13527","P Federico"
"13528","R Ferrante"
"13529","B Galitsky"
"13530","D Gaygen"
"13531","S Gott"
"13532","A Nicols-Grinenko"
"13533","W Hoffman"
"13534","R Howard"
"13535","S Hsi"
"13536","T Hubbard"
"13537","M Hucka"
"13538","S Kaplan"
"13539","L Huffman"
"13540","N Bray"
"13541","L Hui"
"13542","M Yoshida"
"13543","C Fernandez"
"13544","K Bame"
"13545","B Ehret"
"13546","K Kuutti"
"13547","L Hickman"
"13548","S Maisonneuve"
"13549","K Rivera"
"13550","M Lenart"
"13551","C Lisetti"
"13552","J Maiers"
"13553","M Maiers"
"13554","S Makeig"
"13555","D Ghahremani"
"13556","A Bell"
"13557","N Mandelblit"
"13558","O Zachar"
"13559","C Manly"
"13560","C Manning"
"13561","M Sera"
"13562","G Mamellos"
"13563","Y Masatani"
"13564","J Masthoff"
"13565","C Michael"
"13566","D Mireles"
"13567","J Moody"
"13568","C Morris"
"13569","A Mosmann"
"13570","R Prayaga"
"13571","M Newsome"
"13572","C Nourani"
"13573","S Huriey"
"13574","C Rader"
"13575","P Pulver"
"13576","W Reeves"
"13577","H Carlone"
"13578","C Garcia"
"13579","A Yoshikawa"
"13580","M Schlager"
"13581","G Scheler"
"13582","F Shah"
"13583","J Shapiro"
"13584","M Antholine"
"13585","L Franken"
"13586","J Schwerdtner"
"13587","S Peterson"
"13588","G Patel"
"13589","K Sathian"
"13590","P Skokowski"
"13591","M George"
"13592","J Strout"
"13593","M Struchiner"
"13594","R Ricciardi"
"13595","A Diogo"
"13596","N Correa"
"13597","R Stufflebeam"
"13598","S Ichikawa"
"13599","N Thomas"
"13600","J Waltz"
"13601","N Wicha"
"13602","M Kail"
"13603","M Williamson"
"13604","C Diehl"
"13605","M Braine"
"13606","A Cuthbert"
"13607","D Yakel"
