"","from","to"
"59","M Thomas","F Richardson"
"60","Y Kawasaki","K Adachi"
"61","K Manktelow","K Adachi"
"62","K Manktelow","Y Kawasaki"
"63","H Mercier","K Adachi"
"64","H Mercier","Y Kawasaki"
"65","H Mercier","K Manktelow"
"66","J Henst","K Adachi"
"67","J Henst","Y Kawasaki"
"68","J Henst","K Manktelow"
"69","J Henst","H Mercier"
"70","H Yama","K Adachi"
"71","H Yama","Y Kawasaki"
"72","H Yama","K Manktelow"
"73","H Yama","H Mercier"
"74","H Yama","J Henst"
"75","S Gahl","C Fisher"
"76","S Garnsey","C Fisher"
"77","S Garnsey","S Gahl"
"78","L Matzen","C Fisher"
"79","L Matzen","S Gahl"
"80","L Matzen","S Garnsey"
"81","D Lynott","L Connell"
"82","J Hallam","D Galbraith"
"83","M Torrance","D Galbraith"
"84","M Torrance","J Hallam"
"85","V Sloutsky","C Robinson"
"86","T Ghirardelli","D Cassenti"
"87","T Kelley","D Cassenti"
"88","T Kelley","T Ghirardelli"
"89","R Hadley","R Hadley"
"90","P McCarthy","C Bell"
"91","D McNamara","C Bell"
"92","D McNamara","P McCarthy"
"93","L Yi","G Feng"
"94","P Gupta","B Abbs"
"95","W Newstetter","N Nersessian"
"96","Y Sun","N Nersessian"
"97","Y Sun","W Newstetter"
"98","A D'Angiulli","A D'Angiulli"
"99","M Flecha-Garcia","M Flecha-Garcia"
"100","M Knauff","T Fangmeier"
"101","M Ragni","T Fangmeier"
"102","M Ragni","M Knauff"
"103","L Webber","T Fangmeier"
"104","L Webber","M Knauff"
"105","L Webber","M Ragni"
"106","G Lindgaard","L Ferres"
"107","M Rasouli","L Ferres"
"108","M Rasouli","G Lindgaard"
"109","A Parush","L Ferres"
"110","A Parush","G Lindgaard"
"111","A Parush","M Rasouli"
"112","B Stankiewicz","M MacMahon"
"113","M Lee","J Campbell"
"114","M Romano","M Romano"
"115","B Rehder","H Harris"
"116","J Saiki","S Hidaka"
"117","L Smith","S Hidaka"
"118","L Smith","J Saiki"
"119","K Sakamoto","M Nakagawa"
"120","L Rips","A Proctor"
"121","D Danks","D Danks"
"122","M Fleischman","P DeCamp"
"123","P Gorniak","P DeCamp"
"124","P Gorniak","M Fleischman"
"125","J Guinness","P DeCamp"
"126","J Guinness","M Fleischman"
"127","J Guinness","P Gorniak"
"128","R Kubat","P DeCamp"
"129","R Kubat","M Fleischman"
"130","R Kubat","P Gorniak"
"131","R Kubat","J Guinness"
"132","M Levit","P DeCamp"
"133","M Levit","M Fleischman"
"134","M Levit","P Gorniak"
"135","M Levit","J Guinness"
"136","M Levit","R Kubat"
"137","N Mavridis","P DeCamp"
"138","N Mavridis","M Fleischman"
"139","N Mavridis","P Gorniak"
"140","N Mavridis","J Guinness"
"141","N Mavridis","R Kubat"
"142","N Mavridis","M Levit"
"143","R Patel","P DeCamp"
"144","R Patel","M Fleischman"
"145","R Patel","P Gorniak"
"146","R Patel","J Guinness"
"147","R Patel","R Kubat"
"148","R Patel","M Levit"
"149","R Patel","N Mavridis"
"150","B Roy","P DeCamp"
"151","B Roy","M Fleischman"
"152","B Roy","P Gorniak"
"153","B Roy","J Guinness"
"154","B Roy","R Kubat"
"155","B Roy","M Levit"
"156","B Roy","N Mavridis"
"157","B Roy","R Patel"
"158","D Roy","P DeCamp"
"159","D Roy","M Fleischman"
"160","D Roy","P Gorniak"
"161","D Roy","J Guinness"
"162","D Roy","R Kubat"
"163","D Roy","M Levit"
"164","D Roy","N Mavridis"
"165","D Roy","R Patel"
"166","D Roy","B Roy"
"167","S Tellex","P DeCamp"
"168","S Tellex","M Fleischman"
"169","S Tellex","P Gorniak"
"170","S Tellex","J Guinness"
"171","S Tellex","R Kubat"
"172","S Tellex","M Levit"
"173","S Tellex","N Mavridis"
"174","S Tellex","R Patel"
"175","S Tellex","B Roy"
"176","S Tellex","D Roy"
"177","A Salata","P DeCamp"
"178","A Salata","M Fleischman"
"179","A Salata","P Gorniak"
"180","A Salata","J Guinness"
"181","A Salata","R Kubat"
"182","A Salata","M Levit"
"183","A Salata","N Mavridis"
"184","A Salata","R Patel"
"185","A Salata","B Roy"
"186","A Salata","D Roy"
"187","A Salata","S Tellex"
"188","M Thuring","U Drewitz"
"189","L Urbas","U Drewitz"
"190","L Urbas","M Thuring"
"191","I Farkas","M Crocker"
"192","N Claudio","J Chariker"
"193","R Fell","J Chariker"
"194","R Fell","N Claudio"
"195","J Pani","J Chariker"
"196","J Pani","N Claudio"
"197","J Pani","R Fell"
"198","S Baum","V Taler"
"199","D Saumier","V Taler"
"200","D Saumier","S Baum"
"201","K Robinson","K Robinson"
"202","A Hornof","T Halverson"
"203","B Scassellati","K Gold"
"204","G Recchia","B Hard"
"205","J Ritchie","J Ritchie"
"206","P Foltz","A Abdelali"
"207","M Martin","A Abdelali"
"208","M Martin","P Foltz"
"209","R Oberbreckling","A Abdelali"
"210","R Oberbreckling","P Foltz"
"211","R Oberbreckling","M Martin"
"212","M Rosenstein","A Abdelali"
"213","M Rosenstein","P Foltz"
"214","M Rosenstein","M Martin"
"215","M Rosenstein","R Oberbreckling"
"216","S Goldman","R Golden"
"217","J Choplin","V Bolender"
"218","P Jeuniaux","M Hoque"
"219","G Lewis","M Hoque"
"220","G Lewis","P Jeuniaux"
"221","M Louwerse","M Hoque"
"222","M Louwerse","P Jeuniaux"
"223","M Louwerse","G Lewis"
"224","J Wu","M Hoque"
"225","J Wu","P Jeuniaux"
"226","J Wu","G Lewis"
"227","J Wu","M Louwerse"
"228","A Bond","A Bond"
"229","J Kaminski","A Heckler"
"230","V Sloutsky","A Heckler"
"231","V Sloutsky","J Kaminski"
"232","C Rytting","C Rytting"
"233","J Ludtke","B Kaup"
"234","I Visser","T Blaazer"
"235","J Treur","J Treur"
"236","C Delbe","E Bigand"
"237","R French","E Bigand"
"238","R French","C Delbe"
"239","K Devitt","K Devitt"
"240","S Pieschl","R Bromme"
"241","E Stahl","R Bromme"
"242","E Stahl","S Pieschl"
"243","I Ash","I Ash"
"244","T Omori","K Kurosaki"
"245","D Hartnagel","A Bichot"
"246","C Roumes","A Bichot"
"247","C Roumes","D Hartnagel"
"248","A Meier","S Hauser"
"249","H Spada","S Hauser"
"250","H Spada","A Meier"
"251","N Rummel","S Hauser"
"252","N Rummel","A Meier"
"253","N Rummel","H Spada"
"254","O Hernandez","S Chin-Parker"
"255","M Matens","S Chin-Parker"
"256","M Matens","O Hernandez"
"257","Y Sakamoto","B Love"
"258","R Maguire","M Keane"
"259","S Kim","S Cho"
"260","Y Kim","S Cho"
"261","Y Kim","S Kim"
"262","J Lee","S Cho"
"263","J Lee","S Kim"
"264","J Lee","Y Kim"
"265","E Yoon","S Cho"
"266","E Yoon","S Kim"
"267","E Yoon","Y Kim"
"268","E Yoon","J Lee"
"269","G Guerra-Filho","Y Aloimonos"
"270","J Rambusch","J Rambusch"
"271","A Guha","A Guha"
"272","D Done","N Davey"
"273","A Thurman","N Davey"
"274","A Thurman","D Done"
"275","R Frank","N Davey"
"276","R Frank","D Done"
"277","R Frank","A Thurman"
"278","C Coble","P Bello"
"279","H Wang","P Bello"
"280","H Wang","C Coble"
"281","J Go","M Anderson"
"282","B Lee","M Anderson"
"283","B Lee","J Go"
"284","S Li","M Anderson"
"285","S Li","J Go"
"286","S Li","B Lee"
"287","B Sutandio","M Anderson"
"288","B Sutandio","J Go"
"289","B Sutandio","B Lee"
"290","B Sutandio","S Li"
"291","L Zhou","M Anderson"
"292","L Zhou","J Go"
"293","L Zhou","B Lee"
"294","L Zhou","S Li"
"295","L Zhou","B Sutandio"
"296","K Yamagishi","H Honda"
"297","K Doya","R Bapi"
"298","K Miyapuram","R Bapi"
"299","K Miyapuram","K Doya"
"300","A Graesser","D Dufty"
"301","M Louwerse","D Dufty"
"302","M Louwerse","A Graesser"
"303","D McNamara","D Dufty"
"304","D McNamara","A Graesser"
"305","D McNamara","M Louwerse"
"306","R Eyraud","A Clark"
"307","B Love","M Jones"
"308","Y Sakamoto","M Jones"
"310","S Verbrugge","W Schaeken"
"311","H Liu","H Liu"
"312","C Kam","A Finn"
"316","S Sherman","M Ferreira"
"317","S Sherman","L Garcia-Marques"
"318","S Sherman","M Garrido"
"319","M Silva","A Cox"
"320","E Kus","R French"
"321","P Fernbach","P Fernbach"
"322","J MacGregor","E Chronicle"
"323","T Ormerod","E Chronicle"
"324","T Ormerod","J MacGregor"
"325","S Iwasaki","C Bai"
"326","Y Kotozaki","C Bai"
"327","Y Kotozaki","S Iwasaki"
"328","N Campion","N Campion"
"329","F Vallee-Tourangeau","T Payton"
"330","U Hahn","A Corner"
"331","M Oaksford","A Corner"
"332","M Oaksford","U Hahn"
"333","C Timbrook","C Robinson"
"335","V Sloutsky","C Timbrook"
"336","K Levering","K Kurtz"
"337","M Schuetz","B Gibson"
"338","L Calcraft","R Adams"
"339","N Davey","R Adams"
"340","N Davey","L Calcraft"
"341","M Imhof","C Beierlein"
"342","R Berierlein","C Beierlein"
"343","R Berierlein","M Imhof"
"344","J Spencer","G Schoner"
"348","E Fioratou","E Chronicle"
"349","E Fioratou","J MacGregor"
"350","E Fioratou","T Ormerod"
"351","D Halstead","K Forbus"
"352","K Lockwood","K Forbus"
"353","K Lockwood","D Halstead"
"354","J Usher","K Forbus"
"355","J Usher","D Halstead"
"356","J Usher","K Lockwood"
"357","C Scheepers","F Keller"
"358","M Rosenberg-Lee","M Lovett"
"359","F Paas","R Salden"
"360","J Merrienboer","R Salden"
"361","J Merrienboer","F Paas"
"362","S Chandrasekharan","D Athreya"
"363","N Srinivasan","D Athreya"
"364","N Srinivasan","S Chandrasekharan"
"365","S Franklin","S D'Mello"
"366","U Ramamurthy","S D'Mello"
"367","U Ramamurthy","S Franklin"
"368","F Poletiek","N Charter"
"369","N Stewart","J Adelman"
"370","E Miyamoto","M Kobayashi"
"371","K Sato","M Kobayashi"
"372","K Sato","E Miyamoto"
"373","S Lupker","R Grondin"
"374","K McRae","R Grondin"
"375","K McRae","S Lupker"
"376","K Sakamoto","K Abe"
"377","M Nakagawa","K Abe"
"379","M Kapur","M Kapur"
"380","D Lonsdale","I Dodge"
"381","S Lim","C Kee"
"385","P Johnson-Laird","C Frosch"
"386","M Huff","B Garsoffky"
"387","S Schwan","B Garsoffky"
"388","S Schwan","M Huff"
"389","G Pagliuca","P Monaghan"
"390","E Sagi","E Sagi"
"391","R Sitala","S Keskinen"
"392","V Taatila","S Keskinen"
"393","V Taatila","R Sitala"
"394","J Suomala","S Keskinen"
"395","J Suomala","R Sitala"
"396","J Suomala","V Taatila"
"397","R Cochran","E Chown"
"398","F Lee","E Chown"
"399","F Lee","R Cochran"
"400","T Shultz","L Egri"
"401","F Costello","A Cater"
"402","B Devereux","A Cater"
"403","B Devereux","F Costello"
"404","P Maguire","A Cater"
"405","P Maguire","F Costello"
"406","P Maguire","B Devereux"
"407","M Kyranidou","M Avraamides"
"408","M Rhemtulla","E Nicoladis"
"410","V Kempe","P Brooks"
"411","N Seva","P Brooks"
"412","N Seva","V Kempe"
"413","L Lentz","J Kamalski"
"414","T Sanders","J Kamalski"
"415","T Sanders","L Lentz"
"416","K Hugdahl","P Bosch"
"417","M Noort","P Bosch"
"418","M Noort","K Hugdahl"
"419","V Garcia","S Denison"
"420","K Konopczynski","S Denison"
"421","K Konopczynski","V Garcia"
"422","F Xu","S Denison"
"423","F Xu","V Garcia"
"424","F Xu","K Konopczynski"
"425","P Raymont","A Brook"
"426","C Luhmann","W Ahn"
"427","G Petkov","B Kokinov"
"428","J Murre","J Lacroix"
"429","E Postma","J Lacroix"
"430","E Postma","J Murre"
"431","C Mansi","E Livesey"
"432","I McLaren","E Livesey"
"433","I McLaren","C Mansi"
"434","J Stemberger","J Stemberger"
"435","L McKnight","A Dix"
"436","T Ormerod","A Dix"
"437","T Ormerod","L McKnight"
"438","C Sas","A Dix"
"439","C Sas","L McKnight"
"440","C Sas","T Ormerod"
"441","E Bonawitz","C Baker"
"442","N Goodman","C Baker"
"443","N Goodman","E Bonawitz"
"444","A Gopnik","C Baker"
"445","A Gopnik","E Bonawitz"
"446","A Gopnik","N Goodman"
"447","V Mansinghka","C Baker"
"448","V Mansinghka","E Bonawitz"
"449","V Mansinghka","N Goodman"
"450","V Mansinghka","A Gopnik"
"451","L Schulz","C Baker"
"452","L Schulz","E Bonawitz"
"453","L Schulz","N Goodman"
"454","L Schulz","A Gopnik"
"455","L Schulz","V Mansinghka"
"456","J Tenenbaum","C Baker"
"457","J Tenenbaum","E Bonawitz"
"458","J Tenenbaum","N Goodman"
"459","J Tenenbaum","A Gopnik"
"460","J Tenenbaum","V Mansinghka"
"461","J Tenenbaum","L Schulz"
"462","H Wellman","C Baker"
"463","H Wellman","E Bonawitz"
"464","H Wellman","N Goodman"
"465","H Wellman","A Gopnik"
"466","H Wellman","V Mansinghka"
"467","H Wellman","L Schulz"
"468","H Wellman","J Tenenbaum"
"469","R Misra","W Goh"
"470","P Knoeferle","M Crocker"
"471","T Okada","T Agata"
"472","N Cassimatis","P Bello"
"473","J Gero","Z Bilda"
"474","M Thothathiri","J Snedeker"
"475","M O'Brien","M Keane"
"476","J Patrick","S Waldron"
"477","A Howes","S Waldron"
"478","A Howes","J Patrick"
"479","G Duggan","S Waldron"
"480","G Duggan","J Patrick"
"481","G Duggan","A Howes"
"482","F Dandurand","F Dandurand"
"486","A Thurnham","N Davey"
"487","A Thurnham","D Done"
"488","A Thurnham","R Frank"
"489","C Kello","G Anderson"
"490","R Ward","R Ward"
"491","T Halverson","D Brock"
"492","A Hornof","D Brock"
"494","B McClimens","D Brock"
"495","B McClimens","T Halverson"
"496","B McClimens","A Hornof"
"497","T Poibeau","T Poibeau"
"498","L Gerken","C Dawson"
"499","S Welbourne","M Ralph"
"500","P Gerjets","R Catrambone"
"501","K Scheiter","R Catrambone"
"502","K Scheiter","P Gerjets"
"503","B Vollmann","R Catrambone"
"504","B Vollmann","P Gerjets"
"505","B Vollmann","K Scheiter"
"506","A Stocco","D Fum"
"507","M Penner-Wilger","J LeFevre"
"508","C Proctor","F Keil"
"509","C Jonker","T Bosse"
"510","J Treur","T Bosse"
"511","J Treur","C Jonker"
"512","A Ram","R Mappus"
"513","G Jackson","A Graesser"
"514","H Kim","A Graesser"
"515","H Kim","G Jackson"
"516","A Olney","A Graesser"
"517","A Olney","G Jackson"
"518","A Olney","H Kim"
"519","L Doumas","M Bassok"
"520","A Guthormson","M Bassok"
"521","A Guthormson","L Doumas"
"522","J Hummel","M Bassok"
"523","J Hummel","L Doumas"
"524","J Hummel","A Guthormson"
"525","C Davia","P Carpenter"
"526","D Hoffman","D Cammack"
"527","M Kapur","D Cammack"
"528","M Kapur","D Hoffman"
"529","C Kinzer","D Cammack"
"530","C Kinzer","D Hoffman"
"531","C Kinzer","M Kapur"
"532","S Kontovourki","D Cammack"
"533","S Kontovourki","D Hoffman"
"534","S Kontovourki","M Kapur"
"535","S Kontovourki","C Kinzer"
"536","S Lohnes","D Cammack"
"537","S Lohnes","D Hoffman"
"538","S Lohnes","M Kapur"
"539","S Lohnes","C Kinzer"
"540","S Lohnes","S Kontovourki"
"541","S Turkay","D Cammack"
"542","S Turkay","D Hoffman"
"543","S Turkay","M Kapur"
"544","S Turkay","C Kinzer"
"545","S Turkay","S Kontovourki"
"546","S Turkay","S Lohnes"
"547","S Egan","R Byrne"
"548","A Kehler","J Elman"
"549","L Kertz","J Elman"
"550","L Kertz","A Kehler"
"551","P Loui","C Kam"
"552","D Wessel","C Kam"
"553","D Wessel","P Loui"
"554","L Smith","R Goldstone"
"555","J Son","R Goldstone"
"556","J Son","L Smith"
"557","G Gigerenzer","R Garcia-Marques"
"558","M Takezawa","R Garcia-Marques"
"559","M Takezawa","G Gigerenzer"
"560","M Last","L Kaczmarczyk"
"561","R Miikkulainen","L Kaczmarczyk"
"562","R Miikkulainen","M Last"
"563","M Gaskell","A Cleland"
"564","P Quinlan","A Cleland"
"565","P Quinlan","M Gaskell"
"566","J Tamminen","A Cleland"
"567","J Tamminen","M Gaskell"
"568","J Tamminen","P Quinlan"
"569","S Nabavian","N Bryan-Kinns"
"570","P Otto","N Charter"
"571","H Stott","N Charter"
"572","H Stott","P Otto"
"573","J Fleishhauer","H Beseoglu"
"574","M Werning","H Beseoglu"
"575","M Werning","J Fleishhauer"
"576","J Leclerc","F Gosselin"
"577","S Kiyokawa","T Izawa"
"578","K Ueda","T Izawa"
"579","K Ueda","S Kiyokawa"
"580","D Mackie","T Garcia-Marques"
"581","C Schunn","K Cho"
"582","T O'Riley","D McNamara"
"583","M Rowe","D McNamara"
"584","M Rowe","T O'Riley"
"585","R Taylor","D McNamara"
"586","R Taylor","T O'Riley"
"587","R Taylor","M Rowe"
"588","S Vosniadou","N Kyriakopoulou"
"589","N Bullot","N Bullot"
"591","N HIndy","R Dale"
"592","M Spivey","R Dale"
"593","M Spivey","N HIndy"
"594","U Kurup","B Chandrasekaran"
"595","K Goddard","C Beaman"
"596","R McCloy","C Beaman"
"597","R McCloy","K Goddard"
"598","K Livingston","P Alfaro"
"599","M Lee","M Butavicius"
"600","R Vast","M Butavicius"
"601","R Vast","M Lee"
"602","J Feldman","E Briscoe"
"604","E Wisniewski","A Cater"
"605","E Wisniewski","P Maguire"
"606","A Utsumi","A Utsumi"
"607","E Kronmuller","D Barr"
"608","S Mueller","M Diehl"
"609","R Ziegler","M Diehl"
"610","R Ziegler","S Mueller"
"611","L Gerken","F Balcomb"
"612","D Gentner","K Forbus"
"613","A Lovett","K Forbus"
"614","A Lovett","D Gentner"
"615","C Ramey","E Chrysikou"
"620","C Kemp","M Gordon"
"621","V Mansinghka","M Gordon"
"622","V Mansinghka","C Kemp"
"623","P Shafto","M Gordon"
"624","P Shafto","C Kemp"
"625","P Shafto","V Mansinghka"
"626","J Tenenbaum","M Gordon"
"627","J Tenenbaum","C Kemp"
"629","J Tenenbaum","P Shafto"
"631","J Schuh","P Gerjets"
"632","J Schuh","K Scheiter"
"633","F Salvetti","N Nicolov"
"634","M Watson","H Branigan"
"635","M Pickering","H Branigan"
"636","M Pickering","M Watson"
"637","P Monaghan","M Christiansen"
"638","K Mendiuk","O Hermesh"
"639","O Shacham","O Hermesh"
"640","O Shacham","K Mendiuk"
"641","B Sandbank","O Hermesh"
"642","B Sandbank","K Mendiuk"
"643","B Sandbank","O Shacham"
"644","B Kokinov","P Hristova"
"645","K Yokosawa","M Asano"
"646","F Keijzer","F Keijzer"
"647","R Scott","C Fisher"
"648","P Williams","R Miikkulainen"
"649","J Hoeks","P Hendriks"
"650","L Zijlstra","P Hendriks"
"651","L Zijlstra","J Hoeks"
"652","T Reichherzer","D Leake"
"653","P Saka","P Saka"
"654","A Kittur","C Green"
"655","W Schaeken","K Dieussaert"
"656","W Schroyens","K Dieussaert"
"657","W Schroyens","W Schaeken"
"658","A Sevenants","K Dieussaert"
"659","A Sevenants","W Schaeken"
"660","A Sevenants","W Schroyens"
"661","R Lowe","S Fischer"
"662","S Schwan","S Fischer"
"663","S Schwan","R Lowe"
"664","M Tomlinson","B Love"
"665","D Sibley","C Kello"
"666","M Sanscartier","E Neufeld"
"677","M Lo","C Hue"
"678","F Tsai","C Hue"
"679","F Tsai","M Lo"
"680","J Patrick","A Ahmed"
"684","C Whalen","G Dell"
"685","S Kenpei","S Kenpei"
"686","S Day","D Bartels"
"687","J Feldman","C Aitkin"
"688","S Schwartz","D Danks"
"689","M Buehner","M Buehner"
"690","M Walker","F Mairesse"
"691","D Lyon","G Gunzelmann"
"692","A Katz","T Ferretti"
"693","C Schwint","T Ferretti"
"694","C Schwint","A Katz"
"695","J Williams","J Leung"
"696","B Jee","T Griffin"
"697","J Wiley","T Griffin"
"698","J Wiley","B Jee"
"699","L Garcia-Marques","S Santos"
"700","S Moreira","S Santos"
"701","S Moreira","L Garcia-Marques"
"702","H Saalbach","M Imai"
"703","M Werning","A Maye"
"704","J Buder","D Bodemer"
"707","A Kozbelt","A Kozbelt"
"708","S Hockema","M Christiansen"
"709","L Onnis","M Christiansen"
"710","L Onnis","S Hockema"
"711","C Yu","L Smith"
"712","Y Yang","Y Yang"
"713","T Stewart","T Stewart"
"714","A Graesser","N Duran"
"715","P McCarthy","N Duran"
"716","P McCarthy","A Graesser"
"717","D McNamara","N Duran"
"720","A Klin","W Jones"
"721","F Shic","W Jones"
"722","F Shic","A Klin"
"723","B Scassellati","W Jones"
"724","B Scassellati","A Klin"
"725","B Scassellati","F Shic"
"726","M Knauff","H Bulthoff"
"727","T Meilinger","H Bulthoff"
"728","T Meilinger","M Knauff"
"729","M Matthew","J Busemeyer"
"730","Z Wang","J Busemeyer"
"731","Z Wang","M Matthew"
"732","A Litt","C Eliasmith"
"733","P Thagard","C Eliasmith"
"734","P Thagard","A Litt"
"735","R Shillcock","J Hsiao"
"736","H Rojas-Anaya","P Cheng"
"737","J Moore","D Reitter"
"738","A Markman","M Goldwater"
"739","N Lee","P Johnson-Laird"
"740","J Spencer","J Johnson"
"741","G Schöner","J Johnson"
"742","G Schöner","J Spencer"
"743","H Spada","A Bender"
"744","H Swoboda","A Bender"
"745","H Swoboda","H Spada"
"746","S Traber","A Bender"
"747","S Traber","H Spada"
"748","S Traber","H Swoboda"
"749","R Dale","S Cargill"
"750","T Farmer","S Cargill"
"751","T Farmer","R Dale"
"752","N Hindy","S Cargill"
"753","N Hindy","R Dale"
"754","N Hindy","T Farmer"
"755","M Spivey","S Cargill"
"757","M Spivey","T Farmer"
"758","M Spivey","N Hindy"
"759","K Yamagishi","K Nakamura"
"760","B Love","T Gureckis"
"761","A Perfors","C Kemp"
"763","J Tenenbaum","A Perfors"
"764","C Reed","K Jack"
"765","A Waller","K Jack"
"766","A Waller","C Reed"
"767","K Ericsson","D Eccles"
"768","K Harris","D Eccles"
"769","K Harris","K Ericsson"
"770","L Lang","D Eccles"
"771","L Lang","K Ericsson"
"772","L Lang","K Harris"
"773","L Tashman","D Eccles"
"774","L Tashman","K Ericsson"
"775","L Tashman","K Harris"
"776","L Tashman","L Lang"
"777","P Ward","D Eccles"
"778","P Ward","K Ericsson"
"779","P Ward","K Harris"
"780","P Ward","L Lang"
"781","P Ward","L Tashman"
"782","A Williams","D Eccles"
"783","A Williams","K Ericsson"
"784","A Williams","K Harris"
"785","A Williams","L Lang"
"786","A Williams","L Tashman"
"787","A Williams","P Ward"
"788","J Ramrattan","D Eccles"
"789","J Ramrattan","K Ericsson"
"790","J Ramrattan","K Harris"
"791","J Ramrattan","L Lang"
"792","J Ramrattan","L Tashman"
"793","J Ramrattan","P Ward"
"794","J Ramrattan","A Williams"
"795","J Hummel","K Holyoak"
"796","A Kittur","K Holyoak"
"797","A Kittur","J Hummel"
"798","F Gobert","D Freudenthal"
"799","J Pine","D Freudenthal"
"800","J Pine","F Gobert"
"807","P Slezak","P Slezak"
"808","J Loewenstein","J Keller"
"809","J Tan","G Biswas"
"810","D Schwartz","G Biswas"
"811","D Schwartz","J Tan"
"812","T Regier","A Prefors"
"813","J Tenenbaum","A Prefors"
"814","J Tenenbaum","T Regier"
"815","T Griffiths","E Bonawitz"
"817","L Schulz","T Griffiths"
"818","S D'Mello","P Chipman"
"819","B Gholson","P Chipman"
"820","B Gholson","S D'Mello"
"821","A Graesser","P Chipman"
"822","A Graesser","S D'Mello"
"823","A Graesser","B Gholson"
"824","B McDaniel","P Chipman"
"825","B McDaniel","S D'Mello"
"826","B McDaniel","B Gholson"
"827","B McDaniel","A Graesser"
"828","A Witherspoon","P Chipman"
"829","A Witherspoon","S D'Mello"
"830","A Witherspoon","B Gholson"
"831","A Witherspoon","A Graesser"
"832","A Witherspoon","B McDaniel"
"833","K Keramaian","K Christoff"
"834","B Luus","K Christoff"
"835","B Luus","K Keramaian"
"836","J Schoner","K Christoff"
"837","J Schoner","K Keramaian"
"838","J Schoner","B Luus"
"839","J Smallwood","K Christoff"
"840","J Smallwood","K Keramaian"
"841","J Smallwood","B Luus"
"842","J Smallwood","J Schoner"
"843","R Smith","K Christoff"
"844","R Smith","K Keramaian"
"845","R Smith","B Luus"
"846","R Smith","J Schoner"
"847","R Smith","J Smallwood"
"848","V Marian","H Blumenfeld"
"849","B Burns","B Burns"
"850","E Lieven","F Chang"
"851","M Tomasello","F Chang"
"852","M Tomasello","E Lieven"
"853","M Anderson","M Anderson"
"854","K Gurney","R Bogacz"
"855","A Lang","J Busemeyer"
"857","Z Wang","A Lang"
"859","C Wilburn","A Feeney"
"860","M Mozer","D Baldwin"
"861","J Maouene","S Hidaka"
"863","L Smith","J Maouene"
"864","C Thompson","J Opfer"
"865","F Keller","M Croker"
"866","U Padó","M Croker"
"867","U Padó","F Keller"
"868","A Gatt","A Gatt"
"869","G Cottrell","L Barrington"
"870","K Gluck","D Dinges"
"871","J Gross","D Dinges"
"872","J Gross","K Gluck"
"873","G Gunzelmann","D Dinges"
"874","G Gunzelmann","K Gluck"
"875","G Gunzelmann","J Gross"
"876","H Dongen","D Dinges"
"877","H Dongen","K Gluck"
"878","H Dongen","J Gross"
"879","H Dongen","G Gunzelmann"
"880","R Morrison","L Doumas"
"881","L Richland","L Doumas"
"882","L Richland","R Morrison"
"883","C Gonzalez","W Fu"
"884","V Simmering","G Schoner"
"886","J Spencer","V Simmering"
"888","G Storms","P Maguire"
"890","E Wisniewski","G Storms"
"891","S Iwasawa","S Ito"
"892","K Kogure","S Ito"
"893","K Kogure","S Iwasawa"
"894","I Umata","S Ito"
"895","I Umata","S Iwasawa"
"896","I Umata","K Kogure"
"897","J Canas","T Baccino"
"898","L Salmerón","T Baccino"
"899","L Salmerón","J Canas"
"900","R Ping","S Goldin-Meadow"
"902","M Mayberry","M Crocker"
"903","M Mayberry","P Knoeferle"
"904","D Navarro","T Griffiths"
"905","A Sanborn","T Griffiths"
