"","from","to"
"366","E Duwe","D Moeller"
"367","J Graumlich","J Chin"
"368","J Graumlich","J Johnson"
"369","J Graumlich","D Moeller"
"370","J Graumlich","E Duwe"
"371","M Murray","J Chin"
"372","M Murray","J Johnson"
"373","M Murray","D Moeller"
"374","M Murray","E Duwe"
"375","M Murray","J Graumlich"
"376","E Stine-Morrow","J Chin"
"377","E Stine-Morrow","J Johnson"
"378","E Stine-Morrow","D Moeller"
"379","E Stine-Morrow","E Duwe"
"380","E Stine-Morrow","J Graumlich"
"381","E Stine-Morrow","M Murray"
"382","D Morrow","J Chin"
"383","D Morrow","J Johnson"
"384","D Morrow","D Moeller"
"385","D Morrow","E Duwe"
"386","D Morrow","J Graumlich"
"387","D Morrow","M Murray"
"388","D Morrow","E Stine-Morrow"
"389","E Fyfe","J Chu"
"390","B Rittle-Johnson","J Chu"
"391","B Rittle-Johnson","E Fyfe"
"392","S Craig","C Chuang"
"393","J Femiani","C Chuang"
"394","J Femiani","S Craig"
"395","A Chan","T Chuk"
"396","J Hsiao","T Chuk"
"398","J Leung","H Chung"
"399","J Hsiao","H Chung"
"400","J Hsiao","J Leung"
"401","N Duran","M Coco"
"402","T Gureckis","A Coenen"
"403","B Murthy","N Cohn"
"404","U Hahn","P Collins"
"405","Y Gerber","P Collins"
"406","Y Gerber","U Hahn"
"407","E Olsson","P Collins"
"408","E Olsson","U Hahn"
"409","E Olsson","Y Gerber"
"410","M Colombo","M Colombo"
"411","K Kurtz","N Conaway"
"412","E Wakefield","K Cooperrider"
"413","S Goldin-Meadow","K Cooperrider"
"414","S Goldin-Meadow","E Wakefield"
"415","P Coppin","P Coppin"
"416","M Werning","E Cosentino"
"417","K Reuter","E Cosentino"
"418","K Reuter","M Werning"
"419","C Acarturk","M Coskun"
"420","T Davenport","S Coulson"
"421","P Knoeferle","S Coulson"
"422","P Knoeferle","T Davenport"
"423","S Creel","S Coulson"
"424","S Creel","T Davenport"
"425","S Creel","P Knoeferle"
"426","R Shiffrin","G Cox"
"427","E Seubert","S Creel"
"428","J Jordan","S Croker"
"429","D Schloesser","S Croker"
"430","D Schloesser","J Jordan"
"431","V Cialdella","S Croker"
"432","V Cialdella","J Jordan"
"433","V Cialdella","D Schloesser"
"434","Y Kim","S Crossley"
"435","T Lester","S Crossley"
"436","T Lester","Y Kim"
"437","S Clark","S Crossley"
"438","S Clark","Y Kim"
"439","S Clark","T Lester"
"440","M Lee","I Danileiko"
"441","M Kalish","I Danileiko"
"442","M Kalish","M Lee"
"443","N Ramirez","T Davenport"
"444","M Leonard","T Davenport"
"445","M Leonard","N Ramirez"
"446","R Mayberry","T Davenport"
"447","R Mayberry","N Ramirez"
"448","R Mayberry","M Leonard"
"449","E Halgren","T Davenport"
"450","E Halgren","N Ramirez"
"451","E Halgren","M Leonard"
"452","E Halgren","R Mayberry"
"453","Y Cheong","N Davidenko"
"454","J Smith","N Davidenko"
"455","J Smith","Y Cheong"
"456","S Verheyen","S Deyne"
"457","A Perfors","S Deyne"
"458","A Perfors","S Verheyen"
"459","D Navarro","S Deyne"
"460","D Navarro","S Verheyen"
"461","D Navarro","A Perfors"
"462","S Johnson","J Freitas"
"464","J Andrews","J Leeuw"
"465","E Broers","H Weerd"
"466","R Verbrugge","H Weerd"
"467","R Verbrugge","E Broers"
"468","M Tessler","J Degen"
"469","N Goodman","J Degen"
"470","N Goodman","M Tessler"
"471","K Reuter","G Pinal"
"472","M Bassok","M Dewolf"
"473","K Holyoak","M Dewolf"
"474","K Holyoak","M Bassok"
"475","J Son","M Dewolf"
"477","M Bassok","J Son"
"479","K Holyoak","J Son"
"481","M Louwerse","K Dinnissen"
"482","S Denison","T Doan"
"483","C Lucas","T Doan"
"484","C Lucas","S Denison"
"485","A Gopnik","T Doan"
"486","A Gopnik","S Denison"
"487","A Gopnik","C Lucas"
"488","S Hunnius","S Dolscheid"
"489","A Majid","S Dolscheid"
"490","A Majid","S Hunnius"
"491","M Goldwater","H Don"
"492","A Otto","H Don"
"493","A Otto","M Goldwater"
"494","E Livesey","H Don"
"495","E Livesey","M Goldwater"
"496","E Livesey","A Otto"
"497","P Brooks","S Donnelly"
"498","B Homer","S Donnelly"
"499","B Homer","P Brooks"
"500","L Zaadnoordijk","L Drijvers"
"501","M Dingemanse","L Drijvers"
"502","M Dingemanse","L Zaadnoordijk"
"503","S Nicholson","N Duran"
"504","R Dale","N Duran"
"505","R Dale","S Nicholson"
"506","L Caglar","K Durkin"
"507","E Bonawitz","K Durkin"
"508","E Bonawitz","L Caglar"
"509","P Shafto","K Durkin"
"510","P Shafto","L Caglar"
"511","P Shafto","E Bonawitz"
"512","L Schalk","P Edelsbrunner"
"513","R Schumacher","P Edelsbrunner"
"514","R Schumacher","L Schalk"
"515","E Stern","P Edelsbrunner"
"516","E Stern","L Schalk"
"517","E Stern","R Schumacher"
"518","K Marton","N Eichorn"
"519","R Kallen","B Eiler"
"520","S Harrison","B Eiler"
"521","S Harrison","R Kallen"
"522","E Saltzman","B Eiler"
"523","E Saltzman","R Kallen"
"524","E Saltzman","S Harrison"
"525","R Schmidt","B Eiler"
"526","R Schmidt","R Kallen"
"527","R Schmidt","S Harrison"
"528","R Schmidt","E Saltzman"
"529","M Richardson","B Eiler"
"530","M Richardson","R Kallen"
"531","M Richardson","S Harrison"
"532","M Richardson","E Saltzman"
"533","M Richardson","R Schmidt"
"537","A Aroor","S Epstein"
"538","M Evanusa","S Epstein"
"539","M Evanusa","A Aroor"
"540","E Sklar","S Epstein"
"541","E Sklar","A Aroor"
"542","E Sklar","M Evanusa"
"543","S Parsons","S Epstein"
"544","S Parsons","A Aroor"
"545","S Parsons","M Evanusa"
"546","S Parsons","E Sklar"
"547","D Yamins","J Fan"
"548","N Turk-Browne","J Fan"
"549","N Turk-Browne","D Yamins"
"550","B Zinszer","S Fang"
"551","B Malt","S Fang"
"552","B Malt","B Zinszer"
"553","P Li","S Fang"
"554","P Li","B Zinszer"
"555","P Li","B Malt"
"556","J Martin","C Faur"
"557","C Clavel","C Faur"
"558","C Clavel","J Martin"
"559","G Vallee-Tourangeau","J Faure-Bloom"
"560","S Mannan","J Faure-Bloom"
"561","S Mannan","G Vallee-Tourangeau"
"562","T Jaeger","M Fedzechkina"
"563","J Trueswell","M Fedzechkina"
"564","J Trueswell","T Jaeger"
"565","G Bidelman","S Feng"
"566","M Buehner","R Fereday"
"567","S Waxman","B Ferguson"
"568","S Finley","S Finley"
"570","M Walsh","C Fisher"
"571","L Blaha","C Fisher"
"572","L Blaha","M Walsh"
"573","G Gunzelmann","C Fisher"
"574","G Gunzelmann","M Walsh"
"575","G Gunzelmann","L Blaha"
"576","P Maglio","M Fleming"
"577","M Dellavalle","S Flusberg"
"578","P Thibodeau","S Flusberg"
"579","P Thibodeau","M Dellavalle"
"580","C Yu","J Franchak"
"581","F Keller","D Frassinelli"
"582","H Lukowski-Duplessy","B French"
"583","C Rieth","B French"
"584","C Rieth","H Lukowski-Duplessy"
"585","G Cottrell","B French"
"586","G Cottrell","H Lukowski-Duplessy"
"587","G Cottrell","C Rieth"
"588","J Pine","D Freudenthal"
"589","G Jones","D Freudenthal"
"590","G Jones","J Pine"
"591","F Gobet","D Freudenthal"
"592","F Gobet","J Pine"
"593","F Gobet","G Jones"
"594","J Bjorndahl","R Fusaroli"
"595","A Roepstorff","R Fusaroli"
"596","A Roepstorff","J Bjorndahl"
"597","K Tylen","R Fusaroli"
"598","K Tylen","J Bjorndahl"
"599","K Tylen","A Roepstorff"
"600","N Carbert","L Gabora"
"601","T Jachmann","C Gambi"
"602","M Staudte","C Gambi"
"603","M Staudte","T Jachmann"
"604","M Knauff","L Castaneda"
"605","J Tenenbaum","S Gershman"
"606","N Goodman","T Gerstenberg"
"607","D Lagnado","T Gerstenberg"
"608","D Lagnado","N Goodman"
"610","J Tenenbaum","N Goodman"
"611","J Tenenbaum","D Lagnado"
"612","J Halpern","T Gerstenberg"
"614","J Tenenbaum","J Halpern"
"615","T Rogers","B Gibson"
"616","C Kalish","B Gibson"
"618","X Zhu","B Gibson"
"619","X Zhu","T Rogers"
"620","X Zhu","C Kalish"
"621","T Lombrozo","C Giffin"
"622","A Fisher","K Godwin"
"623","C Eliasmith","J Gosmann"
"624","J Thibaut","H Gros"
"625","E Sander","H Gros"
"626","E Sander","J Thibaut"
"627","M Lee","M Guan"
"628","J Vandekerckhove","M Guan"
"629","J Vandekerckhove","M Lee"
"630","K Coventry","H Gudde"
"631","P Engelhardt","H Gudde"
"632","P Engelhardt","K Coventry"
"633","J Trueblood","L Guo"
"634","A Diederich","L Guo"
"635","A Diederich","J Trueblood"
"636","C Harris","L Guthrie"
"637","F Vallee-Tourangeau","L Guthrie"
"638","F Vallee-Tourangeau","C Harris"
"639","M Asaba","H Gweon"
"640","K Sharma","T Halder"
"641","S Ghosh","T Halder"
"642","S Ghosh","K Sharma"
"643","R Verbrugge","T Halder"
"644","R Verbrugge","K Sharma"
"645","R Verbrugge","S Ghosh"
"646","F Roser","K Hamburger"
"647","K Smith","J Hamrick"
"648","T Griffiths","J Hamrick"
"649","T Griffiths","K Smith"
"650","E Vul","J Hamrick"
"651","E Vul","K Smith"
"652","E Vul","T Griffiths"
"653","K Coventry","J Harold"
"654","I Lorenzoni","J Harold"
"655","I Lorenzoni","K Coventry"
"656","T Shipley","J Harold"
"657","T Shipley","K Coventry"
"658","T Shipley","I Lorenzoni"
"659","A Stuhlmuller","R Hawkins"
"660","J Degen","R Hawkins"
"661","J Degen","A Stuhlmuller"
"662","N Goodman","R Hawkins"
"663","N Goodman","A Stuhlmuller"
"665","N Goodman","D Hawthorne-Madell"
"666","G Hawkins","B Hayes"
"667","B Newell","B Hayes"
"668","B Newell","G Hawkins"
"669","K Persaud","P Hemmer"
"670","C Kidd","P Hemmer"
"671","C Kidd","K Persaud"
"672","S Piantadosi","P Hemmer"
"673","S Piantadosi","K Persaud"
"674","S Piantadosi","C Kidd"
"675","L Boroditsky","R Hendricks"
"676","D Navarro","A Hendrickson"
"677","C Donkin","A Hendrickson"
"678","C Donkin","D Navarro"
"679","G Trafton","L Hiatt"
"680","M Littman","M Ho"
"681","F Cushman","M Ho"
"682","F Cushman","M Littman"
"683","J Austerweil","M Ho"
"684","J Austerweil","M Littman"
"685","J Austerweil","F Cushman"
"686","M Frank","A Horowitz"
"687","L Blaha","J Houpt"
"688","P Healey","C Howes"
"689","P Panzarasa","C Howes"
"690","P Panzarasa","P Healey"
"691","T Hills","C Howes"
"692","T Hills","P Healey"
"693","T Hills","P Panzarasa"
"694","W Horton","C Hoyos"
"695","D Gentner","C Hoyos"
"696","D Gentner","W Horton"
"697","B MacDonald","M Hrabic"
"698","M Beran","M Hrabic"
"699","M Beran","B MacDonald"
"700","R Williamson","M Hrabic"
"701","R Williamson","B MacDonald"
"702","R Williamson","M Beran"
"703","A Whalen","J Hu"
"704","D Buchsbaum","J Hu"
"705","D Buchsbaum","A Whalen"
"706","T Griffiths","J Hu"
"707","T Griffiths","A Whalen"
"708","T Griffiths","D Buchsbaum"
"709","F Xu","J Hu"
"710","F Xu","A Whalen"
"711","F Xu","D Buchsbaum"
"712","F Xu","T Griffiths"
"713","N Goodman","T Icard"
"714","E Lydic","J Jara-Ettinger"
"716","J Tenenbaum","E Lydic"
"717","L Schulz","J Jara-Ettinger"
"718","L Schulz","E Lydic"
"719","L Schulz","J Tenenbaum"
"723","L Samuelson","G Jenkins"
"724","J Spencer","G Jenkins"
"725","J Spencer","L Samuelson"
"726","C Jennings","C Jennings"
"727","Y Li","Y Jie"
"728","J Wang","K Johannes"
"729","A Papafragou","K Johannes"
"730","A Papafragou","J Wang"
"731","B Landau","K Johannes"
"732","B Landau","J Wang"
"733","B Landau","A Papafragou"
"734","T Merchant","S Johnson"
"735","F Keil","S Johnson"
"736","F Keil","T Merchant"
"737","G Rajeev-Kumar","S Johnson"
"739","F Keil","G Rajeev-Kumar"
"743","S Johnson","A Johnston"
"744","M Koven","A Johnston"
"745","M Koven","S Johnson"
"746","F Keil","A Johnston"
"748","F Keil","M Koven"
"749","J Moss","W Jones"
"750","A Goel","D Joyner"
"751","O Rasanen","S Kakouros"
"752","J Kaminski","J Kaminski"
"753","N Goodman","J Kao"
"754","C Suhler","L Kavanagh"
"755","H Rohde","A Kehler"
"756","M Montrey","M Kharratzadeh"
"757","A Metz","M Kharratzadeh"
"758","A Metz","M Montrey"
"759","T Shultz","M Kharratzadeh"
"760","T Shultz","M Montrey"
"761","T Shultz","A Metz"
"762","G Goodwin","S Khemlani"
"763","P Johnson-Laird","S Khemlani"
"764","P Johnson-Laird","G Goodwin"
"766","J Opfer","D Kim"
"767","E Kaiser","L Kim"
"768","M Sumner","S Kim"
"769","S Hunley","K Kimura"
"770","L Namy","K Kimura"
"771","L Namy","S Hunley"
"772","M Sumner","E King"
"773","B Burns","S Kistner"
"774","R Vollmeyer","S Kistner"
"775","R Vollmeyer","B Burns"
"776","K Ulrich","S Kistner"
"777","K Ulrich","B Burns"
"778","K Ulrich","R Vollmeyer"
"780","S Levine","M Kleiman-Weiner"
"781","S Levine","T Gerstenberg"
"784","J Tenenbaum","S Levine"
"785","R Raizada","D Kleinschmidt"
"786","T Jaeger","D Kleinschmidt"
"787","T Jaeger","R Raizada"
"788","J Snedeker","M Kline"
"789","M Eckstein","K Koehler"
"790","K Koedinger","D Koh"
"791","C Rose","D Koh"
"792","C Rose","K Koedinger"
"793","D Feldon","D Koh"
"794","D Feldon","K Koedinger"
"795","D Feldon","C Rose"
"796","S Hoppe","N Koleva"
"797","M Moniri","N Koleva"
"798","M Moniri","S Hoppe"
"799","M Staudte","N Koleva"
"800","M Staudte","S Hoppe"
"801","M Staudte","M Moniri"
"802","A Bulling","N Koleva"
"803","A Bulling","S Hoppe"
"804","A Bulling","M Moniri"
"805","A Bulling","M Staudte"
"806","R Prada","T Komatsu"
"807","K Kobayashi","T Komatsu"
"808","K Kobayashi","R Prada"
"809","S Yamada","T Komatsu"
"810","S Yamada","R Prada"
"811","S Yamada","K Kobayashi"
"812","K Funakoshi","T Komatsu"
"813","K Funakoshi","R Prada"
"814","K Funakoshi","K Kobayashi"
"815","K Funakoshi","S Yamada"
"816","M Nakano","T Komatsu"
"817","M Nakano","R Prada"
"818","M Nakano","K Kobayashi"
"819","M Nakano","S Yamada"
"820","M Nakano","K Funakoshi"
"821","P Langthorne","J Kominsky"
"822","F Keil","J Kominsky"
"823","F Keil","P Langthorne"
"824","V Ustun","C Kommers"
"825","A Demski","C Kommers"
"826","A Demski","V Ustun"
"827","P Rosenbloom","C Kommers"
"828","P Rosenbloom","V Ustun"
"829","P Rosenbloom","A Demski"
"830","N Ashby","E Konstantinidis"
"831","C Gonzalez","E Konstantinidis"
"832","C Gonzalez","N Ashby"
"833","M MacDonald","M Koranda"
"834","P Carvalho","A Kost"
"835","R Goldstone","A Kost"
"837","B Kotchoubey","B Kotchoubey"
"838","R Hawkins","P Krafft"
"839","A Pentland","P Krafft"
"840","A Pentland","R Hawkins"
"841","N Goodman","P Krafft"
"843","N Goodman","A Pentland"
"844","J Tenenbaum","P Krafft"
"845","J Tenenbaum","R Hawkins"
"846","J Tenenbaum","A Pentland"
"848","V Demberg","E Kravtchenko"
"849","H Lu","J Kubricht"
"850","K Holyoak","J Kubricht"
"852","M Buschkuehl","C Kupitz"
"853","S Jaeggi","C Kupitz"
"854","S Jaeggi","M Buschkuehl"
"855","J Jonides","C Kupitz"
