"","from","to"
"13285","J Cheng","T Foulsham"
"13286","J Tracy","T Foulsham"
"13287","J Tracy","J Cheng"
"13288","J Henrich","T Foulsham"
"13289","J Henrich","J Cheng"
"13290","J Henrich","J Tracy"
"13292","A Kingstone","J Cheng"
"13293","A Kingstone","J Tracy"
"13294","A Kingstone","J Henrich"
"13296","J Low","A Garland"
"13297","K Burns","A Garland"
"13298","K Burns","J Low"
"13299","R Flanagan","R Flanagan"
"13301","K Harrison","N Steinhauser"
"13302","K Harrison","G Campbell"
"13303","L Taylor","N Steinhauser"
"13304","L Taylor","G Campbell"
"13305","L Taylor","K Harrison"
"13308","M Dzikovska","K Harrison"
"13309","M Dzikovska","L Taylor"
"13312","J Moore","K Harrison"
"13313","J Moore","L Taylor"
"13315","M Lapata","T Fountain"
"13316","J Salapska-Gelleri","J Salapska-Gelleri"
"13318","C Holscher","S Buechner"
"13319","K James","A Pereira"
"13320","S Jones","A Pereira"
"13321","S Jones","K James"
"13323","L Smith","K James"
"13324","L Smith","S Jones"
"13325","C Li","J Chen"
"13326","B Jones","B Jones"
"13327","H Nicholson","K Eberhard"
"13328","S Beilock","I Lyons"
"13331","B Rittle-Johnson","K Durkin"
"13332","J Star","K Durkin"
"13334","K Cheng","S Kriz"
"13335","M Rolandi","S Kriz"
"13336","M Rolandi","K Cheng"
"13337","Y Chen","S Kriz"
"13338","Y Chen","K Cheng"
"13339","Y Chen","M Rolandi"
"13340","C Gallistel","A Kheifets"
"13341","G Wiggins","G Wiggins"
"13342","D Lagnado","T Gerstenberg"
"13343","Y Kareev","T Gerstenberg"
"13344","Y Kareev","D Lagnado"
"13348","R Lowe","S Thill"
"13349","J Hu","S Chen"
"13351","P Li","J Hu"
"13352","J Rieskamp","B Scheibehenne"
"13353","A Fazly","F Asr"
"13354","Z Azimifar","F Asr"
"13355","Z Azimifar","A Fazly"
"13356","L Carlson","H Schultheis"
"13357","R Abrams","H Schultheis"
"13358","R Abrams","L Carlson"
"13359","M Bizzotto","M Bizzotto"
"13360","S Flsuberg","N Davidenko"
"13361","J Alderete","J Alderete"
"13363","M Yap","S Lim"
"13364","J Hanna","D Byron"
"13365","W Hartmann","D Byron"
"13366","W Hartmann","J Hanna"
"13368","S Chin-Parker","S Chin-Parker"
"13369","E Wagemakers","L Maanen"
"13370","H Mary","A Stull"
"13371","S Mike","A Stull"
"13372","S Mike","H Mary"
"13373","D Bonnie","A Stull"
"13374","D Bonnie","H Mary"
"13375","D Bonnie","S Mike"
"13376","E Bjork","J Little"
"13377","R Goldstone","S Frey"
"13379","R Wu","D Yurovksy"
"13380","N Kirkham","D Yurovksy"
"13381","N Kirkham","R Wu"
"13383","C Yu","R Wu"
"13384","C Yu","N Kirkham"
"13385","J Goldstein","B Abbs"
"13386","K Mueller","J Toscano"
"13388","B McMurray","K Mueller"
"13389","B Tomblin","J Toscano"
"13390","B Tomblin","K Mueller"
"13391","B Tomblin","B McMurray"
"13392","S Linkenauger","D Landy"
"13393","G Paiva","G Paiva"
"13394","D Richardson","C Street"
"13396","A Kingstone","S Sinnett"
"13397","G Gunzelmann","T Halverson"
"13398","L Moore","T Halverson"
"13399","L Moore","G Gunzelmann"
"13400","H Dongen","T Halverson"
"13402","H Dongen","L Moore"
"13403","T Griffin","C Salas"
"13404","J Moss","W Jones"
"13405","S Doane","W Jones"
"13406","S Doane","J Moss"
"13408","J Smith","G Jenkins"
"13409","J Spencer","G Jenkins"
"13410","J Spencer","J Smith"
"13411","L Samuelson","G Jenkins"
"13412","L Samuelson","J Smith"
"13415","M Spivey","M Greenwood"
"13416","M Spivey","T Matlock"
"13417","J Matthews","M Greenwood"
"13419","J Matthews","M Spivey"
"13420","C Widmer","D Kim"
"13421","C Szostak","D Kim"
"13422","C Szostak","C Widmer"
"13423","M Pitt","D Kim"
"13424","M Pitt","C Widmer"
"13425","M Pitt","C Szostak"
"13426","W Sommer","M Rabovsky"
"13427","R Rahman","M Rabovsky"
"13428","R Rahman","W Sommer"
"13432","M Lesourd","L Brunel"
"13433","M Lesourd","G Vallet"
"13434","M Lesourd","B Riou"
"13435","E Labeye","L Brunel"
"13436","E Labeye","G Vallet"
"13437","E Labeye","B Riou"
"13438","E Labeye","M Lesourd"
"13442","R Versace","M Lesourd"
"13443","R Versace","E Labeye"
"13444","H Shin","E Kim"
"13448","L Nygaard","C Tzeng"
"13449","L Namy","C Tzeng"
"13450","L Namy","L Nygaard"
"13451","D Bullard","D Pfeiffer"
"13452","H Kloos","D Pfeiffer"
"13453","H Kloos","D Bullard"
"13454","M Choi","S Yoon"
"13455","H Shin","S Yoon"
"13459","F Naaz","J Chariker"
"13461","J Pani","F Naaz"
"13462","K Ericsson","J Moxley"
"13463","T Towne","J Moxley"
"13464","T Towne","K Ericsson"
"13465","R Best","J Moxley"
"13466","R Best","K Ericsson"
"13467","R Best","T Towne"
"13468","K Fu","J Chan"
"13469","C Schunn","J Chan"
"13470","C Schunn","K Fu"
"13471","K Wood","J Chan"
"13472","K Wood","K Fu"
"13473","K Wood","C Schunn"
"13474","J Cagan","J Chan"
"13475","J Cagan","K Fu"
"13476","J Cagan","C Schunn"
"13477","J Cagan","K Wood"
"13478","K Kotovsky","J Chan"
"13479","K Kotovsky","K Fu"
"13480","K Kotovsky","C Schunn"
"13481","K Kotovsky","K Wood"
"13483","U Cress","C Held"
"13485","L Smith","L Cantrell"
"13486","M Prince","G Hawkins"
"13487","S Brown","G Hawkins"
"13488","S Brown","M Prince"
"13489","A Heathcote","G Hawkins"
"13492","O Koenig","E Gerbier"
"13493","S Tan","L Suarez"
"13494","M Yap","L Suarez"
"13495","M Yap","S Tan"
"13497","W Goh","S Tan"
"13498","W Goh","M Yap"
"13499","H Lu","E Mettler"
"13500","P Kellman","E Mettler"
"13501","P Kellman","H Lu"
"13502","A Gerganov","E Hristova"
"13503","E Todorova","E Hristova"
"13504","E Todorova","A Gerganov"
"13505","S Georgieva","E Hristova"
"13506","S Georgieva","A Gerganov"
"13507","S Georgieva","E Todorova"
"13508","Y Itaguchi","S Asakawa"
"13509","T Shultz","I Beatu"
"13510","C Schunn","M Patchan"
"13511","M Beigl","H Schmidtke"
"13512","D Gomes","D Calvillo"
"13516","A Stocco","J Borst"
"13517","A Stocco","N Taatgen"
"13518","A Stocco","H Rijn"
"13519","H Kloos","S Schwind"
"13520","M Lauer-Schmaltz","W Rauch"
"13522","M Hernandez","N Stein"
"13524","B Bennett","R Taraban"
"13525","X Zeng","R Taraban"
"13526","X Zeng","B Bennett"
"13527","T Rogers","L Chen"
"13528","P Nachbaur","J Sturm"
"13529","A Goldberg","J Sturm"
"13530","A Goldberg","P Nachbaur"
"13531","J Herts","J Sturm"
"13532","J Herts","P Nachbaur"
"13533","J Herts","A Goldberg"
"13534","J Andrews","J Sturm"
"13535","J Andrews","P Nachbaur"
"13536","J Andrews","A Goldberg"
"13537","J Andrews","J Herts"
"13538","K Livingston","J Sturm"
"13539","K Livingston","P Nachbaur"
"13540","K Livingston","A Goldberg"
"13541","K Livingston","J Herts"
"13543","K Tomanek","S Lohman"
"13544","J Ziegler","S Lohman"
"13545","J Ziegler","K Tomanek"
"13546","U Hahn","S Lohman"
"13547","U Hahn","K Tomanek"
"13548","U Hahn","J Ziegler"
"13550","S Rugaber","A Goel"
"13551","S Rugaber","S Vattam"
"13552","D Joyner","A Goel"
"13553","D Joyner","S Vattam"
"13554","D Joyner","S Rugaber"
"13555","C Hmelo-Silver","A Goel"
"13556","C Hmelo-Silver","S Vattam"
"13557","C Hmelo-Silver","S Rugaber"
"13558","C Hmelo-Silver","D Joyner"
"13559","R Jordan","A Goel"
"13560","R Jordan","S Vattam"
"13561","R Jordan","S Rugaber"
"13562","R Jordan","D Joyner"
"13563","R Jordan","C Hmelo-Silver"
"13564","S Honwad","A Goel"
"13565","S Honwad","S Vattam"
"13566","S Honwad","S Rugaber"
"13567","S Honwad","D Joyner"
"13568","S Honwad","C Hmelo-Silver"
"13569","S Honwad","R Jordan"
"13570","S Gray","A Goel"
"13571","S Gray","S Vattam"
"13572","S Gray","S Rugaber"
"13573","S Gray","D Joyner"
"13574","S Gray","C Hmelo-Silver"
"13575","S Gray","R Jordan"
"13576","S Gray","S Honwad"
"13577","S Sinha","A Goel"
"13578","S Sinha","S Vattam"
"13579","S Sinha","S Rugaber"
"13580","S Sinha","D Joyner"
"13581","S Sinha","C Hmelo-Silver"
"13582","S Sinha","R Jordan"
"13583","S Sinha","S Honwad"
"13584","S Sinha","S Gray"
"13586","S Lynn","D Levin"
"13587","S Lynn","M Saylor"
"13588","T Stoess","R Warner"
"13590","P Shafto","T Stoess"
"13591","S Lallee","C Madden"
"13592","P Dominey","C Madden"
"13593","P Dominey","S Lallee"
"13594","L Johnston","V Kapatsinski"
"13595","J McClelland","J Glick"
"13597","A Kawamoto","A Kawamoto"
"13598","A Kehler","M Ueno"
"13599","C Kalish","T Rogers"
"13600","B Gibson","T Rogers"
"13601","B Gibson","C Kalish"
"13602","J Harrison","T Rogers"
"13603","J Harrison","C Kalish"
"13604","J Harrison","B Gibson"
"13605","X Zhu","T Rogers"
"13606","X Zhu","C Kalish"
"13607","X Zhu","B Gibson"
"13608","X Zhu","J Harrison"
"13617","P Yaner","J Davies"
"13626","C Scheepers","B Hemforth"
"13627","C Scheepers","L Konieczny"
"13628","S Colonna","B Hemforth"
"13629","S Colonna","L Konieczny"
"13630","S Colonna","C Scheepers"
"13633","S Schimke","C Scheepers"
"13634","S Schimke","S Colonna"
"13637","P Baumann","C Scheepers"
"13638","P Baumann","S Colonna"
"13639","P Baumann","S Schimke"
"13640","J Pynte","B Hemforth"
"13641","J Pynte","L Konieczny"
"13642","J Pynte","C Scheepers"
"13643","J Pynte","S Colonna"
"13644","J Pynte","S Schimke"
"13645","J Pynte","P Baumann"
"13647","M Freiman","J Ball"
"13648","S Rodgers","J Ball"
"13649","S Rodgers","M Freiman"
"13650","C Myers","J Ball"
"13651","C Myers","M Freiman"
"13652","C Myers","S Rodgers"
"13654","C Wasylyshyn","C Wasylyshyn"
"13655","J Kwisthout","M Blokpoel"
"13656","T Weide","M Blokpoel"
"13657","T Weide","J Kwisthout"
"13658","I Rooij","M Blokpoel"
"13659","I Rooij","J Kwisthout"
"13660","I Rooij","T Weide"
"13661","D Dunbar","A Prefors"
"13662","M Kaushanskaya","L Byom"
"13663","M Welsh","B Bruza"
"13664","D Navarro","B Bruza"
"13666","S Begg","B Bruza"
"13668","S Begg","D Navarro"
"13669","T Ionescu","R Hanania"
"13670","L Smith","R Hanania"
"13671","L Smith","T Ionescu"
"13672","R Liu","H Datta"
"13676","A Fouse","J Lewis"
"13677","V Sa","J Lewis"
"13678","V Sa","A Fouse"
"13680","S Dennis","A Osth"
"13681","V Sloutsky","A Osth"
"13682","V Sloutsky","S Dennis"
"13683","K Miwa","M Matsumuro"
"13685","L Geraci","S Tosun"
"13686","L Geraci","J Vaid"
"13687","M Spivey","E Chiu"
"13688","M Steyvers","S Yi"
"13689","M Lee","S Yi"
"13691","M Dry","S Yi"
"13692","M Dry","M Steyvers"
"13695","J Hudson","J Prabhakar"
"13696","D Noelle","W Clair"
"13703","C Wilson-Mendenhall","L McDonough"
"13704","L Barsalou","L McDonough"
"13705","L Barsalou","C Wilson-Mendenhall"
"13706","E Kim","W Lee"
"13707","J Won","W Lee"
"13708","J Won","E Kim"
"13709","Y Lee","W Lee"
"13710","Y Lee","E Kim"
"13711","Y Lee","J Won"
"13712","Y Kim","W Lee"
"13713","Y Kim","E Kim"
"13714","Y Kim","J Won"
"13715","Y Kim","Y Lee"
"13716","Y Jeong","M Kwon"
"13718","S Levine","Y Jeong"
"13720","B Becker","M Ragni"
"13721","E Risko","E Walker"
"13722","A Kingstone","E Walker"
"13724","B Roy","S Vosoughi"
"13725","M Frank","S Vosoughi"
"13727","D Roy","S Vosoughi"
"13730","L Hackman","A Koop"
"13731","R Sutton","A Koop"
"13732","R Sutton","L Hackman"
"13733","M Alibail","A Young"
"13734","C Kalish","A Young"
"13735","C Kalish","M Alibail"
"13736","S Khemlani","N Kunze"
"13737","M Lotstein","N Kunze"
"13738","M Lotstein","S Khemlani"
"13739","P Johnson-Laird","N Kunze"
"13741","P Johnson-Laird","M Lotstein"
"13745","S Jones","H Kalagher"
"13746","B Rittle-Johnson","M DeCaro"
"13748","E Risko","R Treszka"
"13749","G Kuhn","R Treszka"
"13750","G Kuhn","E Risko"
"13751","A Kingstone","R Treszka"
"13754","W Voorspoels","D Heussen"
"13755","G Storms","D Heussen"
"13757","N Goodman","P Shafto"
"13758","B Gerstle","P Shafto"
"13759","B Gerstle","N Goodman"
"13760","F Ladusaw","P Shafto"
"13761","F Ladusaw","N Goodman"
"13762","F Ladusaw","B Gerstle"
"13764","G Schurz","M Unterhuber"
"13765","J Moss","E Cranford"
"13768","J Wiley","A Jaeger"
"13770","G Hollis","C Kello"
"13771","G Hollis","T Rhodes"
"13772","B Kerster","C Kello"
"13773","B Kerster","T Rhodes"
"13774","B Kerster","G Hollis"
"13775","M Welsh","M Welsh"
"13776","A Kenning","J Jordan"
"13777","J Clinton","J Jordan"
"13778","J Clinton","A Kenning"
"13779","J Durtschi","J Jordan"
"13780","J Durtschi","A Kenning"
"13781","J Durtschi","J Clinton"
"13782","J Cutting","J Jordan"
"13783","J Cutting","A Kenning"
"13784","J Cutting","J Clinton"
"13785","J Cutting","J Durtschi"
"13786","C Schunn","J Jang"
"13787","A Padgitt","A Hund"
"13790","E Shaw","J Kim"
"13791","S Wyner","J Kim"
"13792","S Wyner","E Shaw"
"13793","T Kim","J Kim"
"13794","T Kim","E Shaw"
"13795","T Kim","S Wyner"
"13796","J Li","J Kim"
"13797","J Li","E Shaw"
"13798","J Li","S Wyner"
"13799","J Li","T Kim"
"13800","R Zheng","K Butcher"
"13801","A Cook","K Butcher"
"13802","A Cook","R Zheng"
"13803","L Ferrera","K Butcher"
"13804","L Ferrera","R Zheng"
"13805","L Ferrera","A Cook"
"13806","S Davies","K Butcher"
"13807","S Davies","R Zheng"
"13808","S Davies","A Cook"
"13809","S Davies","L Ferrera"
"13810","A Mazal","K Butcher"
"13811","A Mazal","R Zheng"
"13812","A Mazal","A Cook"
"13813","A Mazal","L Ferrera"
"13814","A Mazal","S Davies"
"13815","A Dewald","K Butcher"
"13816","A Dewald","R Zheng"
"13817","A Dewald","A Cook"
"13818","A Dewald","L Ferrera"
"13819","A Dewald","S Davies"
"13820","A Dewald","A Mazal"
"13821","E Markman","S Gripshover"
"13822","P Monaghan","T Farmer"
"13823","J Misyak","T Farmer"
"13824","J Misyak","P Monaghan"
"13828","L Rasmussen","W Sieck"
"13829","L Bott","E Williams"
"13830","M Lewis","E Williams"
"13831","M Lewis","L Bott"
"13832","J Patrick","E Williams"
"13833","J Patrick","L Bott"
"13834","J Patrick","M Lewis"
"13835","K Jennings","K Jennings"
"13836","R Wetzels","M Lee"
"13838","M Fry","M Wood"
"13840","M Blair","M Fry"
"13841","J Tenenbaum","D Buchanan"
"13842","D Sobel","D Buchanan"
"13843","D Sobel","J Tenenbaum"
"13846","P Hofmeister","L Casasanto"
"13847","I Sag","L Casasanto"
"13848","I Sag","P Hofmeister"
"13859","F Keller","J Gerard"
"13860","T Palpanas","J Gerard"
"13861","T Palpanas","F Keller"
"13862","J Jordan","J Jordan"
"13864","R Jacobs","I Yildirim"
"13865","M Harris","A Feltz"
"13866","A Perez","A Feltz"
"13867","A Perez","M Harris"
"13868","J Alexandre","J Alexandre"
"13870","A Kukona","J Magnuson"
"13871","D Braze","J Magnuson"
"13872","D Braze","A Kukona"
"13873","C Johns","J Magnuson"
"13874","C Johns","A Kukona"
"13875","C Johns","D Braze"
"13876","J Dyke","J Magnuson"
"13877","J Dyke","A Kukona"
"13878","J Dyke","D Braze"
"13879","J Dyke","C Johns"
"13880","W Tabor","J Magnuson"
"13881","W Tabor","A Kukona"
"13882","W Tabor","D Braze"
"13883","W Tabor","C Johns"
"13884","W Tabor","J Dyke"
"13885","K Pugh","J Magnuson"
"13886","K Pugh","A Kukona"
"13887","K Pugh","D Braze"
"13888","K Pugh","C Johns"
"13889","K Pugh","J Dyke"
"13890","K Pugh","W Tabor"
"13891","E Mencl","J Magnuson"
"13892","E Mencl","A Kukona"
"13893","E Mencl","D Braze"
"13894","E Mencl","C Johns"
"13895","E Mencl","J Dyke"
"13896","E Mencl","W Tabor"
"13897","E Mencl","K Pugh"
"13898","H Fitz","H Fitz"
"13899","A Yu","M Sonderegger"
"13900","J Hsiao","K Cheung"
"13901","K Brown","A Kaznatcheev"
"13903","T Shultz","K Brown"
"13905","A Prefors","R Stephens"
"13908","D Oller","A Warlaumont"
"13909","R Dale","A Warlaumont"
"13910","R Dale","D Oller"
"13911","J Richards","A Warlaumont"
"13912","J Richards","D Oller"
"13913","J Richards","R Dale"
"13914","J Gilkerson","A Warlaumont"
"13915","J Gilkerson","D Oller"
"13916","J Gilkerson","R Dale"
"13917","J Gilkerson","J Richards"
"13918","D Xu","A Warlaumont"
"13919","D Xu","D Oller"
"13920","D Xu","R Dale"
"13921","D Xu","J Richards"
"13922","D Xu","J Gilkerson"
"13923","A Gupta","L Conlin"
"13924","D Hammer","L Conlin"
"13925","D Hammer","A Gupta"
"13933","L Samuelson","S Kucker"
"13934","T Matlock","S Huette"
"13935","M Spivey","S Huette"
"13938","S Stevenson","C Parisien"
"13948","N Novitskiy","W Neys"
"13949","J Ramautar","W Neys"
"13950","J Ramautar","N Novitskiy"
"13951","J Wagemans","W Neys"
"13952","J Wagemans","N Novitskiy"
"13953","J Wagemans","J Ramautar"
"13954","A Springer","P Tausche"
"13955","W Prinz","P Tausche"
"13956","W Prinz","A Springer"
"13958","M Imai","M Arata"
"13959","J Okuda","M Arata"
"13960","J Okuda","M Imai"
"13961","H Okada","M Arata"
"13963","H Okada","J Okuda"
"13964","T Matsuda","M Arata"
"13965","T Matsuda","M Imai"
"13966","T Matsuda","J Okuda"
"13967","T Matsuda","H Okada"
"13968","J Wittwer","S Herppich"
"13969","M Nuckles","S Herppich"
"13971","A Renkl","S Herppich"
"13975","R Levy","K Bicknell"
"13976","A Shtulman","A Shtulman"
"13977","S Dennis","E Freeman"
"13978","J Dunn","E Freeman"
"13979","J Dunn","S Dennis"
"13980","A Wiegmann","M Waldmann"
"13981","L Maanen","B Meijering"
"13984","R Verbrugge","B Meijering"
"13985","R Verbrugge","L Maanen"
"13986","R Verbrugge","H Rijn"
"13988","H Lu","C Carroll"
"13990","M Jones","F Canas"
"13993","C Schunn","J Moss"
"13994","W Schneider","J Moss"
"13995","W Schneider","C Schunn"
"13996","D McNamara","J Moss"
"13997","D McNamara","C Schunn"
"13998","D McNamara","W Schneider"
"13999","K VanLehn","J Moss"
"14000","K VanLehn","C Schunn"
"14001","K VanLehn","W Schneider"
"14002","K VanLehn","D McNamara"
"14003","M Singh","H Haladjian"
"14005","Z Pylyshyn","M Singh"
"14006","R Gallistel","H Haladjian"
"14007","R Gallistel","M Singh"
"14008","R Gallistel","Z Pylyshyn"
"14009","J Feigleson","J Baker"
"14011","K Jordan","J Feigleson"
"14012","D Powers","R Leibbrandt"
"14013","A Olney","A Olney"
"14014","C Sandhofer","H Vlach"
"14016","D Kostons","T Gog"
"14018","F Paas","D Kostons"
"14020","B Malt","N Khetarpal"
"14021","B Malt","A Majid"
"14022","S Sloman","N Khetarpal"
"14023","S Sloman","A Majid"
"14027","T Regier","B Malt"
"14028","T Regier","S Sloman"
"14030","J Viswanathan","S Karanam"
"14031","A Theertha","S Karanam"
"14032","A Theertha","J Viswanathan"
"14034","B Indurkhya","J Viswanathan"
"14035","B Indurkhya","A Theertha"
"14037","H Oostendorp","J Viswanathan"
"14038","H Oostendorp","A Theertha"
"14040","Y Hagmayer","R Mayrhofer"
"14043","A Mendelson","R Engle"
"14044","P Nguyen","R Engle"
"14045","P Nguyen","A Mendelson"
"14046","T Lombrozo","N Gwynne"
"14048","R Aslin","N Bardhan"
"14049","M Tanenhaus","N Bardhan"
"14051","T Matlock","S Anderson"
"14052","M Spivey","S Anderson"
"14055","R Jacobs","R Yakushijin"
"14056","E McLaughlin","K Koedinger"
"14059","J Geren","C Shafto"
"14060","J Snedeker","C Shafto"
"14063","A Kaznatcheev","A Kaznatcheev"
"14064","J Feldman","P Pantelis"
"14066","A Feeney","A Crisp-Bright"
"14067","B Love","A Hoffman"
"14068","A Markman","A Hoffman"
"14071","L Bucher","A Krumnack"
"14072","J Nejasmic","A Krumnack"
"14073","J Nejasmic","L Bucher"
"14074","M Knauff","A Krumnack"
"14075","M Knauff","L Bucher"
"14076","M Knauff","J Nejasmic"
"14077","R Salden","R Weitz"
"14079","R Kim","R Salden"
"14081","N Heffernan","R Salden"
"14083","G Villejoubert","F Vallee-Tourangeau"
"14084","N Burns","A Prefors"
"14089","L Stowe","P Hendriks"
"14091","A Chuderski","T Smole"
"14093","J Schaafsma","E Krahmer"
"14095","M Swerts","J Schaafsma"
"14096","M Balsters","E Krahmer"
"14097","M Balsters","J Schaafsma"
"14098","M Balsters","M Swerts"
"14099","A Vingerhoets","E Krahmer"
"14100","A Vingerhoets","J Schaafsma"
"14101","A Vingerhoets","M Swerts"
"14102","A Vingerhoets","M Balsters"
"14103","L Karlsson","A Merritt"
"14104","E Cokely","A Merritt"
"14105","E Cokely","L Karlsson"
"14106","S Thompson-Schill","G Lupyan"
"14108","W Revelle","K Fua"
"14109","A Ortony","K Fua"
"14110","A Ortony","W Revelle"
"14111","U Noppeney","F Huszar"
"14112","M Lengyel","F Huszar"
"14113","M Lengyel","U Noppeney"
"14117","D Stenstrom","S Read"
"14118","D Stenstrom","D Simon"
"14119","J Heil","L Peterson"
"14120","N McNeil","L Peterson"
"14121","N McNeil","J Heil"
"14122","G Haeffel","L Peterson"
"14123","G Haeffel","J Heil"
"14124","G Haeffel","N McNeil"
"14125","K Jasmin","L Casasanto"
"14126","D Casasanto","L Casasanto"
"14129","J Witt","J Jordan"
"14130","M Riley","J Jordan"
"14131","M Riley","J Witt"
"14133","M Robledo","R Jao"
"14134","G Deak","R Jao"
"14135","G Deak","M Robledo"
"14136","M Feist","L Robinette"
"14137","M Kalish","L Robinette"
"14138","M Kalish","M Feist"
"14141","A Gopnik","C Lucas"
"14146","N Turk-Browne","J Zhao"
"14147","M Lombardi","J Choplin"
"14148","M Crocker","J Koehne"
"14149","F Karlsson","F Karlsson"
"14150","E Markman","L Butler"
"14151","C Conway","M Hendricks"
"14152","R Kellogg","M Hendricks"
"14153","R Kellogg","C Conway"
"14155","J Busemeyer","J Trueblood"
"14156","A Papafragou","S Bosse"
"14157","E Thiessen","E Thiessen"
"14158","D Barner","J Sullivan"
"14159","M Amelsvoort","M Nilsenova"
"14160","C Donkin","P Dodds"
"14169","D Brumby","M Ament"
"14170","D Brumby","A Cox"
"14171","D Brumby","A Blandford"
"14172","C Diemand-Yauman","D Oppenheimer"
"14173","E Vaughan","D Oppenheimer"
"14174","E Vaughan","C Diemand-Yauman"
"14176","T Gureckis","L Zaval"
"14177","B Pajak","B Pajak"
"14178","T Schlicht","T Schlicht"
"14179","E Ert","E Yechiam"
"14181","R Cooper","E Davelaar"
"14182","P Li","B Zinszer"
"14184","G Dell","D Mirman"
"14185","G Dell","A Kittredge"
"14186","L Shi","K Ramanathan"
"14187","T Chong","K Ramanathan"
"14188","T Chong","L Shi"
"14189","S Huette","S Anderson"
"14195","A Darlow","P Fernbach"
"14199","J Rieskamp","B Helversen"
"14206","J Treur","A Aziz"
"14207","M Klein","A Aziz"
"14208","M Klein","J Treur"
"14209","N Pilkington","B Devereux"
"14210","T Poibeau","B Devereux"
"14211","T Poibeau","N Pilkington"
"14212","A Korhonen","B Devereux"
"14213","A Korhonen","N Pilkington"
"14214","A Korhonen","T Poibeau"
"14216","D Casasanto","R Bottini"
"14217","A Lleras","S Mereu"
"14218","A Chuderska","A Chuderska"
"14219","A Gopnik","R Wu"
"14220","D Richardson","R Wu"
"14221","D Richardson","A Gopnik"
"14223","N Kirkham","A Gopnik"
"14224","N Kirkham","D Richardson"
"14226","A Schuler","A Eitel"
"14227","A Schuler","K Scheiter"
"14228","J Treur","Z Memon"
"14233","M Dowman","J Xu"
"14234","M Dowman","T Griffiths"
"14236","P Smith","P Beaman"
"14237","R McCloy","P Beaman"
"14239","J Tenenbaum","S Piantadosi"
"14240","N Goodman","S Piantadosi"
"14245","L Yu","J Nickerson"
"14246","L Yu","B Tversky"
"14247","L Yu","J Corter"
"14251","Y Rho","L Yu"
"14252","D Mason","J Nickerson"
"14253","D Mason","B Tversky"
"14254","D Mason","J Corter"
"14255","D Mason","L Yu"
"14256","D Mason","Y Rho"
"14258","A Bocconi","G Pezzulo"
"14259","A Bocconi","L Barca"
"14260","A Borghi","G Pezzulo"
"14261","A Borghi","L Barca"
"14262","A Borghi","A Bocconi"
"14263","S Bentin","I Lerner"
"14264","O Shriki","I Lerner"
"14265","O Shriki","S Bentin"
"14266","C Cochrane-Braswell","K McEldoon"
"14267","B Rittle-Johnson","K McEldoon"
"14268","B Rittle-Johnson","C Cochrane-Braswell"
"14269","M Kalish","J Trigg"
"14270","D Lin","M Louwerse"
"14271","A Drescher","M Louwerse"
"14272","A Drescher","D Lin"
"14273","G Semin","M Louwerse"
"14274","G Semin","D Lin"
"14275","G Semin","A Drescher"
"14276","V Sloutsky","S Deng"
"14277","J Patrick","P Morgan"
"14278","T Patrick","P Morgan"
"14279","T Patrick","J Patrick"
"14284","G Cox","G Cox"
"14286","L Colyn","R Anderson"
"14287","B Hartzler","R Anderson"
"14288","B Hartzler","L Colyn"
"14291","F Keil","B Rottman"
"14292","M Moon","Y Wang"
"14293","W Fu","Y Wang"
"14294","W Fu","M Moon"
"14295","W Boot","Y Wang"
"14296","W Boot","M Moon"
"14297","W Boot","W Fu"
"14298","K Erickson","Y Wang"
"14299","K Erickson","M Moon"
"14300","K Erickson","W Fu"
"14301","K Erickson","W Boot"
"14302","A Kramer","Y Wang"
"14303","A Kramer","M Moon"
"14304","A Kramer","W Fu"
"14305","A Kramer","W Boot"
"14306","A Kramer","K Erickson"
"14307","R Ryan","J Kao"
"14308","M Dye","J Kao"
"14309","M Dye","R Ryan"
"14310","M Ramscar","J Kao"
"14311","M Ramscar","R Ryan"
"14313","L Schalk","M Imai"
"14315","H Saalbach","L Schalk"
"14317","H Okada","L Schalk"
"14321","T Chaminade","A Saygin"
"14322","H Ishiguro","A Saygin"
"14323","H Ishiguro","T Chaminade"
"14324","K Miwa","A Maehigashi"
"14325","M Kutas","R Metusalem"
"14326","M Hare","R Metusalem"
"14327","M Hare","M Kutas"
"14328","K McRae","R Metusalem"
"14329","K McRae","M Kutas"
"14331","J Elman","R Metusalem"
"14335","D Stracuzzi","A Danielescu"
"14336","N Li","A Danielescu"
"14338","P Langley","A Danielescu"
"14341","D Jackson","L Onnis"
"14342","M Spivey","L Onnis"
"14343","M Spivey","D Jackson"
"14344","D Tran","H Yoshida"
"14345","V Benitez","H Yoshida"
"14346","V Benitez","D Tran"
"14347","M Kuwabara","H Yoshida"
"14348","M Kuwabara","D Tran"
"14349","M Kuwabara","V Benitez"
"14353","P DeCamp","M Meyer"
"14354","B Hard","M Meyer"
"14355","B Hard","P DeCamp"
"14357","D Baldwin","P DeCamp"
"14358","D Baldwin","B Hard"
"14359","D Roy","M Meyer"
"14361","D Roy","B Hard"
"14362","D Roy","D Baldwin"
"14363","S Epstein","T Ligorio"
"14364","R Passonneau","T Ligorio"
"14365","R Passonneau","S Epstein"
"14366","J Gordon","T Ligorio"
"14367","J Gordon","S Epstein"
"14368","J Gordon","R Passonneau"
"14369","L Novick","B Phillips"
"14370","K Catley","B Phillips"
"14372","D Funk","B Phillips"
"14373","D Funk","L Novick"
