"","from","to"
"680","T Griffiths","T Langlois"
"681","T Griffiths","N Jacoby"
"683","A Hough","O Larue"
"684","I Juvina","O Larue"
"685","I Juvina","A Hough"
"686","N Katsos","D Lazaridou-Chatzigoga"
"687","L Stockall","D Lazaridou-Chatzigoga"
"688","L Stockall","N Katsos"
"689","C Chambers","R Lee"
"690","F Huettig","R Lee"
"691","F Huettig","C Chambers"
"692","P Ganea","R Lee"
"693","P Ganea","C Chambers"
"694","P Ganea","F Huettig"
"695","E Konstantinidis","G Liang"
"696","A Szollosi","G Liang"
"697","A Szollosi","E Konstantinidis"
"698","C Donkin","G Liang"
"699","C Donkin","E Konstantinidis"
"700","C Donkin","A Szollosi"
"701","B Newell","G Liang"
"703","B Newell","A Szollosi"
"704","B Newell","C Donkin"
"705","P Krueger","F Lieder"
"706","T Griffiths","F Lieder"
"707","T Griffiths","P Krueger"
"708","D Little","D Lin"
"709","C Fisher","Y Lin"
"710","M Perlman","H Little"
"711","K Eryilmaz","H Little"
"712","K Eryilmaz","M Perlman"
"713","T Ullman","S Liu"
"714","J Tenenbaum","S Liu"
"715","J Tenenbaum","T Ullman"
"716","E Spelke","S Liu"
"717","E Spelke","T Ullman"
"718","E Spelke","J Tenenbaum"
"719","A Sanborn","K Lloyd"
"720","D Leslie","K Lloyd"
"721","D Leslie","A Sanborn"
"722","S Lewandowsky","K Lloyd"
"723","S Lewandowsky","A Sanborn"
"724","S Lewandowsky","D Leslie"
"725","L Onnis","M Lou-Magnuson"
"726","J Zhao","Y Luo"
"727","A Blonder","K MacDonald"
"728","V Marchman","K MacDonald"
"729","V Marchman","A Blonder"
"730","A Fernald","K MacDonald"
"731","A Fernald","A Blonder"
"732","A Fernald","V Marchman"
"733","M Frank","K MacDonald"
"734","M Frank","A Blonder"
"735","M Frank","V Marchman"
"736","M Frank","A Fernald"
"737","M Depascale","R Magid"
"738","L Schulz","R Magid"
"739","L Schulz","M Depascale"
"740","M Siegel","R Magid"
"741","J Tenenbaum","R Magid"
"742","J Tenenbaum","M Siegel"
"744","L Schulz","M Siegel"
"745","L Schulz","J Tenenbaum"
"746","M Steyvers","B Miller"
"747","S Wade","F Mollica"
"748","S Piantadosi","F Mollica"
"749","S Piantadosi","S Wade"
"751","Y Chang","P Monaghan"
"752","S Welbourne","P Monaghan"
"753","S Welbourne","Y Chang"
"754","J Brand","P Monaghan"
"755","R Frost","P Monaghan"
"756","R Frost","J Brand"
"757","G Taylor","P Monaghan"
"758","G Taylor","J Brand"
"759","G Taylor","R Frost"
"760","A Ruggeri","L Musculus"
"761","M Raab","L Musculus"
"762","M Raab","A Ruggeri"
"763","B Lobinger","L Musculus"
"764","B Lobinger","A Ruggeri"
"765","B Lobinger","M Raab"
"766","A Saxe","S Musslick"
"767","K Ozcimder","S Musslick"
"768","K Ozcimder","A Saxe"
"769","B Dey","S Musslick"
"770","B Dey","A Saxe"
"771","B Dey","K Ozcimder"
"772","G Henselman","S Musslick"
"773","G Henselman","A Saxe"
"774","G Henselman","K Ozcimder"
"775","G Henselman","B Dey"
"776","J Cohen","S Musslick"
"777","J Cohen","A Saxe"
"778","J Cohen","K Ozcimder"
"779","J Cohen","B Dey"
"780","J Cohen","G Henselman"
"781","D Gentner","M Myers"
"782","J Navarrete","J Navarrete"
"783","A Perfors","D Navarro"
"784","A Kary","D Navarro"
"785","A Kary","A Perfors"
"786","S Brown","D Navarro"
"787","S Brown","A Perfors"
"788","S Brown","A Kary"
"789","C Donkin","D Navarro"
"790","C Donkin","A Perfors"
"791","C Donkin","A Kary"
"792","C Donkin","S Brown"
"793","B Beekhuizen","A Nematzadeh"
"794","S Huang","A Nematzadeh"
"795","S Huang","B Beekhuizen"
"796","S Stevenson","A Nematzadeh"
"798","S Stevenson","S Huang"
"799","S Meylan","A Nematzadeh"
"801","T Griffiths","S Meylan"
"802","E Walker","A Nishimi"
"803","B Bergen","A Nishimi"
"804","B Bergen","E Walker"
"805","T Marghetis","A Nishimi"
"806","T Marghetis","E Walker"
"807","T Marghetis","B Bergen"
"808","L Soter","P Nordbeck"
"809","R Kallen","P Nordbeck"
"810","R Kallen","L Soter"
"811","A Chemero","P Nordbeck"
"812","A Chemero","L Soter"
"813","A Chemero","R Kallen"
"814","M Richardson","P Nordbeck"
"815","M Richardson","L Soter"
"816","M Richardson","R Kallen"
"817","M Richardson","A Chemero"
"818","J Marewski","J Olds"
"819","E Saldanha","A Costa"
"820","S Holldobler","A Costa"
"821","S Holldobler","E Saldanha"
"822","M Ragni","A Costa"
"823","M Ragni","E Saldanha"
"825","A Schiefner","G Ortega"
"826","A Ozyurek","G Ortega"
"827","A Ozyurek","A Schiefner"
"831","G Petri","K Ozcimder"
"832","G Petri","B Dey"
"833","G Petri","S Musslick"
"834","N Ahmed","K Ozcimder"
"835","N Ahmed","B Dey"
"836","N Ahmed","S Musslick"
"837","N Ahmed","G Petri"
"838","T Willke","K Ozcimder"
"839","T Willke","B Dey"
"840","T Willke","S Musslick"
"841","T Willke","G Petri"
"842","T Willke","N Ahmed"
"846","J Cohen","G Petri"
"847","J Cohen","N Ahmed"
"848","J Cohen","T Willke"
"849","J Pate","J Pate"
"850","D Landy","J Patterson"
"851","K Kurtz","J Patterson"
"852","K Kurtz","D Landy"
"853","R Fusaroli","M Perlman"
"854","D Fein","M Perlman"
"855","D Fein","R Fusaroli"
"856","L Naigles","M Perlman"
"857","L Naigles","R Fusaroli"
"858","L Naigles","D Fein"
"860","H Pankka","N Pfeifer"
"861","J Kominsky","J Phillips"
"862","N Hodas","L Phillips"
"863","T Pilditch","T Pilditch"
"864","C Wu","P Analytis"
"865","A Gelastopoulos","P Analytis"
"866","A Gelastopoulos","C Wu"
"867","T Stafford","A Pirrone"
"868","M Ostarek","V Popov"
"869","C Tenison","V Popov"
"870","C Tenison","M Ostarek"
"871","P Hristova","V Popov"
