"","id","label"
"1",1,"B Lake"
"2",2,"R Salakhutdinov"
"3",3,"J Tenenbaum"
"4",4,"I Juvina"
"5",5,"C Lebiere"
"6",6,"C Gonzalez"
"7",7,"M Saleem"
"8",8,"C Carroll"
"9",9,"C Kemp"
"10",10,"F Vallee-Tourangeau"
"11",11,"S Khemlani"
"12",12,"G Trafton"
"13",13,"C Howes"
"14",14,"P Healey"
"15",15,"M Purver"
"16",16,"A Eshghi"
"17",17,"P Bilkstein"
"18",18,"D Markant"
"19",19,"T Gureckis"
"20",20,"C Walker"
"21",21,"J Williams"
"22",22,"T Lombrozo"
"23",23,"A Gopnik"
"24",24,"T Liu"
"25",25,"J Hsiao"
"26",26,"C Acarturk"
"27",27,"O Alacam"
"28",28,"J Koster-Hale"
"29",29,"J Dungan"
"30",30,"R Saxe"
"31",31,"L Young"
"32",32,"D Wulff"
"33",33,"T Hills"
"34",34,"R Hertwig"
"35",35,"P Carvalho"
"36",36,"R Goldstone"
"37",37,"J Moon"
"38",38,"J Anderson"
"39",39,"M Sato"
"40",40,"H Sakai"
"41",41,"J Wu"
"42",42,"B Bergen"
"43",43,"J Lewis"
"44",44,"L Maaten"
"45",45,"V Sa"
"46",46,"J Holler"
"47",47,"S Kelly"
"48",48,"P Hagoort"
"49",49,"A Ozyurek"
"50",50,"Y Kronrod"
"51",51,"E Coppess"
"52",52,"N Feldman"
"53",53,"S Beller"
"54",54,"A Bender"
"55",55,"P Battaglia"
"56",56,"T Ullman"
"57",57,"A Sanborn"
"58",58,"K Forbus"
"59",59,"T Gerstenberg"
"60",60,"D Lagnado"
"61",61,"B Zhang"
"62",62,"J Ha"
"63",63,"M Kang"
"64",64,"H Yun"
"65",65,"G Mauner"
"66",66,"D Roland"
"67",67,"J Koenig"
"68",68,"N Goodman"
"69",69,"T Stewart"
"70",70,"F Choo"
"71",71,"C Eliasmith"
"72",72,"M Coco"
"73",73,"M Garraffa"
"74",74,"H Branigan"
"75",75,"K Phelps"
"76",76,"S Duman"
"77",77,"R Chan"
"78",78,"J Leung"
"79",79,"W Bechtel"
"80",80,"A Abrahamsen"
"81",81,"F Yeates"
"82",82,"F Jones"
"83",83,"A Wills"
"84",84,"M Aitken"
"85",85,"I McLaren"
"86",86,"L Zhang"
"87",87,"L Kornbluth"
"88",88,"P Knoeferle"
"89",89,"Y Sun"
"90",90,"H Wang"
"91",91,"M Louwerse"
"92",92,"S Hutchinson"
"93",93,"Z Cai"
"94",94,"N Cohn"
"95",95,"P Holcomb"
"96",96,"R Jackendoff"
"97",97,"G Kuperberg"
"98",98,"J Nagel"
"99",99,"M Waldman"
"100",100,"A Gagliardi"
"101",101,"E Bennett"
"102",102,"J Lidz"
"103",103,"N Dufour"
"104",104,"E Redcay"
"105",105,"P Mavros"
"106",106,"J Moran"
"107",107,"C Triantafyllou"
"108",108,"J Gabrieli"
"109",109,"L Connell"
"110",110,"D Lynott"
"111",111,"A Zarcone"
"112",112,"S Pado"
"113",113,"A Lenci"
"114",114,"J Morita"
"115",115,"T Konno"
"116",116,"T Hashimoto"
"117",117,"K Bicknell"
"118",118,"R Levy"
"119",119,"A Stuhlmuller"
"120",120,"A Rusanen"
"121",121,"O Lappi"
"122",122,"D Navarro"
"123",123,"A Prefors"
"124",124,"M Grinberg"
"125",125,"E Hristova"
"126",126,"M Borisova"
"127",127,"F Rebitschek"
"128",128,"A Scholz"
"129",129,"F Bocklisch"
"130",130,"J Krems"
"131",131,"G Jahn"
"132",132,"M Sydow"
"133",133,"K Fiedler"
"134",134,"H Saito"
"135",135,"Y Egusa"
"136",136,"M Takaku"
"137",137,"M Miwa"
"138",138,"N Kando"
"139",139,"J Abbott"
"140",140,"T Regier"
"141",141,"T Griffiths"
"142",142,"J Braatz"
"143",143,"V Veksler"
"144",144,"C Myers"
"145",145,"K Gluck"
"146",146,"B Deverett"
"147",147,"D Stevens"
"148",148,"J Arciuli"
"149",149,"D Anderson"
"150",150,"M Williams"
"151",151,"C Kulkarni"
"152",152,"S Dow"
"153",153,"S Klemmer"
"154",154,"D Lassiter"
"155",155,"K Wagner"
"156",156,"K Dobkins"
"157",157,"D Barner"
"158",158,"S Brem"
"159",159,"G Stump"
"160",160,"G Sinatra"
"161",161,"R Reichenberg"
"162",162,"B Heddy"
"163",163,"J Austerweil"
"164",164,"V Berthiaume"
"165",165,"K Smith"
"166",166,"E Vul"
"167",167,"N Kumar"
"168",168,"J Manjaly"
"169",169,"K Miyapuram"
"170",170,"T Tsuchida"
"171",171,"G Cottrell"
"172",172,"M Frank"
"173",173,"L Scharrer"
"174",174,"M Britt"
"175",175,"M Stadtler"
"176",176,"R Bromme"
"177",177,"A Jamalian"
"178",178,"B Tversky"
"179",179,"R Hausmann"
"180",180,"A Vuoung"
"181",181,"M Welsh"
"182",182,"A Hsu"
"183",183,"J Martin"
"184",184,"J Ralph"
"185",185,"W Gray"
"186",186,"M Schoelles"
"187",187,"A Horowtiz"
"188",188,"V Datla"
"189",189,"P Ganea"
"190",190,"J Foster"
"191",191,"F Canas"
"192",192,"M Jones"
"193",193,"L Mol"
"194",194,"S Kita"
"195",195,"M Werning"
"196",196,"P Beaman"
"197",197,"M Pacer"
"198",198,"A Carstensen"
"199",199,"K Haring"
"200",200,"M Ragni"
"201",201,"L Konieczny"
"202",202,"K Watanbe"
"203",203,"N Matsuda"
"204",204,"E Yarzebinski"
"205",205,"V Keiser"
"206",206,"R Raizada"
"207",207,"W Cohen"
