"","from","to"
"232","F Garzon","F Garzon"
"233","M Louwerse","A Bangerter"
"234","B Devereux","F Costello"
"235","K Dieussaert","W Neys"
"236","K Lockwood","K Forbus"
"238","J Usher","K Lockwood"
"239","A Ganjoo","A Ganjoo"
"240","L Magnani","P Langley"
"241","C Schunn","P Langley"
"242","C Schunn","L Magnani"
"243","P Thagard","P Langley"
"244","P Thagard","L Magnani"
"245","P Thagard","C Schunn"
"249","M Keane","L Connell"
"250","B Hutchinson","B Hutchinson"
"251","D Kirsh","D Kirsh"
"252","D Noelle","T Kriete"
"253","P Juslin","T Enkvist"
"254","B Newell","T Enkvist"
"255","B Newell","P Juslin"
"256","H Olsson","T Enkvist"
"257","H Olsson","P Juslin"
"258","H Olsson","B Newell"
"259","M Tseng","B Bergen"
"260","A Couyoumdjian","R Baiocco"
"261","C Miglio","R Baiocco"
"262","C Miglio","A Couyoumdjian"
"263","K Cummings","D Billman"
"264","D Shapiro","D Billman"
"265","D Shapiro","K Cummings"
"266","K Nakamoto","T Kusumi"
"267","S Franklin","S D'Mello"
"268","U Ramamurthy","S D'Mello"
"269","U Ramamurthy","S Franklin"
"270","N Nguyen","G Cottrell"
"271","S Kelter","B Claus"
"272","T Cherigovskaya","T Cherigovskaya"
"273","D Mareschal","R Cooper"
"274","N Ruh","R Cooper"
"275","N Ruh","D Mareschal"
"276","A Renkl","C Große"
"277","A Cangelosi","A Bacon"
"278","K Coventry","A Bacon"
"279","K Coventry","A Cangelosi"
"280","S Newstead","A Bacon"
"281","S Newstead","A Cangelosi"
"282","S Newstead","K Coventry"
"283","R Rajapakse","A Bacon"
"284","R Rajapakse","A Cangelosi"
"285","R Rajapakse","K Coventry"
"286","R Rajapakse","S Newstead"
"287","H Murakami","H Murakami"
"288","N Nersessian","F Dogan"
"289","T Yamauchi","N Kohn"
"290","A Haque","G Cottrell"
"291","D Lynott","M Keane"
"292","P Winston","M Finlayson"
"293","I McLaren","E Livesey"
"294","L Pearson","E Livesey"
"295","L Pearson","I McLaren"
"296","A Janyan","A Janyan"
"297","C Luhman","C Luhman"
"298","M Dry","M Dry"
"299","B Fierro","A Caramazza"
"300","C Finocchiaro","A Caramazza"
"301","C Finocchiaro","B Fierro"
"302","A Gilbert","V Boucher"
"303","L Torre","G Boella"
"304","D Melcher","D Melcher"
"305","L Onnis","M Christiansen"
"306","S Schwartz","D Danks"
"307","S Musca","B Ans"
"308","S Rousset","B Ans"
"309","S Rousset","S Musca"
"310","A Assche","K Dieussaert"
"311","D Vansteenwegen","K Dieussaert"
"312","D Vansteenwegen","A Assche"
"313","T Ziemke","J Rambusch"
"314","E Stupple","L Ball"
"315","S Rogers","P Langley"
"316","L Lo","L Lo"
"317","B Tversky","S Lozano"
"318","B Wyble","H Bowman"
"319","A Pietarinen","A Pietarinen"
"320","J Adelman","J Adelman"
"321","C Kinzer","M Kapur"
"322","J Voiklis","M Kapur"
"323","J Voiklis","C Kinzer"
"324","W Schaeken","K Dieussaert"
"325","W Belle","K Dieussaert"
"326","W Belle","W Schaeken"
"327","S Verbugge","K Dieussaert"
"328","S Verbugge","W Schaeken"
"329","S Verbugge","W Belle"
"330","F Xu","J Tenenbaum"
"331","J Ball","J Ball"
"332","F Costello","F Costello"
"333","P Slezak","P Slezak"
"334","R Dale","M Christiansen"
"335","F Reali","M Christiansen"
"336","F Reali","R Dale"
"337","A Toksumi","H Murai"
"338","A Bender","S Beller"
"339","T Johnson","R Bao"
"340","H Wang","R Bao"
"341","H Wang","T Johnson"
"342","A Seigneuric","F Meunier"
"343","E Spinelli","F Meunier"
"344","E Spinelli","A Seigneuric"
"345","C Jacquier","M Hoen"
"346","A Rouibah","M Hoen"
"347","A Rouibah","C Jacquier"
"348","T Hertz","R Hammer"
"349","S Hochstein","R Hammer"
"350","S Hochstein","T Hertz"
"351","D Weinshall","R Hammer"
"352","D Weinshall","T Hertz"
"353","D Weinshall","S Hochstein"
"354","E Munnich","M Bachman"
"355","M Ranney","M Bachman"
"356","M Ranney","E Munnich"
"357","M Knauff","T Famgmeier"
"358","C Ruff","T Famgmeier"
"359","C Ruff","M Knauff"
"360","V Sloutsky","T Famgmeier"
"361","V Sloutsky","M Knauff"
"362","V Sloutsky","C Ruff"
"363","S Bourgeois-Gironde","S Bourgeois-Gironde"
"364","R Sun","I Naveh"
"365","K Matsuda","T Kusumi"
"366","K Scheiter","P Gerjets"
"367","S Lu","D Harter"
"368","P Grenholm","C Forkstam"
"369","K Petersson","C Forkstam"
"370","K Petersson","P Grenholm"
"371","F Xu","M Rhemtulla"
"372","C Heintz","C Heintz"
"373","J Langan-Fox","J Anglim"
"374","N Mahdavi","J Anglim"
"375","N Mahdavi","J Langan-Fox"
"376","R Shillcock","J Hsiao"
"377","C Umilta","I Stoianov"
"378","M Zorzi","I Stoianov"
"379","M Zorzi","C Umilta"
"380","M Clair","P Monaghan"
"381","T Vickery","T Vickery"
"382","B Nebel","M Knauff"
"383","M Ragni","M Knauff"
"384","M Ragni","B Nebel"
"385","N Ritt","N Ritt"
"386","G Villejoubert","J Bonnefon"
"387","B Best","B Best"
"388","C Mitchell","B Hayes"
"389","B Newell","B Hayes"
"390","B Newell","C Mitchell"
"391","R Bod","R Bod"
"392","A Renkl","T Hilbert"
"393","P Bisiacchi","D Basso"
"394","S Cutini","D Basso"
"395","S Cutini","P Bisiacchi"
"396","A Ferdinando","D Basso"
"397","A Ferdinando","P Bisiacchi"
"398","A Ferdinando","S Cutini"
"399","M Zorzi","D Basso"
"400","M Zorzi","P Bisiacchi"
"401","M Zorzi","S Cutini"
"402","M Zorzi","A Ferdinando"
"403","A Graesser","S D'Mello"
"404","M Ventura","S D'Mello"
"405","M Ventura","A Graesser"
"406","J Sainz","J Sainz"
"407","W Schroyens","W Schaeken"
"408","A Sohrabi","A Smith"
"409","R West","A Smith"
"410","R West","A Sohrabi"
"411","D Gentner","F Anggoro"
"412","R Klimbanoff","F Anggoro"
"413","R Klimbanoff","D Gentner"
"414","C Ramey","C Ramey"
"415","C Becchio","M Adenzato"
"416","C Bertone","M Adenzato"
"417","C Bertone","C Becchio"
"418","R Tuomela","M Adenzato"
"419","R Tuomela","C Becchio"
"420","R Tuomela","C Bertone"
"421","R Siegler","J Opfer"
"422","S Hanson","C Hanson"
"423","T Matsuka","C Hanson"
"424","T Matsuka","S Hanson"
"425","T Yamauchi","C Hanson"
"426","T Yamauchi","S Hanson"
"427","T Yamauchi","T Matsuka"
"428","B Pincombe","M Lee"
"429","M Welsh","M Lee"
"430","M Welsh","B Pincombe"
"431","S McGregor","M Buechner"
"432","R Mata","K Katsikopoulos"
"433","K Opwis","K Katsikopoulos"
"434","K Opwis","R Mata"
"435","T Reimer","K Katsikopoulos"
"436","T Reimer","R Mata"
"437","T Reimer","K Opwis"
"439","T Farmer","M Christiansen"
"440","K Kemtes","M Christiansen"
"441","K Kemtes","T Farmer"
"442","B Martin","B Martin"
"443","M Cowley","R Byrne"
"444","K Kurtz","K Kurtz"
"445","N Cassimatis","N Cassimatis"
"446","K Sakamoto","M Nakagawa"
"447","A Terai","M Nakagawa"
"448","A Terai","K Sakamoto"
"449","G Carpegna","S Cardetti"
"450","N Ferrato","S Cardetti"
"451","N Ferrato","G Carpegna"
"452","G Luxardi","S Cardetti"
"453","G Luxardi","G Carpegna"
"454","G Luxardi","N Ferrato"
"455","D Masante","S Cardetti"
"456","D Masante","G Carpegna"
"457","D Masante","N Ferrato"
"458","D Masante","G Luxardi"
"459","R Oztuzzi","S Cardetti"
"460","R Oztuzzi","G Carpegna"
"461","R Oztuzzi","N Ferrato"
"462","R Oztuzzi","G Luxardi"
"463","R Oztuzzi","D Masante"
"464","M Pozzato","S Cardetti"
"465","M Pozzato","G Carpegna"
"466","M Pozzato","N Ferrato"
"467","M Pozzato","G Luxardi"
"468","M Pozzato","D Masante"
"469","M Pozzato","R Oztuzzi"
"470","G Ruggiero","S Cardetti"
"471","G Ruggiero","G Carpegna"
"472","G Ruggiero","N Ferrato"
"473","G Ruggiero","G Luxardi"
"474","G Ruggiero","D Masante"
"475","G Ruggiero","R Oztuzzi"
"476","G Ruggiero","M Pozzato"
"477","S Sassaroli","S Cardetti"
"478","S Sassaroli","G Carpegna"
"479","S Sassaroli","N Ferrato"
"480","S Sassaroli","G Luxardi"
"481","S Sassaroli","D Masante"
"482","S Sassaroli","R Oztuzzi"
"483","S Sassaroli","M Pozzato"
"484","S Sassaroli","G Ruggiero"
"485","P Todisco","S Cardetti"
"486","P Todisco","G Carpegna"
"487","P Todisco","N Ferrato"
"488","P Todisco","G Luxardi"
"489","P Todisco","D Masante"
"490","P Todisco","R Oztuzzi"
"491","P Todisco","M Pozzato"
"492","P Todisco","G Ruggiero"
"493","P Todisco","S Sassaroli"
"494","P Vallauri","S Cardetti"
"495","P Vallauri","G Carpegna"
"496","P Vallauri","N Ferrato"
"497","P Vallauri","G Luxardi"
"498","P Vallauri","D Masante"
"499","P Vallauri","R Oztuzzi"
"500","P Vallauri","M Pozzato"
"501","P Vallauri","G Ruggiero"
"502","P Vallauri","S Sassaroli"
"503","P Vallauri","P Todisco"
"504","P Vinai","S Cardetti"
"505","P Vinai","G Carpegna"
"506","P Vinai","N Ferrato"
"507","P Vinai","G Luxardi"
"508","P Vinai","D Masante"
"509","P Vinai","R Oztuzzi"
"510","P Vinai","M Pozzato"
"511","P Vinai","G Ruggiero"
"512","P Vinai","S Sassaroli"
"513","P Vinai","P Todisco"
"514","P Vinai","P Vallauri"
"515","C Grataloup","L Collet"
"516","M Hoen","L Collet"
"517","M Hoen","C Grataloup"
"518","F Meunier","L Collet"
"519","F Meunier","C Grataloup"
"520","F Meunier","M Hoen"
"521","F Pellegrino","L Collet"
"522","F Pellegrino","C Grataloup"
"523","F Pellegrino","M Hoen"
"524","F Pellegrino","F Meunier"
"525","E Veuillet","L Collet"
"526","E Veuillet","C Grataloup"
"527","E Veuillet","M Hoen"
"528","E Veuillet","F Meunier"
"529","E Veuillet","F Pellegrino"
"530","J Coley","A Baker"
"531","K Gluck","D Dinges"
"532","G Gunzelmann","D Dinges"
"533","G Gunzelmann","K Gluck"
"534","R O'Connor","D Dinges"
"535","R O'Connor","K Gluck"
"536","R O'Connor","G Gunzelmann"
"537","H Dongen","D Dinges"
"538","H Dongen","K Gluck"
"539","H Dongen","G Gunzelmann"
"540","H Dongen","R O'Connor"
"541","A Cheshire","L Ball"
"542","C Lewis","L Ball"
"543","C Lewis","A Cheshire"
"544","C Wilimzig","G Schoner"
"545","C Lebiere","S Chandrasekharan"
"546","T Stewart","S Chandrasekharan"
"547","T Stewart","C Lebiere"
"548","R West","S Chandrasekharan"
"549","R West","C Lebiere"
"550","R West","T Stewart"
"551","J Hummel","C Green"
"552","M Rutlegde-Taylor","M Rutlegde-Taylor"
"553","B Vylder","J Beule"
"554","G Legendre","G Legendre"
"555","S Cerri","N Abdullah"
"556","T Chan","B Bergen"
"557","M Keane","D Ferrari"
"558","L Schulz","A Gopnik"
"559","J Sommerville","A Gopnik"
"560","J Sommerville","L Schulz"
"561","K Wheeler","B Bergen"
"562","C Rieth","D Huber"
"563","Y Hagmayer","H Gust"
"564","K Kuhnberger","H Gust"
"565","K Kuhnberger","Y Hagmayer"
"566","S Sloman","H Gust"
"567","S Sloman","Y Hagmayer"
"568","S Sloman","K Kuhnberger"
"569","L Triona","D Klahr"
"570","C Williams","D Klahr"
"571","C Williams","L Triona"
"572","D McNamara","J Magliano"
"573","K Millis","J Magliano"
"574","K Millis","D McNamara"
"575","S Todaro","J Magliano"
"576","S Todaro","D McNamara"
"577","S Todaro","K Millis"
"578","D Gonci","B Aczel"
"579","R McCloy","C Beaman"
"580","H Cruz","H Cruz"
"581","J Finley","R Bjork"
"582","M Linn","R Bjork"
"583","M Linn","J Finley"
"584","L Richland","R Bjork"
"585","L Richland","J Finley"
"586","L Richland","M Linn"
"587","A Setti","N Caramelli"
"588","C Rotello","E Heit"
"589","C Nimwegen","H Tabachneck-Schijf"
"590","H oostendorp","H Tabachneck-Schijf"
"591","H oostendorp","C Nimwegen"
"592","H Ritter","S Folker"
"593","L Sichelschmidt","S Folker"
"594","L Sichelschmidt","H Ritter"
"595","K Belyenne","B Adebiyi"
"596","G Biswas","B Adebiyi"
"597","G Biswas","K Belyenne"
"598","K Leelawong","B Adebiyi"
"599","K Leelawong","K Belyenne"
"600","K Leelawong","G Biswas"
"601","M Pomplun","E Carbone"
"602","B Bergen","B Bergen"
"603","A Pasztor","C Alacaci"
"604","A Renkl","K Berthold"
"605","P Johnson-Laird","G Jahn"
"606","M Knauff","G Jahn"
"607","M Knauff","P Johnson-Laird"
"608","H Kloos","A Fisher"
"610","V Sloutsky","H Kloos"
"611","J Franck","F Chevaux"
"612","U Frauenfelder","F Chevaux"
"613","U Frauenfelder","J Franck"
"614","F Meunir","F Chevaux"
"615","F Meunir","J Franck"
"616","F Meunir","U Frauenfelder"
"617","G Lupyan","G Lupyan"
"618","A Renkl","M Nuckles"
"619","J Wittwer","M Nuckles"
"620","J Wittwer","A Renkl"
"621","M Kato","H Atsumori"
"622","H Kawaguchi","H Atsumori"
"623","H Kawaguchi","M Kato"
"624","Y Konishi","H Atsumori"
"625","Y Konishi","M Kato"
"626","Y Konishi","H Kawaguchi"
"627","M Kuriyama","H Atsumori"
"628","M Kuriyama","M Kato"
"629","M Kuriyama","H Kawaguchi"
"630","M Kuriyama","Y Konishi"
"631","T Sasaki","H Atsumori"
"632","T Sasaki","M Kato"
"633","T Sasaki","H Kawaguchi"
"634","T Sasaki","Y Konishi"
"635","T Sasaki","M Kuriyama"
"636","K Ueda","H Atsumori"
"637","K Ueda","M Kato"
"638","K Ueda","H Kawaguchi"
"639","K Ueda","Y Konishi"
"640","K Ueda","M Kuriyama"
"641","K Ueda","T Sasaki"
"642","D Noelle","A Gupta"
"643","K Hugdahl","P Bosch"
"644","M Noort","P Bosch"
"645","M Noort","K Hugdahl"
"646","R Budiu","J Anderson"
"647","L Petra","O Benga"
"648","I Inca","O Benga"
"649","I Inca","L Petra"
"650","T Ziemke","J Lindblom"
"651","I Frank","T Bosse"
"652","C Jonker","T Bosse"
"653","C Jonker","I Frank"
"654","F Koeman","T Bosse"
"655","F Koeman","I Frank"
"656","F Koeman","C Jonker"
"657","A Alphen","T Bosse"
"658","A Alphen","I Frank"
"659","A Alphen","C Jonker"
"660","A Alphen","F Koeman"
"661","D Lynott","L Connell"
"662","V Sloutsky","J Hupp"
"663","R McLaren","I McLaren"
"664","M Tachi","I McLaren"
"665","M Tachi","R McLaren"
"666","M Phillips","M Phillips"
"667","M Rotteveel","R Phaf"
"668","R Wendte","R Phaf"
"669","R Wendte","M Rotteveel"
"670","D Dickison","J Anderson"
"671","N Taatgen","J Anderson"
"672","N Taatgen","D Dickison"
"673","H Rijn","J Anderson"
"674","H Rijn","D Dickison"
"675","H Rijn","N Taatgen"
"676","J Ding","M Daniel"
"677","M Gattis","M Daniel"
"678","M Gattis","J Ding"
"679","J Heiser","M Daniel"
"680","J Heiser","J Ding"
"681","J Heiser","M Gattis"
"682","P Lee","M Daniel"
"683","P Lee","J Ding"
"684","P Lee","M Gattis"
"685","P Lee","J Heiser"
"686","S Lozano","M Daniel"
"687","S Lozano","J Ding"
"688","S Lozano","M Gattis"
"689","S Lozano","J Heiser"
"690","S Lozano","P Lee"
"691","S Schnall","M Daniel"
"692","S Schnall","J Ding"
"693","S Schnall","M Gattis"
"694","S Schnall","J Heiser"
"695","S Schnall","P Lee"
"696","S Schnall","S Lozano"
"697","B Tversky","M Daniel"
"698","B Tversky","J Ding"
"699","B Tversky","M Gattis"
"700","B Tversky","J Heiser"
"701","B Tversky","P Lee"
"703","B Tversky","S Schnall"
"704","A Reeves","A D'Angiulli"
"708","P Chase","S Argamon"
"709","J Dodick","S Argamon"
"710","J Dodick","P Chase"
"711","J Coley","E Baraff"
"712","C Kemp","E Baraff"
"713","C Kemp","J Coley"
"714","P Shafto","E Baraff"
"715","P Shafto","J Coley"
"716","P Shafto","C Kemp"
"717","J Tenenbaum","E Baraff"
"718","J Tenenbaum","J Coley"
"720","J Tenenbaum","P Shafto"
"722","A Penney","T Payton"
"723","F Vallee-Tourangeau","T Payton"
"724","F Vallee-Tourangeau","A Penney"
"725","G Geminiani","L Corazzini"
"726","M Gionco","L Corazzini"
"727","M Gionco","G Geminiani"
"728","L Pia","L Corazzini"
"729","L Pia","G Geminiani"
"730","L Pia","M Gionco"
"731","M Tamietto","L Corazzini"
"732","M Tamietto","G Geminiani"
"733","M Tamietto","M Gionco"
"734","M Tamietto","L Pia"
"735","M Zettin","L Corazzini"
"736","M Zettin","G Geminiani"
"737","M Zettin","M Gionco"
"738","M Zettin","L Pia"
"739","M Zettin","M Tamietto"
"740","F Gobert","D Freudenthal"
"741","J Pine","D Freudenthal"
"742","J Pine","F Gobert"
"743","N Yu","T Yamauchi"
"744","C Kemp","A Bernstein"
"745","J Tenenbaum","A Bernstein"
"747","K Marton","A Braun"
"748","R Schwartz","A Braun"
"749","R Schwartz","K Marton"
"750","E Livesey","P Broadhurst"
"751","I McLaren","P Broadhurst"
"753","R Garcia-Retamero","U Czienskowi"
"754","U Hoffrage","U Czienskowi"
"755","U Hoffrage","R Garcia-Retamero"
"756","J Meehan","R Byrne"
"757","N Miyake","N Miyake"
"758","U Hasson","H Harris"
"759","P Johnson-Laird","H Harris"
"760","P Johnson-Laird","U Hasson"
"761","J Minda","H Harris"
"762","J Minda","U Hasson"
"763","J Minda","P Johnson-Laird"
"764","C Walsh","H Harris"
"765","C Walsh","U Hasson"
"766","C Walsh","P Johnson-Laird"
"767","C Walsh","J Minda"
"768","J Hummel","L Doumas"
"769","M Ingleby","A Ali"
"770","C Umilta","M Casarotti"
"771","M Zorzi","M Casarotti"
"773","C Hulme","N Chater"
"774","P Monaghan","N Chater"
"775","P Monaghan","C Hulme"
"776","J McClelland","J McClelland"
"777","M Gale","L Ball"
"778","V Savova","L Peshkin"
"779","T Shultz","L Gerken"
"780","G Storms","B Ons"
"781","W Vanpaemel","B Ons"
"782","W Vanpaemel","G Storms"
"783","S Vosniadou","K Christou"
"787","N Fukawa","S Erevelles"
"788","A Jones","R Goldstone"
"789","W Mason","R Goldstone"
"790","W Mason","A Jones"
"791","J Evans","S Elqayam"
"792","S Handley","S Elqayam"
"793","S Handley","J Evans"
"794","P Bouquet","B Bazzanella"
"795","M Warglien","B Bazzanella"
"796","M Warglien","P Bouquet"
"797","G Jackson","A Graesser"
"798","P Jordan","A Graesser"
"799","P Jordan","G Jackson"
"800","A Olney","A Graesser"
"801","A Olney","G Jackson"
"802","A Olney","P Jordan"
"803","C Rose","A Graesser"
"804","C Rose","G Jackson"
"805","C Rose","P Jordan"
"806","C Rose","A Olney"
"807","K vanLehn","A Graesser"
"808","K vanLehn","G Jackson"
"809","K vanLehn","P Jordan"
"810","K vanLehn","A Olney"
"811","K vanLehn","C Rose"
"812","T Ziemke","H Svensson"
"813","W Bechtel","W Bechtel"
"814","H Liu","H Liu"
"815","D Nakazawa","K Miwa"
"816","H Saito","K Miwa"
"817","H Saito","D Nakazawa"
"818","J Kaminski","A Heckler"
"819","V Sloutsky","A Heckler"
"820","V Sloutsky","J Kaminski"
"821","T Nokes","T Nokes"
"822","F Keller","T Alexopoulou"
"823","T Ishigaki","M Ikeda"
"824","S Iwano","M Ikeda"
"825","S Iwano","T Ishigaki"
"826","T Kitasaka","M Ikeda"
"827","T Kitasaka","T Ishigaki"
"828","T Kitasaka","S Iwano"
"829","K Miwa","M Ikeda"
"830","K Miwa","T Ishigaki"
"831","K Miwa","S Iwano"
"832","K Miwa","T Kitasaka"
"833","K Mori","M Ikeda"
"834","K Mori","T Ishigaki"
"835","K Mori","S Iwano"
"836","K Mori","T Kitasaka"
"837","K Mori","K Miwa"
"838","J Morita","M Ikeda"
"839","J Morita","T Ishigaki"
"840","J Morita","S Iwano"
"841","J Morita","T Kitasaka"
"842","J Morita","K Miwa"
"843","J Morita","K Mori"
"844","Y Suenaga","M Ikeda"
"845","Y Suenaga","T Ishigaki"
