"","from","to"
"912","M YIP","M YIP"
"913","A Hund","A Hund"
"914","2 CNPq","R Vitral"
"915","H Shirouzu","N Miyake"
"916","Y Miyake","N Miyake"
"917","Y Miyake","H Shirouzu"
"918","P Juslin","P Hansson"
"919","A Winman","P Hansson"
"920","A Winman","P Juslin"
"921","J McClelland","D Mirman"
"922","L Holt","D Mirman"
"923","L Holt","J McClelland"
"924","S Bialkova","S Bialkova"
"925","B Lee","M Anderson"
"927","J Vanderkolk","T Busey"
"928","J McClelland","B Wyk"
"929","A Criss","K Klein"
"930","R Shiffrin","K Klein"
"931","R Shiffrin","A Criss"
"932","M Hare","K McRae"
"933","J Allen","G Aist"
"934","L Galescu","G Aist"
"935","L Galescu","J Allen"
"936","J Hutchinson","A Wilke"
"937","P Todd","A Wilke"
"938","P Todd","J Hutchinson"
"939","D Peluso","W Sieck"
"940","J Smith","W Sieck"
"941","J Smith","D Peluso"
"942","D Harris-Thompson","W Sieck"
"943","D Harris-Thompson","D Peluso"
"944","D Harris-Thompson","J Smith"
"945","A Wayment","A Wayment"
"946","B Love","M Jones"
"947","R Weisberg","E Chrysikou"
"948","L Hedman","P Andersson"
"949","L Enchossen","P Andersson"
"950","L Enchossen","L Hedman"
"951","P Ström","P Andersson"
"952","P Ström","L Hedman"
"953","P Ström","L Enchossen"
"954","A Kjellin","P Andersson"
"955","A Kjellin","L Hedman"
"956","A Kjellin","L Enchossen"
"957","A Kjellin","P Ström"
"958","B Westman","P Andersson"
"959","B Westman","L Hedman"
"960","B Westman","L Enchossen"
"961","B Westman","P Ström"
"962","B Westman","A Kjellin"
"963","L Felländer-Tsai","P Andersson"
"964","L Felländer-Tsai","L Hedman"
"965","L Felländer-Tsai","L Enchossen"
"966","L Felländer-Tsai","P Ström"
"967","L Felländer-Tsai","A Kjellin"
"968","L Felländer-Tsai","B Westman"
"969","J Aronoff","L Gonnerman"
"970","A Almor","L Gonnerman"
"971","A Almor","J Aronoff"
"972","D Kempler","L Gonnerman"
"973","D Kempler","J Aronoff"
"974","D Kempler","A Almor"
"975","E Andersen","L Gonnerman"
"976","E Andersen","J Aronoff"
"977","E Andersen","A Almor"
"978","E Andersen","D Kempler"
"979","H Murakami","H Murakami"
"980","P Wiemer-Hastings","P Wiemer-Hastings"
"981","A Cater","P Maguire"
"982","W Levy","C Sifonis"
"983","J Snedeker","Y Huang"
"984","E Spelke","Y Huang"
"985","E Spelke","J Snedeker"
"986","W Rapaport","K Ehrlich"
"987","J Dockrell","R Best"
"989","D McNamara","J Dockrell"
"990","A Stucky","J Bond-Robinson"
"991","T KUSUMI","H Komeda"
"992","N Mathieu","E Sander"
"993","H Taylor","T Brunye"
"994","D Rapp","T Brunye"
"995","D Rapp","H Taylor"
"996","E Gonzalez","K Kurtz"
"997","N Segalowitz","M Taube-Schiff"
"998","P Li","X Zhao"
"999","D Liu","D Liu"
"1000","M Spivey","M Nederhouser"
"1001","J Lee","J Ryu"
"1002","J Chun","J Ryu"
"1003","J Chun","J Lee"
"1004","H Hwang","K Do"
"1005","K Wiemer-Hastings","C Kurby"
"1006","L Silverman","E Campana"
"1007","N Fouquet","M Johansen"
"1008","D Shanks","M Johansen"
"1009","D Shanks","N Fouquet"
"1013","T Hinojosa","P Gomez"
"1014","J Nam","J Chun"
"1015","L Ruddek","M Moist"
"1016","J Bernazzoli","M Moist"
"1017","J Bernazzoli","L Ruddek"
"1018","S Fedder","M Moist"
"1019","S Fedder","L Ruddek"
"1020","S Fedder","J Bernazzoli"
"1021","N Lang","M Moist"
"1022","N Lang","L Ruddek"
"1023","N Lang","J Bernazzoli"
"1024","N Lang","S Fedder"
"1025","A Stoehr","M Moist"
"1026","A Stoehr","L Ruddek"
"1027","A Stoehr","J Bernazzoli"
"1028","A Stoehr","S Fedder"
"1029","A Stoehr","N Lang"
"1030","L O'Donnell","M Moist"
"1031","L O'Donnell","L Ruddek"
"1032","L O'Donnell","J Bernazzoli"
"1033","L O'Donnell","S Fedder"
"1034","L O'Donnell","N Lang"
"1035","L O'Donnell","A Stoehr"
"1036","M Baum","M Moist"
"1037","M Baum","L Ruddek"
"1038","M Baum","J Bernazzoli"
"1039","M Baum","S Fedder"
"1040","M Baum","N Lang"
"1041","M Baum","A Stoehr"
"1042","M Baum","L O'Donnell"
"1043","S Caldwell","M Moist"
"1044","S Caldwell","L Ruddek"
"1045","S Caldwell","J Bernazzoli"
"1046","S Caldwell","S Fedder"
"1047","S Caldwell","N Lang"
"1048","S Caldwell","A Stoehr"
"1049","S Caldwell","L O'Donnell"
"1050","S Caldwell","M Baum"
"1051","R Hanania","A Sheya"
"1052","H Demir","A Sheya"
"1053","H Demir","R Hanania"
"1054","J Morrison","J Morrison"
"1055","P Winston","M Finlayson"
"1056","E Kawasaki","Y Kobayashi"
"1057","G Hollich","J Wales"
"1058","J Trafton","S Trickett"
"1059","K Eberhard","K Ashenfelter"
"1060","M Alibali","R Prather"
"1061","S Finley","S Finley"
"1062","H Akama","M Miyake"
"1063","M Nakagawa","M Miyake"
"1064","M Nakagawa","H Akama"
"1066","H Izumori","H Shirouzu"
"1067","H Izumori","N Miyake"
"1069","W Fu","W Gray"
"1070","W Fu","V Veksler"
"1071","C Schunn","K Cho"
"1072","E Altmann","J Clifford"
"1073","C Schunn","B Morris"
"1074","A Corrigan-Halpern","A Corrigan-Halpern"
"1075","S Shin","S Shin"
"1076","J Elman","A Borovsky"
"1077","V Sloutsky","A Yarlas"
"1078","M Raabe","F Schmalhofer"
"1079","U Friese","F Schmalhofer"
"1080","U Friese","M Raabe"
"1081","K Pietruska","F Schmalhofer"
"1082","K Pietruska","M Raabe"
"1083","K Pietruska","U Friese"
"1084","R Rutschmann","F Schmalhofer"
"1085","R Rutschmann","M Raabe"
"1086","R Rutschmann","U Friese"
"1087","R Rutschmann","K Pietruska"
"1088","J Ball","J Ball"
"1089","J Nelson","J Nelson"
"1090","T kusumi","K Nakamoto"
"1091","J Anderson","P Pavlik"
"1092","E Ragatz","M Wege"
"1093","B Martin","R Dowell"
"1094","B Tversky","R Dowell"
"1095","B Tversky","B Martin"
"1096","R Sappington","H Bortfeld"
"1097","S Smith","H Bortfeld"
"1098","S Smith","R Sappington"
"1099","R Hull","H Bortfeld"
"1100","R Hull","R Sappington"
"1101","R Hull","S Smith"
"1102","K Livingston","J Andrews"
"1103","K Kurtz","J Andrews"
"1104","K Kurtz","K Livingston"
"1105","T Weatherholt","R Harris"
"1106","B Burns","R Harris"
"1107","B Burns","T Weatherholt"
"1108","C Clement","R Harris"
"1109","C Clement","T Weatherholt"
"1110","C Clement","B Burns"
"1111","T Emura","T Emura"
"1112","R Bromme","M Stadtler"
"1113","J Zacks","N Speer"
"1114","J Reynolds","N Speer"
"1115","J Reynolds","J Zacks"
"1116","T Smith","T Smith"
"1117","L Narvaez","L Larkey"
"1118","A Markman","L Larkey"
"1119","A Markman","L Narvaez"
"1120","M Keane","D Lynott"
"1121","A Kozbelt","Y Durmysheva"
"1122","P Bartshe","S Proctor"
"1123","Z Vidnyanszky","D Melcher"
"1124","M Imai","B Malt"
"1125","S Gennari","B Malt"
"1126","S Gennari","M Imai"
"1127","V Simmering","W Troob"
"1128","J Spencer","W Troob"
"1129","J Spencer","V Simmering"
"1130","T KUSUMI","K MATSUDA"
"1131","A Lotto","S Sullivan"
"1132","R Diehl","S Sullivan"
"1133","R Diehl","A Lotto"
"1135","K Koedinger","N Chang"
"1136","M Lovett","N Chang"
"1137","M Lovett","K Koedinger"
"1138","T Kumada","T Kasai"
"1139","W Gray","M Guhe"
"1140","M Schoelles","M Guhe"
"1142","Q Ji","M Guhe"
"1143","Q Ji","W Gray"
"1144","Q Ji","M Schoelles"
"1145","A Perfors","A Perfors"
"1146","A Wills","A Welham"
"1147","G Storms","S Deyne"
"1148","J Schultheiss","M Appelbaum"
"1149","J Banzon","M Appelbaum"
"1150","J Banzon","J Schultheiss"
"1151","T KUSUMI","T KOJIMA"
"1152","D Landy","D Landy"
"1153","R Tobin","C Zimmerman"
"1154","A Cossey","C Zimmerman"
"1155","A Cossey","R Tobin"
"1156","R Catrambone","J Price"
"1157","R Hanania","A Toskos"
"1158","S Hockema","A Toskos"
"1159","S Hockema","R Hanania"
"1160","T Greenbag","L Mujica-Parodi"
"1161","J Kilpatrick","L Mujica-Parodi"
"1162","J Kilpatrick","T Greenbag"
"1163","M Bickhard","M Bickhard"
"1164","B Spellman","B Spellman"
"1165","J McClelland","J McClelland"
"1166","A Jones","R Goldstone"
"1167","M Roberts","R Goldstone"
"1168","M Roberts","A Jones"
"1169","K Wiemer-Hastings","L Barsalou"
"1170","C Kravitz","S Kelly"
"1171","F Gobet","F Gobet"
"1172","M Suwa","M Suwa"
"1174","L Barsalou","P Gupta"
"1175","R Nunez","R Nunez"
"1176","C Fillmore","G Miller"
"1177","M Palmer","G Miller"
"1178","M Palmer","C Fillmore"
"1179","D Lenat","G Miller"
"1180","D Lenat","C Fillmore"
"1181","D Lenat","M Palmer"
"1182","P Hayes","G Miller"
"1183","P Hayes","C Fillmore"
"1184","P Hayes","M Palmer"
"1185","P Hayes","D Lenat"
"1186","J DeVilliers","L Boroditsky"
"1187","J Lucy","L Boroditsky"
"1188","J Lucy","J DeVilliers"
"1189","P Wolff","L Boroditsky"
"1190","P Wolff","J DeVilliers"
"1191","P Wolff","J Lucy"
"1192","K Paller","J McClelland"
"1193","P Reber","J McClelland"
"1194","P Reber","K Paller"
"1195","M Jung-Beeman","J McClelland"
"1196","M Jung-Beeman","K Paller"
"1197","M Jung-Beeman","P Reber"
"1198","A Ortony","J McClelland"
"1199","A Ortony","K Paller"
"1200","A Ortony","P Reber"
"1201","A Ortony","M Jung-Beeman"
"1202","A Aliseda","L Magnani"
"1203","T Addis","L Magnani"
"1204","T Addis","A Aliseda"
"1205","D Gooding","L Magnani"
"1206","D Gooding","A Aliseda"
"1207","D Gooding","T Addis"
"1208","J Woods","L Magnani"
"1209","J Woods","A Aliseda"
"1210","J Woods","T Addis"
"1211","J Woods","D Gooding"
"1212","D Gabbay","L Magnani"
"1213","D Gabbay","A Aliseda"
"1214","D Gabbay","T Addis"
"1215","D Gabbay","D Gooding"
"1216","D Gabbay","J Woods"
"1217","J Meheus","L Magnani"
"1218","J Meheus","A Aliseda"
"1219","J Meheus","T Addis"
"1220","J Meheus","D Gooding"
"1221","J Meheus","J Woods"
"1222","J Meheus","D Gabbay"
"1223","M Sintonen","L Magnani"
"1224","M Sintonen","A Aliseda"
"1225","M Sintonen","T Addis"
"1226","M Sintonen","D Gooding"
"1227","M Sintonen","J Woods"
"1228","M Sintonen","D Gabbay"
"1229","M Sintonen","J Meheus"
"1230","S Paavola","L Magnani"
"1231","S Paavola","A Aliseda"
"1232","S Paavola","T Addis"
"1233","S Paavola","D Gooding"
"1234","S Paavola","J Woods"
"1235","S Paavola","D Gabbay"
"1236","S Paavola","J Meheus"
"1237","S Paavola","M Sintonen"
"1238","A Franklin","S Duncan"
"1239","F Parrill","S Duncan"
"1240","F Parrill","A Franklin"
"1241","H Welji","S Duncan"
"1242","H Welji","A Franklin"
"1243","H Welji","F Parrill"
"1244","I Kimbara","S Duncan"
"1245","I Kimbara","A Franklin"
"1246","I Kimbara","F Parrill"
"1247","I Kimbara","H Welji"
"1248","R Webb","S Duncan"
"1249","R Webb","A Franklin"
"1250","R Webb","F Parrill"
"1251","R Webb","H Welji"
"1252","R Webb","I Kimbara"
"1253","B Bredeweg","G Biswas"
"1254","R Ferguson","G Biswas"
"1255","R Ferguson","B Bredeweg"
"1256","P Struss","G Biswas"
"1257","P Struss","B Bredeweg"
"1258","P Struss","R Ferguson"
"1259","B Sherin","G Biswas"
"1260","B Sherin","B Bredeweg"
"1261","B Sherin","R Ferguson"
"1262","B Sherin","P Struss"
"1263","M Hegarty","J Trafton"
"1264","B Tversky","J Trafton"
"1265","B Tversky","M Hegarty"
"1266","C Schunn","J Trafton"
"1267","C Schunn","M Hegarty"
"1268","C Schunn","B Tversky"
"1269","J Cassell","J Trafton"
"1270","J Cassell","M Hegarty"
"1271","J Cassell","B Tversky"
"1272","J Cassell","C Schunn"
"1273","M Alibali","J Trafton"
"1274","M Alibali","M Hegarty"
"1275","M Alibali","B Tversky"
"1276","M Alibali","C Schunn"
"1277","M Alibali","J Cassell"
"1278","Z Estes","F Costello"
"1279","C Gagne","F Costello"
"1280","C Gagne","Z Estes"
"1281","E Wisniewski","F Costello"
"1282","E Wisniewski","Z Estes"
"1283","E Wisniewski","C Gagne"
"1284","N Taatgen","N Taatgen"
"1285","W Gray","K Gluck"
"1286","M Szczepkowski","W Zachary"
"1287","P Lane","F Gobet"
