"","from","to"
"91","P Hendriks","J Rijn"
"92","P Hendriks","H Rijn"
"93","M Faretta","K Brill"
"94","F Wong","K Brill"
"95","F Wong","M Faretta"
"96","P Wong","K Brill"
"97","P Wong","M Faretta"
"98","P Wong","F Wong"
"99","K Morgan-Short","K Brill"
"100","K Morgan-Short","M Faretta"
"101","K Morgan-Short","F Wong"
"102","K Morgan-Short","P Wong"
"103","L Gabora","L Gabora"
"104","S Sinnett","A Dewald"
"105","L Domas","A Dewald"
"106","L Domas","S Sinnett"
"107","M Chan","M Chan"
"108","L Bonatti","F Levillain"
"109","J McClelland","P Khaitan"
"110","N Muggleton","B Kemenade"
"111","V Walsh","B Kemenade"
"112","V Walsh","N Muggleton"
"113","A Saygin","B Kemenade"
"114","A Saygin","N Muggleton"
"115","A Saygin","V Walsh"
"116","A Dils","S Flusberg"
"117","L Boroditsky","S Flusberg"
"118","L Boroditsky","A Dils"
"119","F Keller","M Coco"
"120","S Creel","S Creel"
"121","E Davelaar","T Pettitt"
"122","M Yip","M Yip"
"123","R Morris","J Federman"
"124","L Dragoni","J Federman"
"125","L Dragoni","R Morris"
"126","P Cho","S Tobin"
"127","P Jennet","S Tobin"
"128","P Jennet","P Cho"
"129","J Magnuson","S Tobin"
"130","J Magnuson","P Cho"
"131","J Magnuson","P Jennet"
"132","J Marsh","P Beaman"
"133","D Jones","P Beaman"
"134","D Jones","J Marsh"
"135","A Fisher","B Matlen"
"136","K Godwin","B Matlen"
"137","K Godwin","A Fisher"
"138","Y Sakamoto","Y Sakamoto"
"139","W Vanpaemel","W Voorspoels"
"140","G Storms","W Voorspoels"
"141","G Storms","W Vanpaemel"
"142","D Gentner","L Smith"
"143","K Coventry","A Johnson"
"144","E Thompson","A Johnson"
"145","E Thompson","K Coventry"
"146","J Braasch","T Kershaw"
"147","C Flynn","T Kershaw"
"148","C Flynn","J Braasch"
"149","S Friedman","M McLure"
"150","K Forbus","M McLure"
"151","K Forbus","S Friedman"
"152","J Tenenbaum","B Lake"
"153","T Balslev","H Jarodzka"
"154","K Holmqvist","H Jarodzka"
"155","K Holmqvist","T Balslev"
"156","M Nystrom","H Jarodzka"
"157","M Nystrom","T Balslev"
"158","M Nystrom","K Holmqvist"
"159","K Scheiter","H Jarodzka"
"160","K Scheiter","T Balslev"
"161","K Scheiter","K Holmqvist"
"162","K Scheiter","M Nystrom"
"163","P Gerjets","H Jarodzka"
"164","P Gerjets","T Balslev"
"165","P Gerjets","K Holmqvist"
"166","P Gerjets","M Nystrom"
"167","P Gerjets","K Scheiter"
"168","B Eika","H Jarodzka"
"169","B Eika","T Balslev"
"170","B Eika","K Holmqvist"
"171","B Eika","M Nystrom"
"172","B Eika","K Scheiter"
"173","B Eika","P Gerjets"
"174","M Orozco-Hormaza","R Hurtado"
"175","D Guerrero","R Hurtado"
"176","D Guerrero","M Orozco-Hormaza"
"177","J Willits","M Goldwater"
"178","R Morrison","L Doumas"
"179","L Richland","L Doumas"
"180","L Richland","R Morrison"
"181","K Kim","K Do"
"182","N Rosario","D Brumby"
"183","C Janssen","D Brumby"
"184","C Janssen","N Rosario"
"185","E Newport","P Reeder"
"186","R Aslin","P Reeder"
"187","R Aslin","E Newport"
"188","K Jasmin","D Casasanto"
"189","T Matlock","J Matthews"
"190","R Kasturirangan","S Karmakar"
"191","L Konieczny","P Baumann"
"192","B Hemforth","P Baumann"
"193","B Hemforth","L Konieczny"
"194","L Yang","C Wang"
"195","V Marian","J Bartolotti"
"196","L Fast","M Penner-Wilger"
"197","J LeFevre","M Penner-Wilger"
"198","J LeFevre","L Fast"
"199","B Smith-Chant","M Penner-Wilger"
"200","B Smith-Chant","L Fast"
"201","B Smith-Chant","J LeFevre"
"202","S Skwarchuk","M Penner-Wilger"
"203","S Skwarchuk","L Fast"
"204","S Skwarchuk","J LeFevre"
"205","S Skwarchuk","B Smith-Chant"
"206","D Kamawar","M Penner-Wilger"
"207","D Kamawar","L Fast"
"208","D Kamawar","J LeFevre"
"209","D Kamawar","B Smith-Chant"
"210","D Kamawar","S Skwarchuk"
"211","J Bisnaz","M Penner-Wilger"
"212","J Bisnaz","L Fast"
"213","J Bisnaz","J LeFevre"
"214","J Bisnaz","B Smith-Chant"
"215","J Bisnaz","S Skwarchuk"
"216","J Bisnaz","D Kamawar"
"217","C Hernandez","R Sanz"
"218","J Gomez","R Sanz"
"219","J Gomez","C Hernandez"
"220","G Sanchez","R Sanz"
"221","G Sanchez","C Hernandez"
"222","G Sanchez","J Gomez"
"223","A Hernando","R Sanz"
"224","A Hernando","C Hernandez"
"225","A Hernando","J Gomez"
"226","A Hernando","G Sanchez"
"227","R Ivry","G Brookshire"
"228","D Casasanto","G Brookshire"
"229","D Casasanto","R Ivry"
"230","G Luger","P Palma"
"231","U Hahn","J Close"
"232","R Honey","J Close"
"233","R Honey","U Hahn"
"234","B Eiter","K Goedert"
"235","O Lewis","R Lindsey"
"236","H Pashler","R Lindsey"
"237","H Pashler","O Lewis"
"238","M Mozer","R Lindsey"
"239","M Mozer","O Lewis"
"240","M Mozer","H Pashler"
"241","J Black","S Jang"
"242","R Jyung","S Jang"
"243","R Jyung","J Black"
"244","T Kusumi","T Taira"
"245","J Shi","P Hemmer"
"246","M Steyvers","P Hemmer"
"247","M Steyvers","J Shi"
"248","T Griffiths","A Rafferty"
"249","E Mayr","M Smuc"
"250","F Windhager","M Smuc"
"251","F Windhager","E Mayr"
"252","M Ramscar","H Popick"
"253","N Kirkham","H Popick"
"254","N Kirkham","M Ramscar"
"255","T Kusumi","K Inohara"
"256","S Khan","E Munncih"
"257","M Latham","E Munncih"
"258","M Latham","S Khan"
"259","M Brewer","E Munncih"
"260","M Brewer","S Khan"
"261","M Brewer","M Latham"
"262","V Ho","E Munncih"
"263","V Ho","S Khan"
"264","V Ho","M Latham"
"265","V Ho","M Brewer"
"266","S Walton","E Munncih"
"267","S Walton","S Khan"
"268","S Walton","M Latham"
"269","S Walton","M Brewer"
"270","S Walton","V Ho"
"271","G Pezzulo","L Barca"
"272","E Castelli","L Barca"
"273","E Castelli","G Pezzulo"
"274","B Matlen","S Ramesh"
"275","A Fisher","S Ramesh"
"277","A Olivia","B Hidalgo-Sotelo"
"278","K McGreggor","M Kunda"
"279","A Goel","M Kunda"
"280","A Goel","K McGreggor"
"281","M Mozer","S Kang"
"282","H Pashler","S Kang"
"284","R Youmas","R Youmas"
"285","M Spivey","M Romano"
"286","P Nikolova","G Petkov"
"287","A Hohenberger","O Alacam"
"288","K Cagiltay","O Alacam"
"289","K Cagiltay","A Hohenberger"
"290","T Matsuka","H Honda"
"291","R Sun","N Wilson"
"292","R Mathews","N Wilson"
"293","R Mathews","R Sun"
"294","R Dale","M Riordan"
"295","R Kreuz","M Riordan"
"296","R Kreuz","R Dale"
"297","M Vidal","J Frankenstein"
"298","M Rouille","J Frankenstein"
"299","M Rouille","M Vidal"
"300","S Donikian","J Frankenstein"
"301","S Donikian","M Vidal"
"302","S Donikian","M Rouille"
"303","M Zaoui","J Frankenstein"
"304","M Zaoui","M Vidal"
"305","M Zaoui","M Rouille"
"306","M Zaoui","S Donikian"
"307","A Berthoz","J Frankenstein"
"308","A Berthoz","M Vidal"
"309","A Berthoz","M Rouille"
"310","A Berthoz","S Donikian"
"311","A Berthoz","M Zaoui"
"312","P Gupta","L Zhao"
"313","A Heckler","T Scaife"
"314","T Hannagan","F Dandurand"
"315","J Grainger","F Dandurand"
"316","J Grainger","T Hannagan"
"317","H Datta","K Agres"
"318","J Zevin","K Agres"
"319","J Zevin","H Datta"
"320","A Cohen","J Hotaling"
"321","J Busemeyer","J Hotaling"
"322","J Busemeyer","A Cohen"
"323","R Shiffrin","J Hotaling"
"324","R Shiffrin","A Cohen"
"325","R Shiffrin","J Busemeyer"
"326","B Kokinov","I Vankov"
"327","K Coventry","J Nilsson"
"328","N Ferrier","J Nilsson"
"329","N Ferrier","K Coventry"
"330","J McGuire","P Ladny"
"331","R Brou","P Ladny"
"332","R Brou","J McGuire"
"333","S Doane","P Ladny"
"334","S Doane","J McGuire"
"335","S Doane","R Brou"
"336","J Patel","R Bapi"
"337","V Naidu","R Bapi"
"338","V Naidu","J Patel"
"339","S Jala","R Bapi"
"340","S Jala","J Patel"
"341","S Jala","V Naidu"
"342","V Duggirala","R Bapi"
"343","V Duggirala","J Patel"
"344","V Duggirala","V Naidu"
"345","V Duggirala","S Jala"
"346","S Alladi","R Bapi"
"347","S Alladi","J Patel"
"348","S Alladi","V Naidu"
"349","S Alladi","S Jala"
"350","S Alladi","V Duggirala"
"351","H Shi","Y Sakamoto"
"352","J Holsanova","R Johansson"
"353","K Holmqvist","R Johansson"
"354","K Holmqvist","J Holsanova"
"355","A Markman","A Otto"
"356","E Taylor","A Otto"
"357","E Taylor","A Markman"
"358","R Shiffrin","S Denton"
"359","P Matthews","P Matthews"
"360","T Foulsham","K Laidlaw"
"361","G Kuhn","K Laidlaw"
"362","G Kuhn","T Foulsham"
"363","A Kingstone","K Laidlaw"
"364","A Kingstone","T Foulsham"
"365","A Kingstone","G Kuhn"
"366","S Ohlsson","D Choi"
"367","M Harmon-Vukic","M Upal"
"368","S Tremblay","P Jeuniaux"
"369","J Gagnon","P Jeuniaux"
"370","J Gagnon","S Tremblay"
"371","D Lafond","P Jeuniaux"
"372","D Lafond","S Tremblay"
"373","D Lafond","J Gagnon"
"374","F Bernier","P Jeuniaux"
"375","F Bernier","S Tremblay"
"376","F Bernier","J Gagnon"
"377","F Bernier","D Lafond"
"378","B Armstrong","S Laszlo"
"379","J MacInnes","S Laszlo"
"380","J MacInnes","B Armstrong"
"381","D Plaut","S Laszlo"
"382","D Plaut","B Armstrong"
"383","D Plaut","J MacInnes"
"384","K Federmeier","S Laszlo"
"385","K Federmeier","B Armstrong"
"386","K Federmeier","J MacInnes"
"387","K Federmeier","D Plaut"
"388","A Callender","A Callender"
"389","V Glebkin","V Glebkin"
"390","D Liu","D Liu"
"391","J Black","C Fadjo"
"392","J Hong","C Fadjo"
"393","J Hong","J Black"
"394","C Chang","C Fadjo"
"396","C Chang","J Hong"
"397","R Shiffrin","D Little"
"398","P Ladny","H Bai"
"399","J Trafton","H Bai"
"400","J Trafton","P Ladny"
"401","R Brou","H Bai"
"403","R Brou","J Trafton"
"404","S Doane","H Bai"
"406","S Doane","J Trafton"
"408","T Rogers","A Schapiro"
"409","M Botvinick","A Schapiro"
"410","M Botvinick","T Rogers"
"411","S DiPaola","T Green"
"412","Y Okan","A Wiegmann"
"413","J Nagel","A Wiegmann"
"414","J Nagel","Y Okan"
"415","S Mangold","A Wiegmann"
"416","S Mangold","Y Okan"
"417","S Mangold","J Nagel"
"418","K Darby","H Yoshida"
"419","J Burling","H Yoshida"
"420","J Burling","K Darby"
"421","P Blikstein","P Blikstein"
"422","L Carlson","K Mickey"
"423","S Freundschuh","K Mickey"
"424","S Freundschuh","L Carlson"
"425","W Badecker","S Finley"
"426","P Sidney","S Hattikudur"
"427","M Alibali","S Hattikudur"
"428","M Alibali","P Sidney"
"429","R Dale","J Roche"
"430","P Healey","C Howes"
"431","M Purver","C Howes"
"432","M Purver","P Healey"
"433","A Samsonovich","A Samsonovich"
"434","J Jost","R Stollhoff"
"435","I Kennerknecht","R Stollhoff"
"436","I Kennerknecht","J Jost"
"437","R French","J Thibaut"
"438","Y Gerard","J Thibaut"
"439","Y Gerard","R French"
"440","S Hidaka","D Yurovksy"
"441","C Yu","D Yurovksy"
"442","C Yu","S Hidaka"
"443","L Smith","D Yurovksy"
"444","L Smith","S Hidaka"
"445","L Smith","C Yu"
"446","G Colflesh","A Jarosz"
"447","J Wiley","A Jarosz"
"448","J Wiley","G Colflesh"
"449","W Fu","J Moon"
"450","T Oates","M Anderson"
"451","M Chan","Y Liu"
"452","J Caplan","Y Liu"
"453","J Caplan","M Chan"
"454","L Schneider","C Vredenburgh"
"455","A Hisa","C Vredenburgh"
"456","A Hisa","L Schneider"
"457","T Kushnir","C Vredenburgh"
"458","T Kushnir","L Schneider"
"459","T Kushnir","A Hisa"
"460","M Sakamoto","T Nakamura"
"461","A Utsumi","T Nakamura"
"462","A Utsumi","M Sakamoto"
"463","B Otto","S Muller"
"464","E Cokely","S Muller"
"465","E Cokely","B Otto"
"466","F Joublin","C Glaser"
"467","R Ashley","R Ashley"
"468","E Taylor","E Taylor"
"469","D Calvillo","A Penaloza"
"470","R Brooks","A Penaloza"
"471","R Brooks","D Calvillo"
"472","D Gome","A Penaloza"
"473","D Gome","D Calvillo"
"474","D Gome","R Brooks"
"475","K Koedinger","J Booth"
"476","J Whitman","J Yun"
"477","J Hale","J Yun"
"478","J Hale","J Whitman"
"479","R Prather","S Street"
"480","C Stitzel","S Street"
"481","C Stitzel","R Prather"
"482","L Smith","S Street"
"483","L Smith","R Prather"
"484","L Smith","C Stitzel"
"485","K Mix","S Street"
"486","K Mix","R Prather"
"487","K Mix","C Stitzel"
"488","K Mix","L Smith"
"489","K Kurtz","K Levering"
"490","A Eitel","K Scheiter"
"491","L Laskin","L Laskin"
"492","R Shiffrin","C Donkin"
"493","S Brown","C Donkin"
"494","S Brown","R Shiffrin"
"495","A Heathcote","C Donkin"
"496","A Heathcote","R Shiffrin"
"497","A Heathcote","S Brown"
"498","F Martin","L Feldman"
"499","P O'Connor","L Feldman"
"500","P O'Connor","F Martin"
"501","J Burton","P Coppin"
"502","B Koenig","D Pautler"
"503","B Quek","D Pautler"
"504","B Quek","B Koenig"
"505","A Ortony","D Pautler"
"506","A Ortony","B Koenig"
"507","A Ortony","B Quek"
"508","H Lee","K Do"
"509","H Kim","K Do"
"510","H Kim","H Lee"
"511","J Taylor","J Taylor"
"512","A Cassar","W Greville"
"513","M Johansen","W Greville"
"514","M Johansen","A Cassar"
"515","M Buehner","W Greville"
"516","M Buehner","A Cassar"
"517","M Buehner","M Johansen"
"518","M Guerdat","T Ward"
"519","B Roskos-Ewoldson","T Ward"
"520","B Roskos-Ewoldson","M Guerdat"
"521","M Faretta","B McCarthy"
"522","F Wong","B McCarthy"
"524","P Wong","B McCarthy"
"527","K Morgan-Short","B McCarthy"
"531","J Elman","A Borovsky"
"532","N Kramer","S Winter"
"533","J Appel","S Winter"
"534","J Appel","N Kramer"
"535","K Schielke","S Winter"
"536","K Schielke","N Kramer"
"537","K Schielke","J Appel"
"538","F Keller","E Morgan"
"539","M Steedman","E Morgan"
"540","M Steedman","F Keller"
"541","P Healey","S Battersby"
"542","A Pease","M Guhe"
"543","A Smail","M Guhe"
"544","A Smail","A Pease"
"545","M Schmidt","M Guhe"
"546","M Schmidt","A Pease"
"547","M Schmidt","A Smail"
"548","H Gust","M Guhe"
"549","H Gust","A Pease"
"550","H Gust","A Smail"
"551","H Gust","M Schmidt"
"552","K Kuhnberger","M Guhe"
"553","K Kuhnberger","A Pease"
"554","K Kuhnberger","A Smail"
"555","K Kuhnberger","M Schmidt"
"556","K Kuhnberger","H Gust"
"557","U Kumnack","M Guhe"
"558","U Kumnack","A Pease"
"559","U Kumnack","A Smail"
"560","U Kumnack","M Schmidt"
"561","U Kumnack","H Gust"
"562","U Kumnack","K Kuhnberger"
"563","M Pitt","J Myung"
"564","H Tily","M Frank"
"565","I Arnon","M Frank"
"566","I Arnon","H Tily"
"567","S Goldwater","M Frank"
"568","S Goldwater","H Tily"
"569","S Goldwater","I Arnon"
"570","L Smith","V Benitez"
"571","W Chan","N Smith"
"572","R Levy","N Smith"
"573","R Levy","W Chan"
"574","J Corter","E Bobek"
"575","D Barber-Plummer","A Kalb"
"576","R Cox","A Kalb"
"577","R Cox","D Barber-Plummer"
"578","R Dale","A Kalb"
"579","R Dale","D Barber-Plummer"
"580","R Dale","R Cox"
"581","D Castaneda","A Kalb"
"582","D Castaneda","D Barber-Plummer"
"583","D Castaneda","R Cox"
"584","D Castaneda","R Dale"
"585","C Potts","A Kalb"
"586","C Potts","D Barber-Plummer"
"587","C Potts","R Cox"
"588","C Potts","R Dale"
"589","C Potts","D Castaneda"
"590","H Chen","J Vaid"
"591","R Rhodes","J Vaid"
"592","R Rhodes","H Chen"
"593","S Tosun","J Vaid"
"594","S Tosun","H Chen"
"595","S Tosun","R Rhodes"
"596","F Anggoro","J Orton"
"597","B Jee","J Orton"
"598","B Jee","F Anggoro"
"599","J Gilkey","T Terziyan"
"600","K Holyoak","D Chen"
"601","E Campana","A Danielescu"
"602","R Gutierrez-Osuna","T Yamauchi"
"603","J Caverlee","T Yamauchi"
"604","J Caverlee","R Gutierrez-Osuna"
"606","T Griffiths","E Bonawitz"
"607","T Kojima","T Kojima"
"608","D Noelle","T Kriete"
"609","J McClelland","C Henderson"
"610","T Griffiths","A Hsu"
"611","J Wiley","T Ricks"
"612","W Fu","L D'Andrea"
"613","A Sussman","S Khemlani"
"614","D Oppenheimer","S Khemlani"
"615","D Oppenheimer","A Sussman"
"616","O Evans","L Bergen"
"617","J Tenenbaum","L Bergen"
"618","J Tenenbaum","O Evans"
"619","T Martinez","K Monteith"
"620","D Ventura","K Monteith"
"621","D Ventura","T Martinez"
"622","D Uttal","B Jee"
"623","C Crouch","B Jee"
"624","C Crouch","D Uttal"
"625","A Spiegel","B Jee"
"626","A Spiegel","D Uttal"
"627","A Spiegel","C Crouch"
"628","J Diamond","B Jee"
"629","J Diamond","D Uttal"
"630","J Diamond","C Crouch"
"631","J Diamond","A Spiegel"
"632","C Sims","M Brudzinski"
"633","W Gray","M Brudzinski"
"634","W Gray","C Sims"
"635","M Schoelles","M Brudzinski"
"636","M Schoelles","C Sims"
"637","M Schoelles","W Gray"
"638","F Rubio","R Zheng"
"639","D Woltz","R Zheng"
"640","D Woltz","F Rubio"
"641","E Bonawitz","S Denison"
"642","A Gopnik","S Denison"
"643","A Gopnik","E Bonawitz"
"644","T Griffiths","S Denison"
"646","T Griffiths","A Gopnik"
"647","J Johnson","D DeCaro"
"648","R Mayer","K DeLeeuw"
"649","B Giesbrecht","K DeLeeuw"
"650","B Giesbrecht","R Mayer"
"651","J Baker","K Jordan"
"652","K Rodzon","K Jordan"
"653","K Rodzon","J Baker"
"654","M Bugajska","W Kennedy"
"655","J Ball","J Ball"
"656","M Kleiber","C Winkelholz"
"657","C Schlick","C Winkelholz"
"658","C Schlick","M Kleiber"
"659","E Cokely","P Parpart"
"660","K Scheiter","B Imhof"
"661","P Gerjets","B Imhof"
"663","J Edelmann","B Imhof"
"664","J Edelmann","K Scheiter"
"665","J Edelmann","P Gerjets"
"666","M Thomas","T Karaminis"
"667","V Marian","A Shook"
"668","J Choi","K Do"
"669","P Langley","P Langley"
"670","C Anderson","N Anderson"
"671","E Risko","N Anderson"
"672","E Risko","C Anderson"
"673","A Kingstone","N Anderson"
"674","A Kingstone","C Anderson"
"675","A Kingstone","E Risko"
"676","F Martinez","S Jhean-Larose"
"677","N Neiman","R Weast"
"678","T McMillen","P Simen"
"679","S Behseta","P Simen"
"680","S Behseta","T McMillen"
"681","R Hausmann","N Abdullah"
"682","S Honiden","N Abdullah"
"683","S Honiden","R Hausmann"
"684","H Sharp","N Abdullah"
"685","H Sharp","R Hausmann"
"686","H Sharp","S Honiden"
"687","J Jacobson","S Killingsworth"
"688","M Saylor","S Killingsworth"
"689","M Saylor","J Jacobson"
"690","H Shimada","H Shimada"
"691","J Toscano","M Clayards"
"692","J Jones","J Jones"
"693","Y Hagmayer","M Sydow"
"694","B Meder","M Sydow"
"695","B Meder","Y Hagmayer"
"696","M Waldman","M Sydow"
"697","M Waldman","Y Hagmayer"
"698","M Waldman","B Meder"
"699","D Brang","U Teuscher"
"700","V Ramachandran","U Teuscher"
"701","V Ramachandran","D Brang"
"702","S Coulson","U Teuscher"
"703","S Coulson","D Brang"
"704","S Coulson","V Ramachandran"
"705","S Bocklisch","F Bocklisch"
"706","M Baumann","F Bocklisch"
"707","M Baumann","S Bocklisch"
"708","A Scholz","F Bocklisch"
"709","A Scholz","S Bocklisch"
"710","A Scholz","M Baumann"
"711","J Krems","F Bocklisch"
"712","J Krems","S Bocklisch"
"713","J Krems","M Baumann"
"714","J Krems","A Scholz"
"715","E Risko","J Chisholm"
"716","A Kingstone","J Chisholm"
"718","J Tenenbaum","A Stuhlmuller"
"719","N Goodman","A Stuhlmuller"
"720","N Goodman","J Tenenbaum"
"721","M Guarini","P Bello"
"722","M Matessa","M Matessa"
"723","V Sreekumar","Y Zhuang"
"724","M Belkin","Y Zhuang"
"725","M Belkin","V Sreekumar"
"726","S Dennis","Y Zhuang"
"727","S Dennis","V Sreekumar"
"728","S Dennis","M Belkin"
"729","D Lyon","D Lyon"
"730","J Cheng","T Foulsham"
"731","J Tracy","T Foulsham"
"732","J Tracy","J Cheng"
"733","J Henrich","T Foulsham"
"734","J Henrich","J Cheng"
"735","J Henrich","J Tracy"
"737","A Kingstone","J Cheng"
"738","A Kingstone","J Tracy"
"739","A Kingstone","J Henrich"
"740","R Catrambone","B Gane"
"741","J Low","A Garland"
"742","K Burns","A Garland"
"743","K Burns","J Low"
"744","R Flanagan","R Flanagan"
"745","G Campbell","N Steinhauser"
"746","K Harrison","N Steinhauser"
"747","K Harrison","G Campbell"
"748","L Taylor","N Steinhauser"
"749","L Taylor","G Campbell"
"750","L Taylor","K Harrison"
"751","M Dzikovska","N Steinhauser"
"752","M Dzikovska","G Campbell"
"753","M Dzikovska","K Harrison"
"754","M Dzikovska","L Taylor"
"755","J Moore","N Steinhauser"
"756","J Moore","G Campbell"
"757","J Moore","K Harrison"
"758","J Moore","L Taylor"
"759","J Moore","M Dzikovska"
"760","M Lapata","T Fountain"
"761","J Salapska-Gelleri","J Salapska-Gelleri"
"762","F Smolik","F Smolik"
"763","C Holscher","S Buechner"
"764","K James","A Pereira"
"765","S Jones","A Pereira"
"766","S Jones","K James"
"767","L Smith","A Pereira"
"768","L Smith","K James"
"769","L Smith","S Jones"
"770","C Li","J Chen"
"771","B Jones","B Jones"
"772","H Nicholson","K Eberhard"
"773","S Beilock","I Lyons"
"774","H Rijn","S Sprenger"
"775","E Krahmer","L Mol"
"776","B Rittle-Johnson","K Durkin"
"777","J Star","K Durkin"
"778","J Star","B Rittle-Johnson"
"779","K Cheng","S Kriz"
"780","M Rolandi","S Kriz"
"781","M Rolandi","K Cheng"
"782","Y Chen","S Kriz"
"783","Y Chen","K Cheng"
"784","Y Chen","M Rolandi"
"785","C Gallistel","A Kheifets"
"786","G Wiggins","G Wiggins"
"787","D Lagnado","T Gerstenberg"
"788","Y Kareev","T Gerstenberg"
"789","Y Kareev","D Lagnado"
"790","M Bassok","K Fisher"
"791","L Osterhout","K Fisher"
"792","L Osterhout","M Bassok"
"793","R Lowe","S Thill"
"794","J Hu","S Chen"
"795","P Li","S Chen"
"796","P Li","J Hu"
"797","J Rieskamp","B Scheibehenne"
"798","A Fazly","F Asr"
"799","Z Azimifar","F Asr"
"800","Z Azimifar","A Fazly"
"801","L Carlson","H Schultheis"
"802","R Abrams","H Schultheis"
"803","R Abrams","L Carlson"
"804","M Bizzotto","M Bizzotto"
"805","S Flsuberg","N Davidenko"
"806","J Alderete","J Alderete"
"807","K Nakamura","K Nakamura"
"808","M Yap","S Lim"
"809","J Hanna","D Byron"
"810","W Hartmann","D Byron"
"811","W Hartmann","J Hanna"
"812","J Larusson","R Alterman"
"813","S Chin-Parker","S Chin-Parker"
"814","E Wagemakers","L Maanen"
"815","H Mary","A Stull"
"816","S Mike","A Stull"
"817","S Mike","H Mary"
"818","D Bonnie","A Stull"
"819","D Bonnie","H Mary"
"820","D Bonnie","S Mike"
"821","E Bjork","J Little"
"822","R Goldstone","S Frey"
"823","M Upal","M Upal"
"824","R Wu","D Yurovksy"
"825","N Kirkham","D Yurovksy"
"826","N Kirkham","R Wu"
"828","C Yu","R Wu"
"829","C Yu","N Kirkham"
"830","J Goldstein","B Abbs"
"831","K Mueller","J Toscano"
"832","B McMurray","J Toscano"
"833","B McMurray","K Mueller"
"834","B Tomblin","J Toscano"
"835","B Tomblin","K Mueller"
"836","B Tomblin","B McMurray"
"837","S Linkenauger","D Landy"
"838","G Paiva","G Paiva"
"839","D Richardson","C Street"
"840","D Salvucci","P Bogunovich"
"841","A Kingstone","S Sinnett"
"842","G Gunzelmann","T Halverson"
"843","L Moore","T Halverson"
"844","L Moore","G Gunzelmann"
"845","H Dongen","T Halverson"
"846","H Dongen","G Gunzelmann"
"847","H Dongen","L Moore"
"848","T Griffin","C Salas"
"849","J Moss","W Jones"
"850","S Doane","W Jones"
"851","S Doane","J Moss"
"852","A Kawamoto","Q Liu"
"853","J Smith","G Jenkins"
"854","J Spencer","G Jenkins"
"855","J Spencer","J Smith"
"856","L Samuelson","G Jenkins"
"857","L Samuelson","J Smith"
"858","L Samuelson","J Spencer"
"859","T Matlock","M Greenwood"
"860","M Spivey","M Greenwood"
"861","M Spivey","T Matlock"
"862","J Matthews","M Greenwood"
