"","from","to"
"72","O Feher","N Goodman"
"73","K Smith","R Hawkins"
"74","K Smith","N Goodman"
"75","K Smith","O Feher"
"76","R Goldstone","R Hawkins"
"77","R Goldstone","N Goodman"
"78","R Goldstone","O Feher"
"79","R Goldstone","K Smith"
"80","T Griffiths","R Hawkins"
"81","T Griffiths","N Goodman"
"82","T Griffiths","O Feher"
"83","T Griffiths","K Smith"
"84","T Griffiths","R Goldstone"
"85","A Bender","S Beller"
"86","C Caldwell","S Beller"
"87","C Caldwell","A Bender"
"88","M Christiansen","S Beller"
"89","M Christiansen","A Bender"
"90","M Christiansen","C Caldwell"
"91","K Overmann","S Beller"
"92","K Overmann","A Bender"
"93","K Overmann","C Caldwell"
"94","K Overmann","M Christiansen"
"95","K Smith","S Beller"
"96","K Smith","A Bender"
"97","K Smith","C Caldwell"
"98","K Smith","M Christiansen"
"99","K Smith","K Overmann"
"100","D McNamara","R Perez"
"101","G Solomon","R Perez"
"102","G Solomon","D McNamara"
"103","W Gray","R Perez"
"104","W Gray","D McNamara"
"105","W Gray","G Solomon"
"106","M Hegarty","L Novick"
"107","R Catrambone","L Novick"
"108","R Catrambone","M Hegarty"
"109","J Pani","L Novick"
"110","J Pani","M Hegarty"
"111","J Pani","R Catrambone"
"112","T Shipley","L Novick"
"113","T Shipley","M Hegarty"
"114","T Shipley","R Catrambone"
"115","T Shipley","J Pani"
"116","K Wagner","K Tillman"
"117","J Chu","K Tillman"
"118","J Chu","K Wagner"
"119","M Imai","K Tillman"
"120","M Imai","K Wagner"
"121","M Imai","J Chu"
"122","B Malt","K Tillman"
"123","B Malt","K Wagner"
"124","B Malt","J Chu"
"125","B Malt","M Imai"
"126","S Widen","K Tillman"
"127","S Widen","K Wagner"
"128","S Widen","J Chu"
"129","S Widen","M Imai"
"130","S Widen","B Malt"
"131","M Shatz","K Tillman"
"132","M Shatz","K Wagner"
"133","M Shatz","J Chu"
"134","M Shatz","M Imai"
"135","M Shatz","B Malt"
"136","M Shatz","S Widen"
"137","P Monaghan","P Rebuschat"
"138","R Gomez","P Rebuschat"
"139","R Gomez","P Monaghan"
"140","G Dell","P Rebuschat"
"141","G Dell","P Monaghan"
"142","G Dell","R Gomez"
"143","N Anderson","P Rebuschat"
"144","N Anderson","P Monaghan"
"145","N Anderson","R Gomez"
"146","N Anderson","G Dell"
"147","C Conway","P Rebuschat"
"148","C Conway","P Monaghan"
"149","C Conway","R Gomez"
"150","C Conway","G Dell"
"151","C Conway","N Anderson"
"152","J Zacks","M Eisenberg"
"153","S Flores","M Eisenberg"
"154","S Flores","J Zacks"
"155","L Howard","M Eisenberg"
"156","L Howard","J Zacks"
"157","L Howard","S Flores"
"158","A Woodward","M Eisenberg"
"159","A Woodward","J Zacks"
"160","A Woodward","S Flores"
"161","A Woodward","L Howard"
"162","J Loucks","M Eisenberg"
"163","J Loucks","J Zacks"
"164","J Loucks","S Flores"
"165","J Loucks","L Howard"
"166","J Loucks","A Woodward"
"167","A Meltzoff","M Eisenberg"
"168","A Meltzoff","J Zacks"
"169","A Meltzoff","S Flores"
"170","A Meltzoff","L Howard"
"171","A Meltzoff","A Woodward"
"172","A Meltzoff","J Loucks"
"173","R Cooper","M Eisenberg"
"174","R Cooper","J Zacks"
"175","R Cooper","S Flores"
"176","R Cooper","L Howard"
"177","R Cooper","A Woodward"
"178","R Cooper","J Loucks"
"179","R Cooper","A Meltzoff"
"180","J Kuhn","A Wellwood"
"181","P Schlenker","A Wellwood"
"182","P Schlenker","J Kuhn"
"183","C Geraci","A Wellwood"
"184","C Geraci","J Kuhn"
"185","C Geraci","P Schlenker"
"186","B Strickland","A Wellwood"
"187","B Strickland","J Kuhn"
"188","B Strickland","P Schlenker"
"189","B Strickland","C Geraci"
"190","S Hespos","A Wellwood"
"191","S Hespos","J Kuhn"
"192","S Hespos","P Schlenker"
"193","S Hespos","C Geraci"
"194","S Hespos","B Strickland"
"195","L Rips","A Wellwood"
"196","L Rips","J Kuhn"
"197","L Rips","P Schlenker"
"198","L Rips","C Geraci"
"199","L Rips","B Strickland"
"200","L Rips","S Hespos"
"201","E Husband","A Wellwood"
"202","E Husband","J Kuhn"
"203","E Husband","P Schlenker"
"204","E Husband","C Geraci"
"205","E Husband","B Strickland"
"206","E Husband","S Hespos"
"207","E Husband","L Rips"
"208","A Williams","A Wellwood"
"209","A Williams","J Kuhn"
"210","A Williams","P Schlenker"
"211","A Williams","C Geraci"
"212","A Williams","B Strickland"
"213","A Williams","S Hespos"
"214","A Williams","L Rips"
"215","A Williams","E Husband"
"216","E Milburn","M Tiv"
"217","T Warren","M Tiv"
"218","T Warren","E Milburn"
"219","S Johnson","S Johnson"
"220","A Wills","C Edmunds"
"221","K Gluck","M Collins"
"222","M Walsh","M Collins"
"223","M Walsh","K Gluck"
"224","M Krusmark","M Collins"
"225","M Krusmark","K Gluck"
"226","M Krusmark","M Walsh"
"227","G Gunzelmann","M Collins"
"228","G Gunzelmann","K Gluck"
"229","G Gunzelmann","M Walsh"
"230","G Gunzelmann","M Krusmark"
"231","P Monaghan","R Frost"
"232","M Christiansen","R Frost"
"233","M Christiansen","P Monaghan"
"234","A Andrikopoulou","M Vinos"
"235","C Papaeliou","M Vinos"
"236","C Papaeliou","A Andrikopoulou"
"237","A Protopapas","M Vinos"
"238","A Protopapas","A Andrikopoulou"
"239","A Protopapas","C Papaeliou"
"240","A Papafragou","S Fairchild"
"241","E Frissen","J Loo"
"242","E Krahmer","J Loo"
"243","E Krahmer","E Frissen"
"244","N Braus","M Sydow"
"245","J Kanero","N George"
"246","D Chwilla","N George"
"247","D Chwilla","J Kanero"
"248","N Nijmegen","N George"
"249","N Nijmegen","J Kanero"
"250","N Nijmegen","D Chwilla"
"251","D Weiss","N George"
"252","D Weiss","J Kanero"
"253","D Weiss","D Chwilla"
"254","D Weiss","N Nijmegen"
"255","Q Zhang","A Pirrone"
"256","S Li","A Pirrone"
"257","S Li","Q Zhang"
"258","P Monaghan","Y Chang"
"259","S Welbourne","Y Chang"
"260","S Welbourne","P Monaghan"
"261","A Scholz","A Klichowicz"
"262","S Strehlau","A Klichowicz"
"263","S Strehlau","A Scholz"
"264","J Krems","A Klichowicz"
"265","J Krems","A Scholz"
"266","J Krems","S Strehlau"
"267","M Asaba","D Ong"
"268","H Gweon","D Ong"
"269","H Gweon","M Asaba"
"270","A Majid","I Croijmans"
"271","R Thomson","J Schoenherr"
"272","B Rottman","K Soo"
"273","A Gatt","R Koolen"
"274","R Gompel","R Koolen"
"275","R Gompel","A Gatt"
"276","E Krahmer","R Koolen"
"277","E Krahmer","A Gatt"
"278","E Krahmer","R Gompel"
"279","K Deemter","R Koolen"
"280","K Deemter","A Gatt"
"281","K Deemter","R Gompel"
"282","K Deemter","E Krahmer"
"283","J Madsen","J Madsen"
"284","G Gronchi","M Lorenzino"
"285","C Caudek","M Lorenzino"
"286","C Caudek","G Gronchi"
"287","K Miwa","M Matsumuro"
"288","A Chan","T Chuk"
"289","S Shimojo","T Chuk"
"290","S Shimojo","A Chan"
"291","J Hsiao","T Chuk"
"292","J Hsiao","A Chan"
"293","J Hsiao","S Shimojo"
"294","A Fisher","L Unger"
"295","F Berends","G Kachergis"
"296","R Kleijn","G Kachergis"
"297","R Kleijn","F Berends"
"298","B Hommel","G Kachergis"
"299","B Hommel","F Berends"
"300","B Hommel","R Kleijn"
"301","J Kim","L Unger"
"302","T Huppert","L Unger"
"303","T Huppert","J Kim"
"304","J Badger","L Unger"
"305","J Badger","J Kim"
"306","J Badger","T Huppert"
"308","A Fisher","J Kim"
"309","A Fisher","T Huppert"
"310","A Fisher","J Badger"
"311","C Behme","C Behme"
"312","M Lee","P Mistry"
"313","B Newell","P Mistry"
"314","B Newell","M Lee"
"315","Y Wang","S Rao"
"316","G Cottrell","S Rao"
"317","G Cottrell","Y Wang"
"318","T Matsuka","H Honda"
"319","K Ueda","H Honda"
"320","K Ueda","T Matsuka"
"321","S Thurman","Y Peng"
"322","H Lu","Y Peng"
"323","H Lu","S Thurman"
"324","M Banani","M Kunda"
"325","J Rehg","M Kunda"
"326","J Rehg","M Banani"
"327","B Sarnecka","B Sarnecka"
"328","Y Hayashi","K Miwa"
"329","H Terai","K Miwa"
"330","H Terai","Y Hayashi"
"331","A Mathis","S Huette"
"332","A Graesser","S Huette"
"333","A Graesser","A Mathis"
"334","D Barner","H Yazdi"
"335","G Heyman","H Yazdi"
"336","G Heyman","D Barner"
"337","D Yeo","M Hong"
"338","B Rittle-Johnson","M Hong"
"339","B Rittle-Johnson","D Yeo"
"340","L Fazio","M Hong"
"341","L Fazio","D Yeo"
"342","L Fazio","B Rittle-Johnson"
"343","L Margulieux","L Schaeffer"
"344","R Catrambone","L Schaeffer"
"345","R Catrambone","L Margulieux"
"346","A Protopapas","F Fotiadis"
"347","S Hidaka","M Fuyama"
"348","V Karuzis","G Colflesh"
"349","P O'Rourke","G Colflesh"
"350","P O'Rourke","V Karuzis"
"351","N Salay","N Salay"
"352","T Strandberg","D Siven"
"353","L Hall","D Siven"
"354","L Hall","T Strandberg"
"355","P Johansson","D Siven"
"356","P Johansson","T Strandberg"
"357","P Johansson","L Hall"
"358","P Parnamets","D Siven"
"359","P Parnamets","T Strandberg"
"360","P Parnamets","L Hall"
"361","P Parnamets","P Johansson"
"362","P Cheng","D Powell"
"363","M Waldmann","D Powell"
"364","M Waldmann","P Cheng"
"365","J Austerweil","Y Kenett"
"366","M Frank","B Peloquin"
"367","M Pavlova","G Petkov"
"368","S Righi","G Gronchi"
"369","G Parrini","G Gronchi"
"370","G Parrini","S Righi"
"371","L Pierguidi","G Gronchi"
"372","L Pierguidi","S Righi"
"373","L Pierguidi","G Parrini"
"374","M Viggiano","G Gronchi"
"375","M Viggiano","S Righi"
"376","M Viggiano","G Parrini"
"377","M Viggiano","L Pierguidi"
"378","K Twomey","A Capelier-Mourguy"
"379","G Westermann","A Capelier-Mourguy"
"380","G Westermann","K Twomey"
"381","A Knott","C Gorman"
"382","V Marian","S Schroeder"
"383","M Frank","E Hembacher"
"384","J Zaki","D Ong"
"385","N Goodman","D Ong"
"386","N Goodman","J Zaki"
"387","V Demberg","F Asr"
"388","J Powers","K Johannes"
"389","L Couper","K Johannes"
"390","L Couper","J Powers"
"391","M Silberglitt","K Johannes"
"392","M Silberglitt","J Powers"
"393","M Silberglitt","L Couper"
"394","J Davenport","K Johannes"
"395","J Davenport","J Powers"
"396","J Davenport","L Couper"
"397","J Davenport","M Silberglitt"
"398","R Levy","T Poppels"
"399","T Stafford","T Stafford"
"400","A Harris","S Jenkins"
"401","M Lark","S Jenkins"
"402","M Lark","A Harris"
"403","A Walk","S Singh"
"404","C Conway","S Singh"
"405","C Conway","A Walk"
"406","Y Sun","H Wang"
"407","J Smith","H Wang"
"408","J Smith","Y Sun"
"409","P Watts","F Costello"
"410","K Miwa","A Maehigashi"
"411","M Oda","A Maehigashi"
"412","M Oda","K Miwa"
"413","Y Nakamura","A Maehigashi"
"414","Y Nakamura","K Miwa"
"415","Y Nakamura","M Oda"
"416","K Mori","A Maehigashi"
"417","K Mori","K Miwa"
"418","K Mori","M Oda"
"419","K Mori","Y Nakamura"
"420","T Igami","A Maehigashi"
"421","T Igami","K Miwa"
"422","T Igami","M Oda"
"423","T Igami","Y Nakamura"
"424","T Igami","K Mori"
"425","N Brennan","E Jost"
"426","K Peck","E Jost"
"427","K Peck","N Brennan"
"428","A Holodny","E Jost"
"429","A Holodny","N Brennan"
"430","A Holodny","K Peck"
"431","M Christiansen","E Jost"
"432","M Christiansen","N Brennan"
"433","M Christiansen","K Peck"
"434","M Christiansen","A Holodny"
"435","F Reali","C Riano"
"436","M Nilsenova","M Colombo"
"437","J Sprenger","M Colombo"
"438","J Sprenger","M Nilsenova"
"439","R Nosofsky","R Cao"
"440","R Shiffrin","R Cao"
"441","R Shiffrin","R Nosofsky"
"442","D Markant","D Markant"
"443","M Berg","A Fox"
"444","E Vries","A Fox"
"445","E Vries","M Berg"
"446","G Schurz","P Thorn"
"447","S Bertel","B Azari"
"448","C Wuethrich","B Azari"
"449","C Wuethrich","S Bertel"
"450","F Vallee-Tourangeau","N Shipp"
"451","S Anthony","N Shipp"
"452","S Anthony","F Vallee-Tourangeau"
"453","T Rhodes","S Petrusz"
"454","J Shields","S Petrusz"
"455","J Shields","T Rhodes"
"456","A Munroe","S Petrusz"
"457","A Munroe","T Rhodes"
"458","A Munroe","J Shields"
"459","J Walker","J Ye"
"460","P Cheng","J Ye"
"461","P Cheng","J Walker"
"462","P Vogt","M Haque"
"463","A Alishahi","M Haque"
"464","A Alishahi","P Vogt"
"465","E Krahmer","M Haque"
"466","E Krahmer","P Vogt"
"467","E Krahmer","A Alishahi"
"468","C Dimov","C Dimov"
"469","V Shalin","K Lippa"
"470","M Welsh","M Kaesler"
"471","C Semmler","M Kaesler"
"472","C Semmler","M Welsh"
"473","P Tupper","G Jenkins"
"474","M Williams","J Vitale"
"475","B Johnston","J Vitale"
"476","B Johnston","M Williams"
"477","V Kapatsinski","Z Harmon"
"478","P Engelhardt","E Fischer"
"479","A Knott","M Takac"
"480","E Stine-Morrow","J Chin"
"481","S Steacy","M Welsh"
"482","S Begg","M Welsh"
"483","S Begg","S Steacy"
"484","D Navarro","M Welsh"
"485","D Navarro","S Steacy"
"486","D Navarro","S Begg"
"487","J Rij","K Loo"
"488","J Jarvikivi","K Loo"
"489","J Jarvikivi","J Rij"
"490","H Baayen","K Loo"
"491","H Baayen","J Rij"
"492","H Baayen","J Jarvikivi"
"493","K Forbus","J Blass"
"494","A Arnhold","K Hawthorne"
"495","E Sullivan","K Hawthorne"
"496","E Sullivan","A Arnhold"
"497","J Jarvikivi","K Hawthorne"
"498","J Jarvikivi","A Arnhold"
"499","J Jarvikivi","E Sullivan"
"500","H Atmanspacher","M Rooij"
"501","J Kornmeier","M Rooij"
"502","J Kornmeier","H Atmanspacher"
"503","F Medicine","M Rooij"
"504","F Medicine","H Atmanspacher"
"505","F Medicine","J Kornmeier"
"506","S Thurman","T Shu"
"507","D Chen","T Shu"
"508","D Chen","S Thurman"
"509","S Zhu","T Shu"
"510","S Zhu","S Thurman"
"511","S Zhu","D Chen"
"512","H Lu","T Shu"
"514","H Lu","D Chen"
"515","H Lu","S Zhu"
"516","M Burigo","A Rodriguez"
"517","P Knoeferle","A Rodriguez"
"518","P Knoeferle","M Burigo"
"519","C Relander","M Hurst"
"520","S Cordes","M Hurst"
"521","S Cordes","C Relander"
"522","J Booth","N Corbett"
"523","C Barbieri","N Corbett"
"524","C Barbieri","J Booth"
"525","L Young","N Corbett"
"526","L Young","J Booth"
"527","L Young","C Barbieri"
"528","H Karnick","S Thomas"
"529","J Pine","D Freudenthal"
"530","G Jones","D Freudenthal"
"531","G Jones","J Pine"
"532","F Gobet","D Freudenthal"
"533","F Gobet","J Pine"
"534","F Gobet","G Jones"
"535","Z Qian","Z Qian"
"536","E Konstantinidis","S Cheyette"
"537","J Harman","S Cheyette"
"538","J Harman","E Konstantinidis"
"539","C Gonzalez","S Cheyette"
"540","C Gonzalez","E Konstantinidis"
"541","C Gonzalez","J Harman"
"542","D Choi","D Menager"
"543","S Reimers","S Desai"
"544","D Lagnado","S Desai"
"545","D Lagnado","S Reimers"
"546","V Sloutsky","T Miser"
"547","S Gimbel","E Kim"
"548","A Litvinova","E Kim"
"549","A Litvinova","S Gimbel"
"550","J Kaplan","E Kim"
"551","J Kaplan","S Gimbel"
"552","J Kaplan","A Litvinova"
"553","M Dehghani","E Kim"
"554","M Dehghani","S Gimbel"
"555","M Dehghani","A Litvinova"
"556","M Dehghani","J Kaplan"
"557","B Lake","A Cohen"
"558","N Taatgen","I Doesburg"
"559","K Muldner","S Tan"
"560","J Lefevre","S Tan"
"561","J Lefevre","K Muldner"
"562","E Dupoux","A Fourtassi"
"563","W Gray","M Destefano"
"572","N Toyama","H Terai"
"573","N Toyama","K Miwa"
"574","D Gentner","K Cooperrider"
"575","S Goldin-Meadow","K Cooperrider"
"576","S Goldin-Meadow","D Gentner"
"577","S Piantadosi","L Marti"
"578","F Mollica","L Marti"
"579","F Mollica","S Piantadosi"
"580","C Kidd","L Marti"
"581","C Kidd","S Piantadosi"
"582","C Kidd","F Mollica"
"583","E Hristova","M Grinberg"
"584","V Kadreva","M Grinberg"
"585","V Kadreva","E Hristova"
"586","J Jara-Ettinger","S Bridgers"
"587","H Gweon","S Bridgers"
"588","H Gweon","J Jara-Ettinger"
"589","T Goksun","N Akhavan"
"590","N Nozari","N Akhavan"
"591","N Nozari","T Goksun"
"592","G Mens","E Konovalova"
"593","N Fong","S Yoon"
"594","M Kristiansson","N Dahlback"
"595","C Conway","K Ross"
"596","E Vul","T Lew"
"597","J Opfer","D Kim"
"598","B Rottman","C Derringer"
"599","M Dascalu","S Crossley"
"600","S Trausan-Matu","S Crossley"
"601","S Trausan-Matu","M Dascalu"
"602","L Allen","S Crossley"
"603","L Allen","M Dascalu"
"604","L Allen","S Trausan-Matu"
"605","D McNamara","S Crossley"
"606","D McNamara","M Dascalu"
"607","D McNamara","S Trausan-Matu"
"608","D McNamara","L Allen"
"609","T Ting","A Wente"
"610","R Aboody","A Wente"
"611","R Aboody","T Ting"
"612","T Kushnir","A Wente"
"613","T Kushnir","T Ting"
"614","T Kushnir","R Aboody"
"615","A Gopnik","A Wente"
"616","A Gopnik","T Ting"
"617","A Gopnik","R Aboody"
"618","A Gopnik","T Kushnir"
"619","H Kim","S Johnson"
"620","F Keil","S Johnson"
"621","F Keil","H Kim"
"622","A Papafragou","M Grigoroglou"
"623","S Marsella","M Lhommet"
"624","Y Kikuchi","K Kodama"
"625","H Yamagiwa","K Kodama"
"626","H Yamagiwa","Y Kikuchi"
"627","J Knobe","T Icard"
"628","S Stephan","J Nagel"
"629","H Seltman","K Godwin"
"630","M Almeda","K Godwin"
"631","M Almeda","H Seltman"
"632","S Kai","K Godwin"
"633","S Kai","H Seltman"
"634","S Kai","M Almeda"
"635","R Baker","K Godwin"
"636","R Baker","H Seltman"
"637","R Baker","M Almeda"
"638","R Baker","S Kai"
"639","A Fisher","K Godwin"
"640","A Fisher","H Seltman"
"641","A Fisher","M Almeda"
"642","A Fisher","S Kai"
"643","A Fisher","R Baker"
"644","Y Hayashi","Y Hayashi"
"645","M Lamar","J Moon"
"646","C Forsyth","J Moon"
"647","C Forsyth","M Lamar"
"648","M Keehner","J Moon"
"649","M Keehner","M Lamar"
"650","M Keehner","C Forsyth"
"651","D Rakison","D Benton"
"652","K Forbus","C McFate"
"653","M Frank","P Crone"
"654","M Ciraolo","M Walker"
"655","A Dewald","M Walker"
"656","A Dewald","M Ciraolo"
"657","S Sinnett","M Walker"
"658","S Sinnett","M Ciraolo"
"659","S Sinnett","A Dewald"
"660","J Wong","C Chan"
"661","A Chan","C Chan"
"662","A Chan","J Wong"
"663","T Lee","C Chan"
"664","T Lee","J Wong"
"665","T Lee","A Chan"
"666","J Hsiao","C Chan"
"667","J Hsiao","J Wong"
"669","J Hsiao","T Lee"
"670","J McDaniel","M Si"
"671","D Myers","P Thibodeau"
"672","S Flusberg","P Thibodeau"
"673","S Flusberg","D Myers"
"674","S O'Grady","H Walin"
"675","F Xu","H Walin"
"676","F Xu","S O'Grady"
"677","E Kaiser","A Besserman"
"678","T Sugimoto","T Sugimoto"
"679","R Fer","M Carbajal"
"680","E Dupoux","M Carbajal"
"681","E Dupoux","R Fer"
"682","M Gibbert","Q Sun"
"683","T Hills","Q Sun"
"684","T Hills","M Gibbert"
"685","E Nowak","Q Sun"
"686","E Nowak","M Gibbert"
"687","E Nowak","T Hills"
"688","R Fusaroli","R Dale"
"689","K Tylen","R Dale"
"690","K Tylen","R Fusaroli"
"691","J Raczaszek-Leonardi","R Dale"
"692","J Raczaszek-Leonardi","R Fusaroli"
"693","J Raczaszek-Leonardi","K Tylen"
"694","M Christiansen","R Dale"
"695","M Christiansen","R Fusaroli"
"696","M Christiansen","K Tylen"
"697","M Christiansen","J Raczaszek-Leonardi"
"698","T Hills","D Wulff"
"699","M Lachman","D Wulff"
"700","M Lachman","T Hills"
"701","R Mata","D Wulff"
"702","R Mata","T Hills"
"703","R Mata","M Lachman"
"704","K Ryan","S Jimenez"
"705","M Saylor","S Jimenez"
"706","M Saylor","K Ryan"
"707","P Analytis","D Barkoczi"
"708","C Wu","D Barkoczi"
"709","C Wu","P Analytis"
"710","B Malle","X Zhao"
"711","H Gweon","X Zhao"
"712","H Gweon","B Malle"
"713","S Yamada","T Komatsu"
"714","T Boyer","S Harding"
"715","B Bertenthal","S Harding"
"716","B Bertenthal","T Boyer"
"717","S Ohlsson","E Sovansky"
"718","L Favela","L Moralez"
"719","R Patel","E Wiese"
"720","K Koedinger","E Wiese"
"721","K Koedinger","R Patel"
"722","K Nakamura","K Nakamura"
"723","Y Leong","N Velez"
"724","C Pan","N Velez"
"725","C Pan","Y Leong"
"726","J Zaki","N Velez"
"727","J Zaki","Y Leong"
"728","J Zaki","C Pan"
"729","H Gweon","N Velez"
"730","H Gweon","Y Leong"
"731","H Gweon","C Pan"
"732","H Gweon","J Zaki"
"733","Y Seino","R Furutani"
"734","T Tezuka","R Furutani"
"735","T Tezuka","Y Seino"
"736","T Satoh","R Furutani"
"737","T Satoh","Y Seino"
"738","T Satoh","T Tezuka"
"739","E Krahmer","A Baltaretu"
"740","A Maes","A Baltaretu"
"741","A Maes","E Krahmer"
"742","J Zhao","Y Luo"
"743","J Harbison","A Bloomfield"
"744","S Campbell","A Bloomfield"
"745","S Campbell","J Harbison"
"746","P Bradley","A Bloomfield"
"747","P Bradley","J Harbison"
"748","P Bradley","S Campbell"
"749","L Saner","A Bloomfield"
"750","L Saner","J Harbison"
"751","L Saner","S Campbell"
"752","L Saner","P Bradley"
"753","R Hass","R Hass"
"754","Z Davis","B Rehder"
"755","T Griffiths","S O'Grady"
"757","F Xu","T Griffiths"
"758","H Kjellstrom","J Butepage"
"759","D Kragic","J Butepage"
"760","D Kragic","H Kjellstrom"
"761","J Marsh","A Zeveney"
"762","E Mech","L Perry"
"763","M MacDonald","L Perry"
"764","M MacDonald","E Mech"
"765","M Seidenberg","L Perry"
"766","M Seidenberg","E Mech"
"767","M Seidenberg","M MacDonald"
"768","A Chan","S Brueggemann"
"769","J Hsiao","S Brueggemann"
"771","D Gentner","R Shao"
"772","B Bertenthal","A Barton"
"773","S Harding","A Barton"
"775","T Alexopoulou","A Murakami"
"776","D Casasanto","B Pitt"
"777","D Roney","A Gilman"
"778","V Rehr","A Gilman"
"779","V Rehr","D Roney"
"780","H Hu","A Gilman"
"781","H Hu","D Roney"
"782","H Hu","V Rehr"
"783","M Peterson","A Gilman"
"784","M Peterson","D Roney"
"785","M Peterson","V Rehr"
"786","M Peterson","H Hu"
"787","W Voorspoels","F Djalal"
"788","T Heyman","F Djalal"
"789","T Heyman","W Voorspoels"
"790","G Storms","F Djalal"
"791","G Storms","W Voorspoels"
"792","G Storms","T Heyman"
"793","C Conway","J Deocampo"
"794","T Waltzer","R Castillo"
"795","H Kloos","R Castillo"
"796","H Kloos","T Waltzer"
"797","E Bonawitz","Y Yu"
"798","P Shafto","Y Yu"
"799","P Shafto","E Bonawitz"
"800","J Willits","F Asr"
"801","M Jones","F Asr"
"802","M Jones","J Willits"
"803","P Kvam","P Kvam"
"804","D Over","N Cruz"
"805","M Oaksford","N Cruz"
"806","M Oaksford","D Over"
"807","J Baratgin","N Cruz"
"808","J Baratgin","D Over"
"809","J Baratgin","M Oaksford"
"810","N Goodman","C Qing"
"811","D Lassiter","C Qing"
"812","D Lassiter","N Goodman"
"813","P Vogt","C Jong"
"814","B Komer","S Sharma"
"815","T Stewart","S Sharma"
"816","T Stewart","B Komer"
"817","C Eliasmith","S Sharma"
"818","C Eliasmith","B Komer"
"819","C Eliasmith","T Stewart"
"820","P Byers","P Byers"
"821","D Fum","F Zarl"
"822","Q Huys","E Schulz"
"823","D Bach","E Schulz"
"824","D Bach","Q Huys"
"825","M Speekenbrink","E Schulz"
"826","M Speekenbrink","Q Huys"
"827","M Speekenbrink","D Bach"
"828","A Krause","E Schulz"
"829","A Krause","Q Huys"
"830","A Krause","D Bach"
"831","A Krause","M Speekenbrink"
"832","M Johanson","F Gervits"
"833","A Papafragou","F Gervits"
"834","A Papafragou","M Johanson"
"835","R Grimm","G Cassani"
"836","S Gillis","G Cassani"
"837","S Gillis","R Grimm"
"838","W Daelemans","G Cassani"
"839","W Daelemans","R Grimm"
"840","W Daelemans","S Gillis"
"841","J MacGlashan","M Ho"
"842","A Greenwald","M Ho"
"843","A Greenwald","J MacGlashan"
"844","M Littman","M Ho"
"845","M Littman","J MacGlashan"
"846","M Littman","A Greenwald"
"847","E Hilliard","M Ho"
"848","E Hilliard","J MacGlashan"
"849","E Hilliard","A Greenwald"
"850","E Hilliard","M Littman"
"851","C Trimbach","M Ho"
"852","C Trimbach","J MacGlashan"
"853","C Trimbach","A Greenwald"
"854","C Trimbach","M Littman"
"855","C Trimbach","E Hilliard"
"856","S Brawner","M Ho"
"857","S Brawner","J MacGlashan"
"858","S Brawner","A Greenwald"
"859","S Brawner","M Littman"
"860","S Brawner","E Hilliard"
"861","S Brawner","C Trimbach"
"862","J Tenenbaum","M Ho"
"863","J Tenenbaum","J MacGlashan"
"864","J Tenenbaum","A Greenwald"
"865","J Tenenbaum","M Littman"
